Freq "Sound Power"
22.4 -9.07026804578372
23.0 -7.2655180969219515
23.6 -5.3072153361091665
24.0 -3.676175581170966
25.0 -1.8894050343434827
25.8 0.08140349439919703
26.5 2.3231135143450246
27.2 2.974864390075922
28.0 3.698514565008125
29.0 4.529224724898043
30.0 6.157375369807582
30.7 8.755640247846728
31.5 11.503726917439323
32.5 14.1337369510601
33.5 15.223154765277101
34.5 15.604836693360127
35.5 14.921390920792916
36.5 14.089619233676288
37.5 15.33423921409603
38.7 18.636364794597185
40.0 19.076915253024353
41.2 20.400468205347792
42.5 21.640680709167484
43.7 22.416379537533473
45.0 24.31630844993346
46.2 29.1426048289935
47.5 32.801536827302826
48.7 32.672576144415544
50.0 34.01605018730835
51.5 35.651636743906224
53.0 36.85500839016622
54.5 35.98162379960267
56.0 36.56633175463368
58.0 38.61801751291851
60.0 40.970842576375176
61.5 43.44927143415164
63.0 45.382384091180356
65.0 47.12884009642495
67.0 48.94917729726971
69.0 50.58143306625236
71.0 52.12973306881203
73.0 53.99557493006513
75.0 55.567603010943785
77.5 56.94341089821647
80.0 58.39014511518576
82.5 59.68391463203352
85.0 60.98917333529464
87.5 62.29231017327447
90.0 63.5561664221954
92.5 64.65558254364952
95.0 65.788670157406
97.5 66.99718110979428
100.0 67.94481207484044
103.0 68.93001628980363
106.0 69.67984366377281
109.0 70.47614059928434
112.0 71.18946807957674
115.0 71.8155670589008
118.0 72.4318528478087
122.0 73.11066769120512
125.0 73.77612089606536
128.0 74.36099575741234
132.0 74.90237138529507
136.0 75.3196476892909
140.0 75.59554386474757
145.0 75.70702894587633
150.0 75.72746132222943
155.0 75.59773735700719
160.0 75.45659157342074
165.0 75.24225720104958
170.0 75.09121298811442
175.0 74.88895553964893
180.0 74.7255430738011
185.0 74.63324597759824
190.0 74.50521404906014
195.0 74.36841330064598
200.0 74.1546759140314
206.0 74.1130942574022
212.0 74.26451952455426
218.0 74.36749575433592
224.0 74.36144603835949
230.0 74.48797028661834
236.0 74.61202918529692
240.0 74.61917279187693
250.0 74.67613565964993
258.0 74.77790977460904
265.0 74.98159210299595
272.0 75.10693380561709
280.0 75.1383934600565
290.0 75.19287646479334
300.0 75.14877438580812
307.0 75.03678014238055
315.0 74.7134983108568
325.0 74.3512986367077
335.0 74.08106636505526
345.0 74.031869708995
355.0 73.96395748363666
365.0 73.73047670004597
375.0 73.38818922530005
387.0 73.1469166222491
400.0 73.02601528823264
412.0 72.94778280594434
425.0 72.90890123447372
437.0 72.87668494215089
450.0 72.83625194485383
462.0 72.86213746090252
475.0 72.92831804528568
487.0 72.95212243730295
500.0 72.96935980775021
515.0 72.87422506210147
530.0 72.54366304346095
545.0 72.25298450530103
560.0 72.1431253788861
580.0 72.23399799914543
600.0 72.51537839324871
615.0 72.8916397386146
630.0 73.29368627379456
650.0 73.22242560267865
670.0 72.82454088202526
690.0 72.7540744822622
710.0 72.61423140192433
730.0 72.21321034281306
750.0 72.06507720802738
775.0 72.17235500728874
800.0 72.45163156008023
825.0 72.7570373217947
850.0 73.01336313687399
875.0 72.95629148419523
900.0 72.52798415629941
925.0 71.86994176522414
950.0 71.50501445191456
975.0 71.68573225286416
1000.0 71.64501259703012
1030.0 71.70577946301746
1060.0 71.74576981627239
1090.0 71.63929117517715
1120.0 71.34214219380378
1150.0 71.049019727331
1180.0 71.17550099997044
1220.0 71.33591515071207
1250.0 71.4320339398594
1280.0 71.06145083380628
1320.0 70.97392620001254
1360.0 71.39005454921791
1400.0 71.34573686452292
1450.0 71.47268242083898
1500.0 71.08434683547999
1550.0 70.9409705462792
1600.0 71.1787048164619
1650.0 71.22505844174772
1700.0 70.92026912633946
1750.0 70.65022061534128
1800.0 70.83702857826192
1850.0 71.03777599204581
1900.0 71.2335007408132
1950.0 71.78969565878211
2000.0 71.97621989761741
