Freq "Early Reflections DI"
20.5078 37.6044846688409
21.9727 38.51801461726197
23.4375 38.6656195747607
24.9023 39.1564745451746
26.3672 39.21995673593878
27.832 39.47495852499685
29.2969 39.58326298554074
30.7617 39.63707942087615
32.2266 39.6768580944198
33.6914 39.73742535438575
35.1562 39.73968952594038
36.6211 39.760812086101524
38.0859 39.80941762801052
39.5508 39.85243518749259
41.0156 39.88765804032339
42.4805 39.84942253243622
43.9453 39.879442134445455
45.4102 39.87527401921079
46.875 39.85012667798081
48.3398 39.84175271540593
51.2695 39.893521349628514
52.7344 39.913046489181454
54.1992 39.916474102689264
55.6641 39.93769307318642
58.5938 39.96413680604954
60.0586 39.98109534491884
62.9883 40.00519797561148
64.4531 40.031698503229734
67.3828 40.02618686325826
68.8477 40.01467577869904
71.7773 40.015889719803184
74.707 40.04303889679825
77.6367 40.06766715435833
79.1016 40.07657437250403
82.0312 40.11872147203371
84.9609 40.11500902365553
87.8906 40.10676541655917
90.8203 40.1398563514384
95.2148 40.191697565365956
98.1445 40.20849084967942
101.074 40.23593696424345
105.469 40.30372539958108
108.398 40.26833240340572
112.793 40.23551654039133
117.188 40.367014166132066
120.117 40.37521515626153
124.512 40.289387785617166
128.906 40.346842352953075
133.301 40.39179029852109
139.16 40.25357728137004
143.555 40.36748438428708
147.949 40.37707233407397
153.809 40.392426375868766
159.668 40.274612895861665
165.527 40.53192667978577
171.387 40.52578018926178
177.246 40.53278236431777
183.105 40.64197599971489
188.965 40.670333709176546
196.289 40.73440499246536
203.613 40.909771580837074
210.938 40.981833300741485
218.262 40.88755806780529
225.586 41.0401832841722
232.91 41.226304738408956
241.699 41.1172444814259
250.488 41.55066789304952
259.277 41.3506304293135
268.066 40.75019142703974
276.855 41.25104437313037
287.109 41.73636677631302
297.363 41.35068165057001
307.617 41.08282267136147
319.336 41.20243513928732
329.59 41.14510413799857
341.309 41.36611766890326
353.027 41.657208295867434
366.211 41.348417011289015
379.395 41.08280572006072
392.578 41.11847176205778
405.762 40.95917099435957
420.41 41.00328978722197
435.059 41.052592979423
451.172 41.34436218414727
465.82 42.285942366418965
483.398 41.96487484968638
499.512 41.98484999552383
517.09 42.591894998826575
536.133 42.12084705435933
555.176 42.85661735062624
574.219 42.436759108334826
594.727 42.04970192391856
615.234 42.269934014381846
637.207 42.31916641125295
659.18 42.52872981707398
682.617 43.22078621174505
707.52 42.78762412685552
732.422 42.87332473041535
757.324 42.783638399519816
785.156 42.8126758319452
811.523 43.24502772818559
840.82 43.42586832525227
870.117 43.82234091055966
900.879 43.65730327236206
933.105 43.921221652645784
965.332 44.041277006149855
1000.49 44.17627024428364
1035.64 44.225522715319954
1072.27 44.34552564333636
1108.89 44.40535721791876
1148.44 44.40626610565869
1189.45 44.512958978821814
1230.47 44.63589241677457
1274.41 44.71530440805989
1319.82 44.909992120606816
1366.7 45.1945385164789
1413.57 45.24253868295119
1463.38 45.13623955483848
1516.11 44.887530317664044
1568.85 44.56007258025585
1624.51 44.320388362676766
1681.64 44.370090926397836
1741.7 44.26425518612774
1803.22 44.03531355657418
1866.21 43.85358416247148
1932.13 43.74310282922167
1999.51 43.69370928865624
2069.82 43.35244849353806
2143.07 42.74776078303668
2219.24 42.71065931490547
2296.88 42.03310773883416
2378.91 41.896108430404965
2462.4 42.18281778425134
2548.83 42.42218868949301
2639.65 42.04335536092127
2731.93 42.08790148444086
2828.61 42.25333353951842
2928.22 42.03002769544942
3030.76 42.38069028326106
3137.7 42.50923976020441
3249.02 42.6003184174196
3363.28 42.8085943058945
3481.93 42.80848672198354
3604.98 43.171150195015215
3732.42 43.19222958448164
3864.26 43.3977407209254
4000.49 43.265462339467774
4141.11 43.62131135265771
4287.6 43.30965392958166
4438.48 43.586471218465206
4595.21 43.19723803950613
4756.35 43.42584718966566
4924.8 43.571230592528735
5097.66 43.28278720513309
5277.83 43.434132553672754
5463.87 43.498827136690835
5657.23 43.07911419952771
5856.45 43.19958667445243
6062.99 43.20583702128819
6276.86 42.976084634720976
6498.05 42.72073891322552
6726.56 42.280938722428886
6963.87 41.92465098569717
7209.96 41.85197857005463
7464.84 42.0713704587983
7727.05 42.503178066484395
7999.51 42.72976020339485
8282.23 42.97212695535032
8573.73 43.282284749620814
8876.95 43.585072367071035
9188.96 43.67264113487167
9514.16 43.847576098560054
9849.61 43.892548526745955
10196.8 43.96363974480063
10555.7 43.978140150617875
10927.7 44.09475330531468
11313.0 44.032962424537416
11712.9 44.178483583654696
12126.0 44.375991272961286
12553.7 44.73132968236585
12996.1 44.900301598468445
13454.6 45.03988958820061
13929.2 45.181856302674305
14419.9 45.46941254098455
14928.2 45.67594105314156
15455.6 45.58649662471696
16000.5 45.49221913122793
16564.5 45.18892280392332
17148.9 44.763417041611206
17752.4 45.47995094828778
18379.4 45.386938898126004
19026.9 45.22142891908217
19697.8 45.286742720835704
19999.5 45.43556209619503
