Freq "DI offset"
20.507812 40
21.240234 40
21.972656 40
22.705078 40
23.4375 40
24.169922 40
24.902344 40
25.634766 40
26.367188 40
27.099609 40
27.832031 40
28.564453 40
29.296875 40
30.029297 40
30.761719 40
31.494141 40
32.226562 40
32.958984 40
33.691406 40
34.423828 40
35.15625 40
35.888672 40
36.621094 40
37.353516 40
38.085938 40
38.818359 40
39.550781 40
40.283203 40
41.015625 40
41.748047 40
42.480469 40
43.212891 40
43.945312 40
45.410156 40
46.142578 40
46.875 40
47.607422 40
48.339844 40
49.804688 40
50.537109 40
51.269531 40
52.734375 40
53.466797 40
54.199219 40
55.664062 40
56.396484 40
57.128906 40
58.59375 40
59.326172 40
60.791016 40
61.523438 40
62.988281 40
64.453125 40
65.185547 40
66.650391 40
68.115234 40
68.847656 40
70.3125 40
71.777344 40
73.242188 40
73.974609 40
75.439453 40
76.904297 40
78.369141 40
79.833984 40
81.298828 40
82.763672 40
84.228516 40
85.693359 40
87.158203 40
89.355469 40
90.820312 40
92.285156 40
93.75 40
95.947266 40
97.412109 40
98.876953 40
101.074219 40
102.539062 40
104.736328 40
106.201172 40
108.398438 40
110.595703 40
112.792969 40
114.257812 40
116.455078 40
118.652344 40
120.849609 40
123.046875 40
125.244141 40
127.441406 40
129.638672 40
131.835938 40
134.765625 40
136.962891 40
139.160156 40
142.089844 40
144.287109 40
147.216797 40
149.414062 40
152.34375 40
155.273438 40
157.470703 40
160.400391 40
163.330078 40
166.259766 40
169.189453 40
172.119141 40
175.048828 40
178.710938 40
181.640625 40
185.302734 40
188.232422 40
191.894531 40
194.824219 40
198.486328 40
202.148438 40
205.810547 40
209.472656 40
213.134766 40
216.796875 40
220.458984 40
224.853516 40
228.515625 40
232.910156 40
236.572266 40
240.966797 40
245.361328 40
249.755859 40
254.150391 40
258.544922 40
262.939453 40
268.066406 40
272.460938 40
277.587891 40
281.982422 40
287.109375 40
292.236328 40
297.363281 40
302.490234 40
308.349609 40
313.476562 40
319.335938 40
324.462891 40
330.322266 40
336.181641 40
342.041016 40
348.632812 40
354.492188 40
361.083984 40
366.943359 40
373.535156 40
380.126953 40
386.71875 40
394.042969 40
400.634766 40
407.958984 40
415.283203 40
422.607422 40
429.931641 40
437.255859 40
445.3125 40
452.636719 40
460.693359 40
468.75 40
477.539062 40
485.595703 40
494.384766 40
503.173828 40
511.962891 40
520.751953 40
529.541016 40
539.0625 40
548.583984 40
558.105469 40
568.359375 40
577.880859 40
588.134766 40
598.388672 40
609.375 40
619.628906 40
630.615234 40
641.601562 40
653.320312 40
665.039062 40
676.025391 40
688.476562 40
700.195312 40
712.646484 40
725.097656 40
738.28125 40
750.732422 40
763.916016 40
777.832031 40
791.015625 40
804.931641 40
818.847656 40
833.496094 40
848.144531 40
862.792969 40
878.173828 40
893.554688 40
909.667969 40
925.048828 40
941.894531 40
958.007812 40
974.853516 40
991.699219 40
1009.277344 40
1026.855469 40
1045.166016 40
1063.476562 40
1081.787109 40
1100.830078 40
1120.605469 40
1140.380859 40
1160.15625 40
1180.664062 40
1201.171875 40
1222.412109 40
1243.652344 40
1265.625 40
1287.597656 40
1310.302734 40
1333.007812 40
1356.445312 40
1379.882812 40
1404.785156 40
1428.955078 40
1453.857422 40
1479.492188 40
1505.859375 40
1532.226562 40
1558.59375 40
1585.693359 40
1613.525391 40
1642.089844 40
1670.654297 40
1699.951172 40
1729.980469 40
1760.009766 40
1790.771484 40
1822.265625 40
1854.492188 40
1886.71875 40
1919.677734 40
1953.369141 40
1987.792969 40
2022.216797 40
2058.105469 40
2093.994141 40
2130.615234 40
2167.96875 40
2206.054688 40
2244.873047 40
2283.691406 40
2323.974609 40
2364.257812 40
2406.005859 40
2447.753906 40
2490.966797 40
2534.179688 40
2578.857422 40
2624.267578 40
2669.677734 40
2716.552734 40
2764.160156 40
2812.5 40
2861.572266 40
2912.109375 40
2962.646484 40
3014.648438 40
3067.382812 40
3120.849609 40
3175.78125 40
3231.445312 40
3287.841797 40
3345.703125 40
3404.296875 40
3463.623047 40
3524.414062 40
3585.9375 40
3648.193359 40
3712.646484 40
3777.099609 40
3843.75 40
3910.400391 40
3979.248047 40
4048.828125 40
4119.873047 40
4191.650391 40
4264.892578 40
4339.599609 40
4415.771484 40
4492.675781 40
4571.044922 40
4651.611328 40
4732.910156 40
4815.673828 40
4899.902344 40
4985.595703 40
5072.753906 40
5161.376953 40
5251.464844 40
5343.75 40
5436.767578 40
5531.982422 40
5628.662109 40
5727.539062 40
5827.148438 40
5929.6875 40
6032.958984 40
6138.427734 40
6246.09375 40
6355.224609 40
6466.552734 40
6579.345703 40
6694.335938 40
6811.523438 40
6930.908203 40
7051.757812 40
7175.537109 40
7300.78125 40
7428.222656 40
7558.59375 40
7690.429688 40
7825.195312 40
7962.158203 40
8101.318359 40
8242.675781 40
8386.962891 40
8533.447266 40
8682.861328 40
8834.472656 40
8989.013672 40
9146.484375 40
9306.152344 40
9468.75 40
9634.277344 40
9802.734375 40
9974.121094 40
10149.169922 40
10326.416016 40
10506.591797 40
10690.429688 40
10877.929688 40
11067.626953 40
11260.986328 40
11458.007812 40
11658.691406 40
11862.304688 40
12069.580078 40
12281.25 40
12495.849609 40
12714.111328 40
12936.767578 40
13162.353516 40
13393.066406 40
13626.708984 40
13865.478516 40
14107.910156 40
14354.003906 40
14605.224609 40
14860.839844 40
15120.117188 40
15384.521484 40
15654.052734 40
15927.246094 40
16205.566406 40
16489.013672 40
16777.587891 40
17070.556641 40
17369.384766 40
17673.339844 40
17981.689453 40
18296.630859 40
18615.966797 40
18941.894531 40
19272.949219 40
19609.863281 40
19952.636719 40
