Freq "Total Early Reflection"
20.5078 68.69917581992401
21.9727 65.53581751318667
23.4375 67.65123326435511
24.9023 69.10113459619308
26.3672 69.62944946487812
27.832 69.92189224237485
29.2969 71.16858048517824
30.7617 71.97885003505502
32.2266 72.48589718244796
33.6914 73.25987355767292
35.1562 73.997741775071
36.6211 74.62364008573424
38.0859 75.18683846364836
39.5508 75.78185021316217
41.0156 76.37225998923337
42.4805 76.7811773640098
43.9453 77.29721702288187
45.4102 77.91940360692568
46.875 78.49965584444642
48.3398 79.00999292431277
51.2695 80.31293727098134
52.7344 80.86237669611832
54.1992 81.14937546056713
55.6641 81.49733122780592
58.5938 82.2872482864575
60.0586 82.7915709073149
62.9883 83.65105427266133
64.4531 84.01817827707058
67.3828 84.74347987665688
68.8477 85.07037091107854
71.7773 85.6687368598426
74.707 86.24613087210362
77.6367 86.75057496101401
79.1016 86.97539705775927
82.0312 87.38417385399207
84.9609 87.64914640908192
87.8906 87.92267299616337
90.8203 88.10409780272775
95.2148 88.28441566005277
98.1445 88.38671684407244
101.074 88.37938059393326
105.469 88.50759467078514
108.398 88.55839823122491
112.793 88.52680525206223
117.188 88.45789387947693
120.117 88.50963497256355
124.512 88.39870795877852
128.906 88.26233754669765
133.301 88.13003592894825
139.16 87.88075595875453
143.555 87.681803394843
147.949 87.64168827485373
153.809 87.41284433566453
159.668 87.50878264736929
165.527 87.40062707434767
171.387 87.07739328469775
177.246 86.78121118516873
183.105 86.64358590953117
188.965 86.63029216425683
196.289 86.56190291794901
203.613 86.22745310443528
210.938 86.07370332487915
218.262 85.76153510356716
225.586 86.01583147854444
232.91 86.11128308164919
241.699 85.70604168572797
250.488 86.03662235524733
259.277 85.66440244727627
268.066 85.37408522582167
276.855 85.37002763171012
287.109 85.37112082275708
297.363 85.44582561173847
307.617 84.88159939334845
319.336 84.43563823164178
329.59 84.0607935994065
341.309 83.778676039064
353.027 83.7715452520452
366.211 84.02190464622305
379.395 82.99073577818672
392.578 81.76767427826174
405.762 82.2675140626121
420.41 84.79883541213734
435.059 86.5158602730862
451.172 87.27217160760372
465.82 86.5034442704055
483.398 85.84778505312843
499.512 85.1718262919353
517.09 85.1544118574595
536.133 85.73792995426923
555.176 84.91667357341022
574.219 85.46283926270996
594.727 84.79369740290744
615.234 84.29688791148423
637.207 84.17194905869623
659.18 83.06075145631046
682.617 83.86300821217642
707.52 83.84245130463407
732.422 83.30189572691697
757.324 83.39165002783763
785.156 83.11566196632941
811.523 83.85547796538704
840.82 83.45752158902488
870.117 84.15404799500492
900.879 84.10099512550015
933.105 83.9412945454649
965.332 84.24464980380331
1000.49 83.89208559811355
1035.64 83.72218452351228
1072.27 83.27844972855796
1108.89 83.11796605851126
1148.44 83.18488744349285
1189.45 83.71923705078449
1230.47 83.68773493952226
1274.41 83.86852229442799
1319.82 83.39284544148147
1366.7 82.90870260440151
1413.57 82.94834084574644
1463.38 82.08073544321816
1516.11 81.93186376177218
1568.85 81.57042164676463
1624.51 81.79832584052288
1681.64 81.60513343264815
1741.7 81.82499099724228
1803.22 82.01456126154751
1866.21 82.41033014700066
1932.13 82.51005709290693
1999.51 83.17824223061575
2069.82 84.1363363890719
2143.07 84.58288789005
2219.24 84.7222617945282
2296.88 84.71598510723696
2378.91 84.85938395718715
2462.4 84.85366457452
2548.83 85.08501893432128
2639.65 84.84719162248336
2731.93 84.7018866615097
2828.61 84.74938189024509
2928.22 84.3854841224615
3030.76 84.32697572030897
3137.7 84.37324698742597
3249.02 83.92745909558751
3363.28 83.93654120566413
3481.93 84.30722990977206
3604.98 84.6867961284864
3732.42 85.25890168649526
3864.26 85.02780724266893
4000.49 84.66908307898558
4141.11 84.32926731709519
4287.6 84.14735314752375
4438.48 84.01131448087585
4595.21 83.89110172155236
4756.35 83.48472907841635
4924.8 83.44832853144351
5097.66 84.05855144383234
5277.83 84.03870263465423
5463.87 83.9678296727303
5657.23 83.20801310839516
5856.45 82.98966281361824
6062.99 83.05755118542605
6276.86 83.0804720041353
6498.05 83.36262042027468
6726.56 83.54877671214604
6963.87 83.6483335890231
7209.96 83.58520151178038
7464.84 83.7268575430685
7727.05 84.0415143003334
7999.51 83.84903397766746
8282.23 83.09097208319345
8573.73 82.79933894290285
8876.95 82.52239792149773
9188.96 82.25583023327899
9514.16 81.67233269657001
9849.61 81.05202792630502
10196.8 80.72357523931082
10555.7 80.72371489860701
10927.7 80.71273526509455
11313.0 80.47316034123926
11712.9 80.14227311223037
12126.0 80.51482316318025
12553.7 80.5054087789742
12996.1 80.77221781723857
13454.6 80.81460075680324
13929.2 80.37219756875297
14419.9 79.8629775473415
14928.2 79.64809164611212
15455.6 79.67278967801003
16000.5 79.67487375390017
16564.5 79.75956751563085
17148.9 79.39905446136292
17752.4 78.60504774267424
18379.4 77.63666566029245
19026.9 75.88528350023446
19697.8 73.98237268546832
19999.5 73.29480926666456
