Freq "Estimated In-Room Response"
20.5078 51.081184869781126
21.9727 50.02668504230728
23.4375 53.116429617091384
24.9023 55.66447369496909
26.3672 58.29095586873679
27.832 59.56386643638474
29.2969 61.63596437944774
30.7617 63.104463967622266
32.2266 65.48209419538951
33.6914 67.20611112165636
35.1562 69.16215606212842
36.6211 70.30768728937791
38.0859 71.57477995527249
39.5508 72.81798288511483
41.0156 73.98316343997425
42.4805 75.21524384610713
43.9453 76.19616103121426
45.4102 77.01340311344943
46.875 77.89544643238057
48.3398 78.52060764213059
51.2695 79.69308551450284
52.7344 80.16553585899477
54.1992 80.51815435979887
55.6641 80.79919923385269
58.5938 81.26583389794662
60.0586 81.49699946664151
62.9883 82.04506609492391
64.4531 82.19105793504211
67.3828 82.36599734270004
68.8477 82.43269309928331
71.7773 82.8848941857576
74.707 83.27665074412171
77.6367 83.29860877647232
79.1016 83.34444365988003
82.0312 83.6834525775257
84.9609 83.82144243902776
87.8906 83.7590801702556
90.8203 84.2858906024956
95.2148 84.14277447382564
98.1445 84.21264731948223
101.074 84.28636119977438
105.469 84.66077508682118
108.398 84.66041990270998
112.793 84.70461046426455
117.188 84.7674273895848
120.117 84.72940718709238
124.512 84.63677656963115
128.906 84.66547150711708
133.301 84.63284352957201
139.16 84.55875356832175
143.555 84.47592627355242
147.949 84.40376672824041
153.809 84.32757120229921
159.668 84.22040672256583
165.527 84.29711355955351
171.387 84.19670316800017
177.246 83.97069226121333
183.105 83.80615617170913
188.965 83.76909574883261
196.289 83.70564000284209
203.613 83.52296102627629
210.938 83.40401244395248
218.262 83.30234094027695
225.586 83.21225447386281
232.91 83.05055351055661
241.699 82.79197137425126
250.488 82.56646057215154
259.277 82.68306957820344
268.066 82.47313807436984
276.855 82.46205520828202
287.109 82.32129331820016
297.363 82.39405111845241
307.617 82.19619919523379
319.336 81.98320723169753
329.59 81.87961947474751
341.309 81.70235047369299
353.027 81.33892864027284
366.211 81.292769205641
379.395 81.4687112562586
392.578 81.19507614745343
405.762 80.95034401261782
420.41 80.9445360134812
435.059 80.9195518621409
451.172 81.52716844527116
465.82 81.6011839834328
483.398 81.62814817777651
499.512 81.45893659409525
517.09 81.81624946903752
536.133 81.47001463194705
555.176 81.50799821960616
574.219 81.53397661451315
594.727 81.38321106403603
615.234 81.02660315065773
637.207 80.9226323468803
659.18 80.74118474988086
682.617 80.95432208159663
707.52 81.17431821294186
732.422 80.91318187152125
757.324 80.58252285077161
785.156 80.90883053851825
811.523 81.31031123904002
840.82 80.85418560662436
870.117 81.42623258804034
900.879 81.22489723915079
933.105 81.14057006342986
965.332 80.95678069808689
1000.49 80.47312158336811
1035.64 80.18700700398932
1072.27 79.9933600584438
1108.89 79.80993763090106
1148.44 79.15420477670553
1189.45 79.37713100827597
1230.47 79.50913447232122
1274.41 79.60874453740499
1319.82 79.73319542842638
1366.7 80.21599878568625
1413.57 80.21997314132953
1463.38 80.07296555827085
1516.11 79.48084780581523
1568.85 78.95532820460548
1624.51 79.22349876559218
1681.64 79.99306347068777
1741.7 80.26760458456691
1803.22 80.6464892634435
1866.21 80.43186906042958
1932.13 79.91004504410525
1999.51 79.67825141721977
2069.82 79.7588260674829
2143.07 79.67950901238267
2219.24 79.46800790247649
2296.88 78.60506896527345
2378.91 77.98186260607606
2462.4 78.23717391674444
2548.83 78.08572532561492
2639.65 76.92605951905807
2731.93 75.81722459546415
2828.61 75.9566434385972
2928.22 77.26955989810594
3030.76 78.27307031350229
3137.7 79.11530408653039
3249.02 79.76029516769351
3363.28 80.36555254258813
3481.93 81.27697755811904
3604.98 81.5365276235091
3732.42 81.76069229721153
3864.26 81.41944687582861
4000.49 80.39102264850956
4141.11 79.71679659871815
4287.6 79.59682349826114
4438.48 80.04095240749429
4595.21 80.18529904844384
4756.35 80.1386031478289
4924.8 80.10720612799669
5097.66 80.15420826292808
5277.83 79.81260636799895
5463.87 80.27780695847413
5657.23 80.2015602787943
5856.45 79.80283687221076
6062.99 79.5220844737864
6276.86 78.94675415000886
6498.05 78.5989944195467
6726.56 78.72188860978729
6963.87 78.69044909740285
7209.96 79.26671272247926
7464.84 79.20064614784768
7727.05 79.38215246529124
7999.51 79.67713484109656
8282.23 78.8286302472953
8573.73 77.71308948279456
8876.95 77.49784075273895
9188.96 77.76008666596853
9514.16 77.86405044949426
9849.61 77.47689973722395
10196.8 77.2480448300158
10555.7 76.94650146723436
10927.7 77.01902662414622
11313.0 76.95161208567087
11712.9 76.7766306988027
12126.0 76.76491999716501
12553.7 76.91404477907567
12996.1 76.95894731077574
13454.6 77.16475353358247
13929.2 77.32225220946951
14419.9 77.37112732221345
14928.2 77.41783844547025
15455.6 77.36984690580908
16000.5 77.31673795954262
16564.5 77.00413984217472
17148.9 76.4599729487277
17752.4 75.59429535293029
18379.4 74.51075592165739
19026.9 73.45207707089308
19697.8 72.17563988714777
19999.5 71.55662195066832
