Freq "Side Wall Bounce"
20.5078 64.18088366932524
21.2402 64.41133219947636
21.9727 64.74184121296001
22.7051 65.31696975204665
23.4375 66.46427627360076
24.1699 67.62166369860425
25.6348 68.37124186276438
26.3672 69.29627355689983
27.0996 70.57208589418042
27.832 70.08393661821687
29.2969 71.09689997944449
30.0293 71.41804885481571
31.4941 72.24318053232216
32.2266 72.64218418981237
33.6914 73.36210019696917
34.4238 73.7791966491096
35.8887 74.33392328135791
37.3535 74.90640148652533
38.8184 75.5630644057609
39.5508 75.83357728501827
41.0156 76.46218617138126
42.4805 77.00897845422098
43.9453 77.4827324606111
45.4102 78.00162116964678
47.6074 78.76078776615498
49.0723 79.09407718943608
50.5371 79.50041124757898
52.7344 80.12911126637721
54.1992 80.45763859065367
56.3965 80.89924597538082
58.5938 81.27497988141911
60.0586 81.48943037780978
62.2559 81.77038943834171
64.4531 81.83526579369718
66.6504 81.95460801153568
69.5801 82.13633479200786
71.7773 82.15121309956805
73.9746 82.17992144840974
76.9043 82.19634925758123
79.834 82.1832304511699
82.7637 82.12710533371111
85.6934 82.09496394892578
88.623 82.35399984693592
91.5527 82.38866330543226
94.4824 82.4409089596235
98.1445 82.42744604885384
101.807 82.44682942246601
105.469 82.38022414520884
109.131 82.33307499452769
112.793 82.19948322865082
116.455 82.15415058188279
120.85 82.2965170697497
125.244 82.45958582982838
129.639 82.50847807641726
134.033 82.38161030420468
138.428 82.24666692392555
143.555 82.30422956683613
148.682 82.76763622184595
153.809 82.71559488793667
159.668 82.46011498465569
164.795 82.56728835116283
170.654 83.07620867004619
176.514 83.27568850900701
183.105 83.02316710437937
189.697 82.89416993260153
196.289 83.17242885486246
202.881 82.9303307273654
210.205 82.7758257332699
217.529 83.0787879585555
225.586 82.81027582336745
232.91 82.86352237869875
241.699 83.05282779070035
249.756 83.35148211287085
258.545 84.373888776316
268.066 83.77982588267395
277.588 83.74015794066116
287.109 83.17218937347226
297.363 83.16708368182627
307.617 84.2602422672153
318.604 84.1342222611446
329.59 84.18269049614199
341.309 83.85533923177435
353.76 83.50218597917052
366.211 83.50927433711294
378.662 83.00394231818123
392.578 83.15868915056132
405.762 83.28335259842457
420.41 84.56358605053455
435.059 84.70690725215016
450.439 83.12154769656121
466.553 82.75676785424888
482.666 82.53208189169287
500.244 83.03448065127276
517.822 83.09672453389175
536.133 83.09565000319084
554.443 82.45054124490747
574.219 82.73075371235741
594.727 82.45918191091488
615.234 82.93141015840237
637.207 81.94293162138231
659.912 83.24479704977273
683.35 83.60696298725722
706.787 83.34277765112321
731.689 82.90950108075836
758.057 82.46054898025054
784.424 83.62015554123226
812.256 82.13688483867833
840.82 82.39970452471712
870.85 81.87739266740849
901.611 82.56889937341296
933.105 82.49527598443262
966.064 82.61296623488829
999.756 82.54874355121217
1034.91 82.7665203482266
1071.53 82.81389712417466
1109.62 82.03819466411309
1148.44 81.36649025430465
1189.45 81.38954459327192
1231.2 80.75725196996297
1274.41 80.82140375183225
1319.82 80.8906181076293
1365.97 80.69892293759585
1414.31 80.23020382821284
1464.11 80.58004014814168
1515.38 80.3851029463917
1568.85 80.40855342763344
1624.51 80.15270679212523
1681.64 80.50412841788051
1740.97 80.5785651960569
1802.49 80.51783037708647
1866.21 79.98414899017047
1932.13 81.42073465836667
2000.24 80.66947659682096
2070.56 80.79889383158786
2143.8 79.22555197513796
2219.24 79.91619188231431
2297.61 79.41534578134036
2378.17 79.06682474211736
2462.4 78.65042723559861
2548.83 78.28703335005622
2638.92 77.87903129016439
2731.93 77.68944006171773
2828.61 78.73980264234726
2928.22 78.72739684024401
3031.49 78.78223272211635
3138.43 79.52907707594129
3249.02 79.68538719812308
3363.28 79.10096167087532
3481.93 79.08757335992524
3604.98 79.07402301605154
3732.42 79.36432619429534
3863.53 79.64226027525282
3999.76 79.11790570303216
4141.11 79.72053194656229
4286.87 79.62943810300013
4438.48 79.31399262819926
4594.48 79.4964708182812
4757.08 79.66376355269077
4924.8 79.30254202980431
5098.39 79.54547595599709
5277.83 79.75021568544385
5463.87 79.9536478251821
5656.49 79.86582744959605
5856.45 79.7852309930937
6062.99 79.79261398991412
6276.86 79.15069830813951
6498.05 79.31433466055512
6727.29 79.13603788083415
6964.6 79.1946753738484
7209.96 78.93357466866667
7464.11 79.36867148904953
7727.78 78.70618883784725
8000.24 78.78886399193429
8282.23 78.22331132020423
8574.46 77.79860175663536
8876.22 77.9901335836028
9189.7 77.77107624764533
9513.43 77.65866580178228
9848.88 77.87743931177329
10196.8 78.18021802774085
10556.4 78.32125838201883
10928.5 78.0685320839183
11313.7 76.97033652830456
11712.9 75.26901339580776
12126.0 73.99869694383125
12553.7 75.22355569998322
12996.1 76.59696982891799
13454.6 77.39914580320666
13928.5 77.95966408260185
14419.9 77.71007810687058
14928.2 77.37662374733186
15454.8 77.53667482028027
15999.8 77.67320956804758
16564.5 77.38591616782529
17148.2 76.81153531822304
17753.2 76.09121650796453
18379.4 75.7845484174824
19027.6 75.66619807192795
19698.5 74.75233641111426
19999.5 74.51421781283483
