Freq,On Axis,Listening Window,Sound Power,Early Reflections,Early Reflections DI,Sound Power DI,DI offset
20.5078,55.93629999999999,56.172110682136974,60.52293274736735,58.91716563463987,37.2549450474971,35.649177934769625,40
21.9727,58.03990000000002,58.067211452035906,61.03350476384597,59.767993474535245,38.29921797750066,37.03370668818994,40
23.4375,53.9451,54.234820020438775,61.025016177066306,58.80728459981185,35.427535420626924,33.20980384337247,40
24.9023,58.855199999999996,58.92416042375376,62.517622737599964,61.044136824405854,37.88002359934791,36.4065376861538,40
26.3672,57.93350000000001,57.99675553095679,62.68668949639624,60.878785744922624,37.117969786034166,35.31006603456055,40
27.832,60.3527,60.42211942813083,64.29330864330407,62.72974903568527,37.692370392445554,36.128810784826754,40
29.2969,61.16919999999999,61.19505116806445,64.96919132248615,63.416537723328034,37.77851344473642,36.2258598455783,40
30.7617,62.508700000000005,62.52783600941052,65.91622430977452,64.47232195629925,38.05551405311127,36.611611699636,40
32.2266,64.2278,64.25493728541977,67.59303498280862,66.19144868843586,38.063488596983916,36.66190230261115,40
33.6914,65.7719,65.7964480437091,68.75593606022201,67.47929468482695,38.31715335888215,37.04051198348709,40
35.1562,67.0226,67.04511250163105,69.88338161709234,68.64444697070769,38.40066553092336,37.16173088453871,40
36.6211,68.5578,68.5882890352741,71.25597107949753,70.08103160239367,38.50725743288044,37.332317955776574,40
38.0859,70.1651,70.19025490821078,72.52518433484963,71.47150249300697,38.71875241520381,37.66507057336115,40
39.5508,71.5992,71.62489762238782,73.79114850342376,72.80312775370496,38.821769868682864,37.833749118964064,40
41.0156,72.98569999999998,73.01077480714677,75.00347568370321,74.08377774630237,38.9269970608444,38.00729912344356,40
42.4805,74.3052,74.33308723768062,76.21148187435134,75.33956561870127,38.993521618979344,38.12160536332928,40
43.9453,75.68179999999998,75.7099617655069,77.42774291155803,76.62264506601403,39.087316699492874,38.282218853948876,40
45.4102,76.9145,76.94435433992612,78.55788403209117,77.79693962436907,39.14741471555705,38.386470307834955,40
46.875,77.7222,77.75382962206952,79.30770387201837,78.57139100062496,39.18243862144456,38.44612575005115,40
48.3398,78.7787,78.81388007883129,80.31728565294665,79.60635239508376,39.20752768374753,38.49659442588464,40
51.2695,80.2934,80.32958091186347,81.629831438151,81.00771974991548,39.32186116194799,38.69974947371247,40
52.7344,80.8044,80.83998896479665,82.04411518723049,81.4646170398093,39.37537192498735,38.79587377756616,40
54.1992,81.142,81.17851342211785,82.32550422946176,81.77242806229056,39.40608535982729,38.85300919265609,40
55.6641,81.3765,81.41420689725724,82.51111694337763,81.98169871398261,39.432508183274635,38.903089953879615,40
58.5938,81.6386,81.6786221246565,82.71585392840294,82.21826975417484,39.46035237048166,38.96276819625356,40
