Freq "DI offset"
22.4 20
23.0 20
23.6 20
24.0 20
25.0 20
25.8 20
26.5 20
27.2 20
28.0 20
29.0 20
30.0 20
30.7 20
31.5 20
32.5 20
33.5 20
34.5 20
35.5 20
36.5 20
37.5 20
38.7 20
40.0 20
41.2 20
42.5 20
43.7 20
45.0 20
46.2 20
47.5 20
48.7 20
50.0 20
51.5 20
53.0 20
54.5 20
56.0 20
58.0 20
60.0 20
61.5 20
63.0 20
65.0 20
67.0 20
69.0 20
71.0 20
73.0 20
75.0 20
77.5 20
80.0 20
82.5 20
85.0 20
87.5 20
90.0 20
92.5 20
95.0 20
97.5 20
100.0 20
103.0 20
106.0 20
109.0 20
112.0 20
115.0 20
118.0 20
122.0 20
125.0 20
128.0 20
132.0 20
136.0 20
140.0 20
145.0 20
150.0 20
155.0 20
160.0 20
165.0 20
170.0 20
175.0 20
180.0 20
185.0 20
190.0 20
195.0 20
200.0 20
206.0 20
212.0 20
218.0 20
224.0 20
230.0 20
236.0 20
240.0 20
250.0 20
258.0 20
265.0 20
272.0 20
280.0 20
290.0 20
300.0 20
307.0 20
315.0 20
325.0 20
335.0 20
345.0 20
355.0 20
365.0 20
375.0 20
387.0 20
400.0 20
412.0 20
425.0 20
437.0 20
450.0 20
462.0 20
475.0 20
487.0 20
500.0 20
515.0 20
530.0 20
545.0 20
560.0 20
580.0 20
600.0 20
615.0 20
630.0 20
650.0 20
670.0 20
690.0 20
710.0 20
730.0 20
750.0 20
775.0 20
800.0 20
825.0 20
850.0 20
875.0 20
900.0 20
925.0 20
950.0 20
975.0 20
1000.0 20
1030.0 20
1060.0 20
1090.0 20
1120.0 20
1150.0 20
1180.0 20
1220.0 20
1250.0 20
1280.0 20
1320.0 20
1360.0 20
1400.0 20
1450.0 20
1500.0 20
1550.0 20
1600.0 20
1650.0 20
1700.0 20
1750.0 20
1800.0 20
1850.0 20
1900.0 20
1950.0 20
2000.0 20
2060.0 20
2120.0 20
2180.0 20
2240.0 20
2300.0 20
2360.0 20
2400.0 20
2500.0 20
2580.0 20
2650.0 20
2720.0 20
2800.0 20
2900.0 20
3000.0 20
3070.0 20
3150.0 20
3250.0 20
3350.0 20
3450.0 20
3550.0 20
3650.0 20
3750.0 20
3870.0 20
4000.0 20
4120.0 20
4250.0 20
4370.0 20
4500.0 20
4620.0 20
4750.0 20
4870.0 20
5000.0 20
5150.0 20
5300.0 20
5450.0 20
5600.0 20
5800.0 20
6000.0 20
6150.0 20
6300.0 20
6500.0 20
6700.0 20
6900.0 20
7100.0 20
7300.0 20
7500.0 20
7750.0 20
8000.0 20
8250.0 20
8500.0 20
8750.0 20
9000.0 20
9250.0 20
9500.0 20
9750.0 20
10000.0 20
10300.0 20
10600.0 20
10900.0 20
11200.0 20
11500.0 20
11800.0 20
12200.0 20
12500.0 20
12800.0 20
13200.0 20
13600.0 20
14000.0 20
14500.0 20
15000.0 20
15500.0 20
16000.0 20
16500.0 20
17000.0 20
17500.0 20
18000.0 20
18500.0 20
19000.0 20
19500.0 20
