Freq,Floor Bounce,Ceiling Bounce,Front Wall Bounce,Side Wall Bounce,Rear Wall Bounce,Total Early Reflection
22.4,30.279777457905695,31.29819059433727,30.944705941272545,31.799686088310736,29.6176728732746,30.85442033317021
23.0,30.852378007380835,32.169377194592144,31.650751915875432,32.024824163051974,30.562512592072792,31.498022466767438
23.6,31.572448266458437,33.10409394733058,32.29594392826381,32.224977714789404,31.189621790936414,32.1276753538033
24.0,32.44391724861636,34.227184396398584,33.339498046278734,33.89732134037472,32.478850975151445,33.33752599964994
25.0,33.3377673428554,35.329650606291594,34.607403980369,34.748022732960166,33.64793973234076,34.39571468794723
25.8,34.21904449785343,36.468011070839154,36.25178056940727,36.41204345327007,35.20529185623549,35.79491052231502
26.5,34.41152326304966,37.65003912656685,37.832456319740245,37.38971049351234,36.458998731567405,36.912706374817745
27.2,35.29188145404554,38.94835241782509,39.28677854911568,38.25191221320112,37.998751191525585,38.15725692968151
28.0,36.44935766478271,40.355516267956105,40.2052388231546,39.7267099127145,39.06981086571325,39.36655839474615
29.0,38.12457672584499,42.14264565432187,41.673654233598526,41.01182945576856,40.53558195139472,40.8996888987639
30.0,39.93027184731848,43.64978806046888,43.21757137274638,42.02901993432452,41.927958308616084,42.33171787588931
30.7,42.030271847318474,45.150403134451395,44.843961987750916,43.776691664426,43.141806134238564,43.93324090109958
31.5,43.94942181474029,46.4016791260715,46.61184808591803,45.666437330615835,44.34616198780266,45.52426412296681
32.5,45.661948675637674,47.64609975902819,47.803014277782566,47.10691762618133,45.49951104295344,46.85079531943718
33.5,46.985739156489714,48.92312260007135,48.8390323085395,48.49491213826279,46.51398761554775,48.0626176492314
34.5,48.41627615049991,50.175484348380095,49.92732409387408,49.69191013790824,47.91176863772755,49.31341243419088
35.5,49.601676846047255,51.4496837787603,50.94012921867629,50.69234754552453,49.30693895552777,50.47325279818641
36.5,50.690663018381926,52.249683778760314,51.82453164845715,51.55310450383844,50.19313719409418,51.36630656068958
37.5,51.516276150499905,52.92842011477167,52.52521663086539,52.25714671466817,50.91292652230935,52.0868999196871
38.7,52.48888377963458,53.58192912376616,53.187072681884175,53.12851997340489,51.69135274296228,52.86435425196727
40.0,53.23546091849046,54.39066301838194,53.920037859576965,53.90161917844638,52.45425432364674,53.6308790677469
41.2,54.31792789764849,55.34588560685647,54.76096620411961,54.65688018620132,53.12929751021217,54.50176463953922
42.5,54.79237898809801,55.9296230353127,55.29003257429578,55.096124273775374,53.59050221854734,55.005471942655745
43.7,55.03469773360901,56.35803522150265,55.748253988031834,55.41892602586479,54.10469800026978,55.39662596714895
45.0,55.402633505387726,56.959339299813095,56.39607577401098,55.93575638562656,54.758592580633845,55.9571144154114
46.2,56.128122336748376,57.75933929981308,57.126263036762495,56.75671307480245,55.49734633935732,56.72360813997234
47.5,56.72285902893766,58.35803522150265,57.72831720410544,57.36900862873681,56.01879756442243,57.31354178926462
48.7,57.39674297331739,58.80296788742379,58.31695859457028,57.903577989363825,56.534383782365936,57.859403350313
50.0,58.07106876148261,59.17611856531714,58.83041821382494,58.40686341227462,57.049765116039865,58.36623806513329
51.5,58.45865853259173,59.63546091849048,59.31766075421331,58.82874977329668,57.452605747413074,58.802631539905775
53.0,58.78959528561198,59.96585727595256,59.537145845491935,59.20428742721015,57.849209352434784,59.12737313870177
54.5,59.045831471573976,60.1535511622006,59.82557821938968,59.563924315229016,58.27776130288075,59.421543588500995
56.0,59.22102614963505,60.053551162200606,59.967049956874476,59.81594938796182,58.538288946378984,59.5553095402275
58.0,59.39664781293233,59.92376450930966,60.11560153909575,60.088497356099595,58.711131737799775,59.67890937089126
60.0,59.55477168396807,59.849719059973054,60.40651770182083,60.32711164655896,58.8720370211158,59.837318174089745
61.5,59.548521420533646,59.84611403139874,60.45324498715273,60.3907028461054,58.982731916780736,59.878239205825224
63.0,59.50330511748406,59.934524153934774,60.466721493435585,60.62711164655897,59.045135360391896,59.954939181645074
65.0,59.55295536787777,60.23855083142047,60.76250265788498,60.732567072362,59.209512090123965,60.14344688255889
67.0,59.768031066562344,60.33855083142048,60.87460381687744,60.80097969123388,59.379756151341724,60.27072724966162
69.0,59.89257011413609,60.43855083142047,60.89509089392081,60.88598361426055,59.478310840085626,60.353349375310984
71.0,59.75177437534741,60.065632689609885,60.6135063988596,60.65901980830351,59.24154296614989,60.09877791967982
73.0,59.62526453928848,59.94942181474029,60.47010642248398,60.36114542567327,59.157172412371025,59.93911186550962
75.0,59.70261155895365,59.72285902893766,60.26381458511425,60.12417700184942,59.02215582663847,59.7882121108553
77.5,60.05603736524559,59.71792789764851,60.43928808035619,60.12856427017344,59.096402187323875,59.911149911629465
