Freq "Total Early Reflection"
22.4 5.25089284085162
23.0 7.943403268341356
23.6 10.844327962011036
24.0 15.523159772359904
25.0 18.59389387572891
25.8 20.951212513985055
26.5 24.86469387353786
27.2 27.043833601276262
28.0 28.06625197991194
29.0 28.477458598732156
30.0 29.781763165177367
30.7 33.23765218441851
31.5 36.02100280939389
32.5 38.36657694629717
33.5 41.09660316161985
34.5 43.010967132917116
35.5 44.318895073577195
36.5 46.926662369167715
37.5 49.23289030579376
38.7 51.39002803738826
40.0 54.00054663458879
41.2 56.095997720851
42.5 58.52530027732966
43.7 60.82437405500848
45.0 63.035131603223235
46.2 65.76431899884803
47.5 68.11601491496761
48.7 69.96660605905633
50.0 71.66417129019834
51.5 72.8467964436485
53.0 74.37500202742814
54.5 75.91283809264414
56.0 77.70496588734541
58.0 79.97160995332023
60.0 82.01918626670867
61.5 83.98902169746192
63.0 85.73379284518826
65.0 87.17335633976658
67.0 88.28248281971776
69.0 89.19974714520465
71.0 89.93420893814208
73.0 90.54296644285849
75.0 90.99343919644217
77.5 91.23619858462213
80.0 91.47246269984778
82.5 91.79623845086498
85.0 92.16763541896974
87.5 92.41888143520954
90.0 92.55659883251211
92.5 92.4793947431899
95.0 92.15975566633213
97.5 91.97627641900817
100.0 92.24131725666261
103.0 92.44581237324674
106.0 92.47188204397501
109.0 92.36853578849508
112.0 92.14056754537272
115.0 91.7927214398312
118.0 91.56802312099832
122.0 91.3509558363255
125.0 91.1569022508046
128.0 91.02742252305823
132.0 90.9105261700809
136.0 90.78092538537435
140.0 90.6525972022978
145.0 90.55200641987201
150.0 90.45788923995711
155.0 90.36937722485966
160.0 90.2817402751718
165.0 90.19927395565128
170.0 90.08142014096052
175.0 89.87733058462199
180.0 89.51127118748246
185.0 89.53967098145789
190.0 89.84600890095054
195.0 90.02602305531084
200.0 90.15466894127535
206.0 90.10585486291512
212.0 90.00822600546323
218.0 89.77697878945268
224.0 89.28092687457976
230.0 88.76516150725091
236.0 88.43276469993602
240.0 88.4171318709744
250.0 88.55811934615714
258.0 88.74990895416549
265.0 88.93865633969973
272.0 89.01517086604524
280.0 88.9413365702634
290.0 88.62140343405947
300.0 88.2134342397864
307.0 87.78056397642094
315.0 87.32888669096712
325.0 86.90827413872331
335.0 86.72551574817233
345.0 87.10075859456006
355.0 87.66810338646195
365.0 88.0149330370037
375.0 87.7102838925101
387.0 86.69451108568134
400.0 85.44049820510709
412.0 85.10551206158898
425.0 85.33190234924263
437.0 85.85335819194036
450.0 85.94886045037244
462.0 85.63659450477148
475.0 85.2085021254186
487.0 85.04049068103772
500.0 85.30482430729752
515.0 85.78606540564134
530.0 86.12152214570757
545.0 86.19166414063376
560.0 85.64779443558659
580.0 84.61905685579357
600.0 83.47108507416634
615.0 81.24126263159314
630.0 82.60654462151116
650.0 84.40227065504935
670.0 84.01823498744197
690.0 82.736541033563
710.0 82.33596996976847
730.0 83.41012413870526
750.0 83.86577593148382
775.0 84.44688965958129
800.0 84.22868253508584
825.0 83.05029423417417
850.0 82.46600117563763
875.0 81.9505483055595
900.0 81.74666052504234
925.0 81.63750423408288
950.0 82.77095144061711
975.0 81.7324020167564
1000.0 81.51126592812497
1030.0 82.30756492938426
1060.0 82.76929040589947
1090.0 82.45515813112753
1120.0 83.61102501350993
1150.0 83.47896526449041
1180.0 83.69819903108068
1220.0 81.82407073651903
1250.0 82.46506603752474
1280.0 82.5296956293204
1320.0 82.25242344387438
1360.0 83.01481410041164
1400.0 82.2901910809562
1450.0 81.70216103766198
1500.0 81.578046247175
1550.0 82.49603112969989
1600.0 83.21901935063526
1650.0 82.72053381841931
1700.0 83.10963598832357
1750.0 83.22330337290342
1800.0 83.31455667327953
1850.0 82.72844793015095
1900.0 82.12106746820844
1950.0 82.62093156233986
2000.0 82.25550041281899
2060.0 81.3380688863388
2120.0 80.44576908958824
2180.0 79.51901589689444
2240.0 79.32977089821877
2300.0 80.119703683671
2360.0 78.96688178795326
2400.0 77.93391468308785
2500.0 77.02326605751901
2580.0 76.38689104016818
2650.0 76.76286096861709
2720.0 78.18788326374118
2800.0 78.59547351058134
2900.0 79.24868734223404
3000.0 79.63839680286492
3070.0 80.42159086259421
3150.0 80.40627557499195
3250.0 80.99331381210119
3350.0 81.0195635368615
3450.0 82.02860695591505
3550.0 82.56942764138387
3650.0 83.15060423470989
3750.0 82.31127592312498
3870.0 81.30653944773684
4000.0 80.79937770940124
4120.0 81.43891091110099
4250.0 81.99406466905188
4370.0 83.91179094180026
4500.0 84.9594983742602
4620.0 86.39226045306656
4750.0 86.76126586810469
4870.0 86.86570228952446
5000.0 85.16738259492706
5150.0 84.91459675962261
5300.0 84.84417285737608
5450.0 86.63304983462508
5600.0 87.47653371823388
5800.0 87.89120282379102
6000.0 87.94394507621995
6150.0 86.57879220629832
6300.0 86.13355420414666
6500.0 86.78774690273991
6700.0 85.5279038243069
6900.0 83.57256739489439
7100.0 81.41771046287445
7300.0 78.72433437255438
7500.0 77.0526371325289
7750.0 76.71037721704228
8000.0 78.95215209603279
8250.0 81.57891019720769
8500.0 77.27412071260777
8750.0 77.06484204769995
9000.0 79.6508317005221
9250.0 83.25216005801474
9500.0 83.26509316478057
9750.0 83.13271287944377
10000.0 82.39150469484119
10300.0 82.93359626907407
10600.0 83.9235974836445
10900.0 83.3666881277486
11200.0 82.67121193847196
11500.0 85.3066053002234
