Freq,Floor Bounce,Ceiling Bounce,Front Wall Bounce,Side Wall Bounce,Rear Wall Bounce,Total Early Reflection
20.5078,64.94940040951637,59.34041764119253,62.420536942504825,62.083064615901534,60.970941131141004,62.3536732836521
21.2402,66.08937710295787,60.99207912673147,63.78158653332609,63.42042216106596,62.41602723989867,63.674105282965016
21.9727,66.97536278824022,62.55124462107766,64.88688620619202,64.55132193887651,63.567437957821355,64.7681793637607
22.7051,67.60057492789917,63.65472819489305,65.66505585928233,65.38144198134783,64.54012310513183,65.57694432931156
23.4375,68.50759098524581,65.05821876558234,66.75505676401937,66.54858003497894,65.96159100289402,66.7204098893104
24.1699,69.70594293290452,66.32892243945206,67.94521881064014,67.75867948882143,67.32937396294288,67.95816197270405
25.6348,70.28631165603052,67.0257630127165,68.59658906272396,68.448229065184,68.21068510966249,68.64280986871238
26.3672,71.18663039792717,68.02135139194154,69.58907417475899,69.36969624135904,68.71294925707461,69.50989786957466
27.0996,71.61344774036426,68.65892160888264,70.12952756094028,69.87833929996968,69.21473363773231,70.0186291581041
27.832,73.09882636603902,70.2742822636844,71.69385547650285,71.52263813095115,70.99596457329346,71.62030752014853
29.2969,74.48432799138146,71.74034187379118,73.18749495963996,72.98620871483551,72.4355342301,73.06444150949756
30.0293,74.91418449520222,72.45316847374502,73.77269971808444,73.55501707537233,72.919784261924,73.60571526963243
31.4941,76.59290292812364,74.38731909966577,75.5391614731892,75.32792770482101,74.73650327690001,75.38480998253885
32.2266,76.97027685709477,74.8375984308123,75.94167274476469,75.74723410979075,75.25095966368616,75.8111269659196
33.6914,78.1808620568831,76.14308002410614,77.22658991441232,77.04636892848887,76.6084654830547,77.09576457856791
34.4238,78.67904082864865,76.68655572008127,77.76151403179745,77.57352934387356,77.11571751709833,77.61617898819138
35.8887,79.60330633166366,77.74535448157822,78.76268507582847,78.5622299138739,78.05582798147138,78.59390751802023
37.3535,80.48672237909454,78.7221880995595,79.70330394211223,79.50114223514174,78.96223502431415,79.51978432765341
38.8184,81.24768528181161,79.54710098348215,80.49027396293702,80.3147736452576,79.90251445555835,80.33927135796692
39.5508,81.59618190675086,79.90702006218088,80.84950097680724,80.693345041803,80.36406209381677,80.71850707799679
41.0156,82.16179504193995,80.49283217089204,81.46544151363435,81.24287537482101,80.77179466906925,81.26610516212301
42.4805,83.1229682870951,81.50627872214865,82.46794625369765,82.21517854326413,81.59551928446416,82.22284310143881
43.9453,83.78232462770656,82.19041850689764,83.13376418821282,82.92262816830343,82.44143665226542,82.93016916705592
45.4102,84.39981748001838,82.85376222026198,83.7848178965796,83.55476141796596,83.00191645907343,83.5552973517478
47.6074,85.07411239298294,83.59287126659316,84.49231895361011,84.26531156453773,83.75925911401822,84.26959159025756
49.0723,85.63004594695245,84.15526807862061,85.06208976549827,84.8205104264056,84.27029738422887,84.82145869700368
50.5371,86.12247916374231,84.65328443777678,85.56428218398786,85.31798309121562,84.76889905997082,85.31900838446752
52.7344,86.77202122623113,85.3520028553381,86.24415115761106,85.985257282448,85.40421742906182,85.98449748320935
54.1992,87.16633885942836,85.7561380072006,86.65100128404274,86.38665289182077,85.79640205590684,86.38421967772503
56.3965,87.76013836099457,86.38138860886596,87.26476709774398,86.99764987288395,86.45988531512256,87.00338292652192
58.5938,88.42457380816269,87.03795555124421,87.95177748404343,87.63719207552116,86.90870706309958,87.62901165592054
60.0586,88.71236716671196,87.38683441484409,88.2556366703546,87.96787859640922,87.3019961225657,87.95754946060624
62.2559,89.20167067221638,87.86964946917978,88.75842267085098,88.43795997555571,87.74249677707172,88.436404802164
64.4531,89.49680085882183,88.22051719206782,89.06739243001697,88.788112855096,88.17739210956218,88.7793940636635
66.6504,89.69922941526544,88.41138789983772,89.26896604350245,89.00515178864696,88.51058150307365,89.00559119749514
69.5801,90.05519582415873,88.7863333897523,89.655425369225,89.35651633651993,88.84992356261479,89.36749307880358
71.7773,90.34046177384857,89.06379189993187,89.94545098464785,89.63210689061611,89.0769548376028,89.64019646067597
73.9746,90.4780895318738,89.17842808677021,90.0799288808693,89.75682475215537,89.22674598118789,89.77269587958153
76.9043,90.65151602331927,89.36115374086312,90.27192053646692,89.90735140237837,89.26413964516051,89.92350900696259
79.834,90.68595440202442,89.4120638414521,90.32038465274663,89.9269646012778,89.19909793688014,89.9440210526953
82.7637,90.7922230241197,89.58846752033406,90.48165496237962,90.06401462068708,89.27979548335269,90.07665111499944
85.6934,90.85391768315232,89.66526442242682,90.55928626734202,90.11136046692089,89.23642414950201,90.12439519111975
88.623,90.79247493111478,89.63756555924041,90.49628534379875,90.10684361593262,89.31178973932798,90.10260470263914
91.5527,90.81590227703923,89.6705868076147,90.5442680196846,90.15470453647394,89.42518249806722,90.15312485601696
94.4824,90.7947449248826,89.68136122346321,90.55452578505064,90.11944557489075,89.35331033903005,90.13325865961555
98.1445,90.82090375303189,89.75318652819624,90.62037527643442,90.14930796823693,89.34177304971357,90.17092923384946
101.807,90.66452026788352,89.54845320839296,90.43686029983262,89.95860962539308,89.16385183491903,89.98938732407909
105.469,90.56323144389023,89.41863284357534,90.35425698101156,89.83558087483671,88.94254898107665,89.86315775175906
109.131,90.4588652909699,89.3123700914063,90.2521299388613,89.75400291274809,88.80315167725807,89.75784629340423
112.793,90.2047265526889,89.04454718174266,90.00025258919037,89.49303716627162,88.69862911860828,89.52477069967084
116.455,90.23639582200646,89.12541284397219,90.08786635322599,89.49819803632579,88.63242067375616,89.55661301467313
120.85,90.41593125253426,89.26569287418089,90.27105205144665,89.64589551439322,88.63692886452579,89.6957168490647
125.244,90.28655765634026,89.1766050039886,90.20149166461077,89.58964065407666,88.66726814896059,89.62707682758302
129.639,90.35336356548466,89.03505223956292,90.23737253431632,89.56886176227178,88.73133309691728,89.63209972319481
134.033,90.55465799979389,89.16687157279526,90.43443826149287,89.73225197250217,88.61479407827613,89.76258075299528
138.428,90.38353971414539,89.07379102689576,90.3118768758679,89.60569517970433,88.60485271289704,89.65030151555467
143.555,90.28109688882124,89.08628934438524,90.29280262027184,89.55265567795352,88.46271095779765,89.59126801941834
148.682,90.19299062578739,89.03116983077139,90.24183654404929,89.47101327813097,88.31658096634256,89.51021194246634
153.809,90.16635978173515,89.10839761614581,90.30117858524689,89.48729061300864,88.20613439366424,89.51875113068358
159.668,89.72313340626756,88.46987140094352,89.78896750114151,88.95354370229823,87.88409420000296,89.02446469980741
164.795,89.31229495565566,87.91342279407131,89.27691995283637,88.37205333514282,87.19955435788962,88.48906612607583
170.654,88.96184828172491,87.57603358484552,88.92952902141467,87.97209985649975,86.46204857836248,88.07658276664546
176.514,88.72189374146781,87.43437567410648,88.72516562928179,87.72075173062288,86.14401417853065,87.85013177719757
183.105,88.27473950350971,87.47417939499262,88.50661715604431,87.41940305537553,85.33262778307683,87.53367947249849
189.697,88.82604295680532,88.20077762030984,89.28146853079785,88.23383741540161,85.74680502404807,88.21236763071623
196.289,88.39336684274058,87.46397148172652,88.69924692468385,87.69116567911753,85.2654407589839,87.65438739145715
202.881,88.1676964062517,87.3199616677555,88.61000812624268,87.54693541884346,85.05917516816727,87.49802491503264
210.205,88.49705443600178,87.80785331217201,89.03221553549227,87.99691314879145,85.04161594902193,87.86913181203929
217.529,88.28998091453907,88.05447703058715,89.06943451632004,88.10591074247905,85.33620313574873,87.93621513732893
225.586,88.59307275241771,87.94805161127059,89.37779631764143,88.24408722711227,86.54335308766318,88.23716482755032
