Freq "Early Reflections DI"
20.5078 39.07726152667681
21.9727 40.30167931356809
23.4375 39.45628222336342
24.9023 39.70139099126726
26.3672 38.6341869719227
27.832 39.1077830981022
29.2969 39.201596950346755
30.7617 39.04348199791875
32.2266 39.11874123413118
33.6914 39.17807837338789
35.1562 39.238788701519965
36.6211 39.34702828534094
38.0859 39.36814117039734
39.5508 39.240832791514975
41.0156 39.36779905303298
42.4805 39.50253729177135
43.9453 39.543262485287954
45.4102 39.608285760409274
46.875 39.61222851410183
48.3398 39.618948986744186
51.2695 39.652451936679995
52.7344 39.666377240394525
54.1992 39.70528520366875
55.6641 39.788628540566904
58.5938 39.85162191748826
60.0586 39.81510418008064
62.9883 39.84169172176537
64.4531 39.847251677981845
67.3828 39.85784274201049
68.8477 39.863461819407306
71.7773 39.88941607085128
74.707 39.91263670197901
77.6367 39.917399439064425
79.1016 39.92273746344408
82.0312 39.97991968069557
84.9609 39.94065248190559
87.8906 40.010586847606376
90.8203 40.03516229489533
95.2148 40.03198627632801
98.1445 40.084571308622856
101.074 40.12880213924733
105.469 40.0903422933245
108.398 40.13728490384433
112.793 40.09424643913097
117.188 40.08631628300364
120.117 40.17769749335352
124.512 40.19811320745299
128.906 40.27175494976524
133.301 40.237088273339424
139.16 40.14749868064504
143.555 40.069645781716645
147.949 40.29759017752738
153.809 40.28011835587516
159.668 40.29198038333993
165.527 40.24534890653142
171.387 40.249776015449626
177.246 40.30393633373545
183.105 40.277140343204806
188.965 40.33985534541422
196.289 40.320672697000376
203.613 40.321335844200576
210.938 40.388735708978885
218.262 40.22484228101317
225.586 40.18485066795779
232.91 40.5335647472279
241.699 40.640106682604824
250.488 40.8323139878467
259.277 40.76537872947999
268.066 40.86169531777267
276.855 40.89156726992624
287.109 40.78787730720431
297.363 40.92734018719892
307.617 40.78759548735438
319.336 40.97258178104374
329.59 40.863165595322315
341.309 41.006770758497964
353.027 41.092400823418814
366.211 41.25212492691831
379.395 40.92812880447235
392.578 41.02836212141443
405.762 41.22396713794137
420.41 41.081556561508265
435.059 41.13988899380787
451.172 41.360212043647124
465.82 41.135610474404245
483.398 41.12851408114287
499.512 41.2016970764149
517.09 41.107795716818345
536.133 41.65272237186677
555.176 41.56354902244746
574.219 41.568597880928706
594.727 41.78520342535589
615.234 41.62756100211337
637.207 41.51862799838369
659.18 41.692951869849324
682.617 41.91305777546184
707.52 41.98546263862801
732.422 42.30980401385922
757.324 42.11001639949278
785.156 42.358732775749246
811.523 42.317718529951335
840.82 41.22872703185055
870.117 42.1872881971542
900.879 41.56361657432065
933.105 41.822863605687445
965.332 42.37751293727199
1000.49 42.47330553973167
1035.64 42.43645616951375
1072.27 42.156327489292266
1108.89 42.340749615831214
1148.44 42.31621417423935
1189.45 42.95308041825173
1230.47 42.9065317647233
1274.41 42.516170709484584
1319.82 42.721408630378974
1366.7 42.77436065718179
1413.57 42.90168415435012
1463.38 42.75201720028906
1516.11 43.13780030492944
1568.85 42.913911012258765
1624.51 42.84722848021312
1681.64 42.30811978793892
1741.7 43.317828821844444
1803.22 43.50250451382827
1866.21 43.0746827265899
1932.13 42.98083982649841
1999.51 43.22841923719909
2069.82 43.617236792965215
2143.07 43.564500105220986
2219.24 43.28410622206914
2296.88 43.31585588168643
2378.91 43.31597725367732
2462.4 43.22795592208537
2548.83 43.638137178890844
2639.65 43.59430654220705
2731.93 43.621758399187556
2828.61 43.841442519581065
2928.22 43.83053415347888
3030.76 43.696601261408276
3137.7 43.63397809909466
3249.02 43.63450283550793
3363.28 43.68765694870498
3481.93 43.79266392489224
3604.98 43.541495044555205
3732.42 43.43041672899821
3864.26 43.325326934945195
4000.49 43.174057198440195
4141.11 43.04161623941714
4287.6 43.220798499763674
4438.48 42.91574548730259
4595.21 43.26004333220051
4756.35 43.08877153463807
4924.8 43.195761148687566
5097.66 43.46779680759312
5277.83 43.12972619937369
5463.87 43.12712357956947
5657.23 43.250514313665505
5856.45 43.527834525151974
6062.99 43.57986245966599
6276.86 43.61445285899518
6498.05 43.7216856805629
6726.56 43.81622517710494
6963.87 43.99386680694184
7209.96 44.03241255657295
7464.84 44.01201478076658
7727.05 44.036625134320644
7999.51 44.228529592368176
8282.23 44.331153004975675
8573.73 44.54142361760964
8876.95 44.32071582072544
9188.96 44.57067846230318
9514.16 44.720567494121184
9849.61 44.818293935726444
10196.8 44.91535103807199
10555.7 45.06698736080129
10927.7 45.28809697580098
11313.0 45.195804699147814
11712.9 44.98859932709152
12126.0 44.60155211796335
12553.7 43.92767758761343
12996.1 43.32051432136268
13454.6 43.64054031868663
13929.2 43.22754024824877
14419.9 43.037900278435984
14928.2 43.64837929502531
15455.6 44.58037380580876
16000.5 45.427234918700506
16564.5 45.953131044503465
17148.9 46.33947639018511
17752.4 46.60440984228971
18379.4 46.70510302899879
19026.9 46.40883411160681
19697.8 45.60328368444186
19999.5 45.15320061949693
