Freq "DI offset"
20.1416 40
20.5078 40
21.2402 40
21.9727 40
22.7051 40
23.8037 40
24.5361 40
25.2686 40
26.3672 40
27.0996 40
28.1982 40
29.2969 40
30.0293 40
31.1279 40
32.2266 40
33.3252 40
34.79 40
35.8887 40
36.9873 40
38.4521 40
39.917 40
41.3818 40
42.8467 40
44.3115 40
45.7764 40
47.2412 40
49.0723 40
50.9033 40
52.7344 40
54.5654 40
56.3965 40
58.2275 40
60.4248 40
62.6221 40
64.8193 40
67.0166 40
69.2139 40
71.7773 40
74.3408 40
76.9043 40
79.834 40
82.3975 40
85.3271 40
88.2568 40
91.5527 40
94.8486 40
98.1445 40
101.44 40
105.103 40
108.765 40
112.793 40
116.455 40
120.85 40
124.878 40
129.272 40
134.033 40
138.794 40
143.555 40
148.682 40
153.809 40
159.302 40
164.795 40
170.654 40
176.88 40
183.105 40
189.331 40
196.289 40
202.881 40
210.205 40
217.529 40
225.22 40
233.276 40
241.333 40
250.122 40
258.911 40
268.066 40
277.222 40
287.109 40
297.363 40
307.617 40
318.604 40
329.956 40
341.675 40
353.394 40
365.845 40
379.028 40
392.212 40
406.128 40
420.41 40
435.425 40
450.806 40
466.553 40
483.032 40
499.878 40
517.456 40
535.767 40
554.81 40
574.219 40
594.727 40
615.601 40
637.207 40
659.912 40
682.983 40
707.153 40
732.056 40
757.69 40
784.424 40
812.256 40
840.82 40
870.483 40
901.245 40
933.105 40
966.064 40
1000.12 40
1035.28 40
1071.9 40
1109.62 40
1148.8 40
1189.09 40
1231.2 40
1274.41 40
1319.46 40
1365.97 40
1414.31 40
1464.11 40
1515.75 40
1569.21 40
1624.51 40
1681.64 40
1740.97 40
1802.49 40
1866.21 40
1931.76 40
1999.88 40
2070.56 40
2143.43 40
2219.24 40
2297.24 40
2378.54 40
2462.4 40
2549.19 40
2638.92 40
2731.93 40
2828.25 40
2928.22 40
3031.49 40
3138.43 40
3249.02 40
3363.65 40
3482.3 40
3604.98 40
3732.06 40
3863.89 40
4000.12 40
4141.11 40
4287.23 40
4438.11 40
4594.85 40
4756.71 40
4924.44 40
5098.39 40
5278.2 40
5464.23 40
5656.86 40
5856.45 40
6062.99 40
6276.86 40
6498.05 40
6727.29 40
6964.23 40
7209.96 40
7464.11 40
7727.42 40
7999.88 40
8282.23 40
8574.1 40
8876.59 40
9189.7 40
9513.79 40
9849.24 40
10196.4 40
10556.0 40
10928.5 40
11313.7 40
11712.5 40
12125.6 40
12553.3 40
12996.1 40
13454.2 40
13928.8 40
14419.9 40
14928.6 40
15454.8 40
16000.1 40
16564.1 40
17148.2 40
17753.2 40
18379.0 40
19027.2 40
19698.5 40
19999.9 40
