Freq "Sound Power DI"
22.4 39.95258746032346
23.0 39.96176367183142
23.6 39.96879434492331
24.0 39.98066569037519
25.0 39.893194568317085
25.8 39.895663341223695
26.5 39.89739674867616
27.2 39.894156971590604
28.0 39.88316474389323
29.0 39.877242782666855
30.0 39.891408999422936
30.7 39.9085650584024
31.5 39.906200204849995
32.5 39.88732172427372
33.5 39.8805117812872
34.5 39.912364278833095
35.5 39.88966285586979
36.5 39.87599307242044
37.5 39.881136289824795
38.7 39.884259175799556
40.0 39.90429758191182
41.2 39.88375497739736
42.5 39.889611995630574
43.7 39.870364987883406
45.0 39.86838200288511
46.2 39.87563065157373
47.5 41.75028290200832
48.7 41.78707381749474
50.0 41.76625466455876
51.5 41.77132628931487
53.0 41.792598742518635
54.5 41.795836518304895
56.0 41.79828332237217
58.0 41.79483743494177
60.0 41.80994315712522
61.5 41.81584271095225
63.0 41.798243562361904
65.0 41.81211438604231
67.0 41.81450302392301
69.0 41.811538741644114
71.0 41.82108227976171
73.0 41.82953216530943
75.0 41.830329315648655
77.5 41.83004081088393
80.0 41.81825400621345
82.5 41.83044926928832
85.0 41.83226849961524
87.5 41.84020200585479
90.0 41.8529738474371
92.5 41.811623298386905
95.0 41.86216885887062
97.5 41.87192078237804
100.0 41.87593970255385
103.0 41.882495577506006
106.0 41.90471309280545
109.0 41.92446434205337
112.0 41.91543375799341
115.0 41.92243562392984
118.0 41.92833583500301
122.0 41.949182870493374
125.0 41.947293115776745
128.0 41.96585186282334
132.0 41.95097070373336
136.0 41.954238335072134
140.0 41.97058765435911
145.0 42.02483983464917
150.0 42.07875731445091
155.0 42.13633752009311
160.0 42.16409009514882
165.0 42.22252092230906
170.0 42.2424440976456
175.0 42.283025240357944
180.0 42.312125587467364
185.0 42.364848630307876
190.0 42.39485066612568
195.0 42.45407122249881
200.0 42.52410160675899
206.0 42.63021151988643
212.0 42.6834181750084
218.0 42.76095418058466
224.0 42.80982852181914
230.0 42.884800820452895
236.0 42.95118665118383
240.0 43.0221985651425
250.0 43.08853231599893
258.0 43.13877557658405
265.0 43.21325719348194
272.0 43.27808646772591
280.0 43.342077843100526
290.0 43.39215395692702
300.0 43.42446190293448
307.0 43.49100202912271
315.0 43.5240062574066
325.0 43.58388900177761
335.0 43.616142955253935
345.0 43.656952212112046
355.0 43.67334517911746
365.0 43.70204395348864
375.0 43.73956681681753
387.0 43.786108352408434
400.0 43.81891306097934
412.0 43.87816992253347
425.0 43.92278815005669
437.0 44.01717728254482
450.0 44.1075465870874
462.0 44.21034456017816
475.0 44.328529525716064
487.0 44.42494532945233
500.0 44.54114631161144
515.0 44.65391357929845
530.0 44.760758532658556
545.0 44.89116011063501
560.0 44.995882584380894
580.0 45.1036765011408
600.0 45.21464274015898
615.0 45.261004016271045
630.0 45.19149472481642
650.0 45.143867856618726
670.0 45.07751475424841
690.0 45.005609807871565
710.0 44.96395892654763
730.0 44.960589210238055
750.0 44.98472592792126
775.0 45.03956237830501
800.0 45.08600141873829
825.0 45.080061948903946
850.0 45.13399097703822
875.0 45.221018537007154
900.0 45.289155146328994
925.0 45.45001077294036
950.0 45.72691746533458
975.0 45.85069297456515
1000.0 45.96638357243542
1030.0 46.06288760890449
1060.0 46.01827679526157
1090.0 46.05319952074517
1120.0 46.23228764590024
1150.0 46.5357766501175
1180.0 47.00062895085131
1220.0 47.45138197016878
1250.0 47.698539477681024
1280.0 47.94454291323058
1320.0 48.223348963524444
1360.0 48.43515095620408
1400.0 48.67683068465986
1450.0 48.77256654385229
1500.0 48.63972564178246
1550.0 48.378875278233636
1600.0 48.144201668188686
1650.0 48.12077553723279
1700.0 48.19210025686813
1750.0 48.133491765672915
1800.0 47.970423723358024
1850.0 48.010032283572954
1900.0 48.198721064927526
1950.0 48.361037952759546
2000.0 48.492773902221145
2060.0 48.62546408645096
2120.0 48.721288875509316
2180.0 48.69141455459254
2240.0 48.655975159235396
2300.0 48.609682574893824
2360.0 48.4412853090049
2400.0 48.33926261663464
2500.0 48.26303566731548
2580.0 48.31990864669787
2650.0 48.397595903285534
2720.0 48.49149036079503
2800.0 48.52472843251236
2900.0 48.578140683890325
3000.0 48.60678518577471
3070.0 48.614675968212254
3150.0 48.60674201294131
3250.0 48.57698164767348
3350.0 48.387613455216126
3450.0 48.298431185691854
3550.0 48.38048503824834
3650.0 48.480597418116815
3750.0 48.50318206113583
3870.0 48.790215057383264
4000.0 49.13753914014882
4120.0 49.28341634015567
4250.0 49.373751149976954
4370.0 49.411694582754976
4500.0 49.53976229381712
4620.0 49.54537167690299
4750.0 49.42329832842654
4870.0 49.373787496299286
5000.0 49.302004862274046
5150.0 49.28032362197294
5300.0 49.23538339368473
5450.0 49.20286261651481
5600.0 49.25045163770896
5800.0 49.43213096686034
6000.0 49.580159975284445
6150.0 49.67801873298869
6300.0 49.774891751984015
6500.0 49.795414582829835
6700.0 49.78304389949045
6900.0 49.76851321069138
7100.0 49.76843355400614
7300.0 49.97473000905195
7500.0 50.21793266026668
7750.0 50.2625141015117
8000.0 50.237181849417354
8250.0 50.11832211249322
8500.0 50.03967663865235
8750.0 50.093440312296636
9000.0 50.13318319819015
9250.0 50.14836980635447
9500.0 50.01558883307307
9750.0 50.02028747464
10000.0 50.10341793391932
10300.0 50.170012065945585
10600.0 50.13887239663579
10900.0 50.16671114097704
11200.0 50.22536700178625
11500.0 50.18451662913262
11800.0 50.15290536891109
12200.0 50.300541954042544
12500.0 50.29849741250965
12800.0 49.933456258332555
13200.0 50.30524433079282
13600.0 50.95124672247805
14000.0 50.904020060847515
14500.0 50.61114035411168
15000.0 50.983674762342005
15500.0 51.09160993179486
16000.0 50.795519130889005
16500.0 50.75555948222977
17000.0 51.43105917457207
17500.0 51.37791893612149
18000.0 51.529128521689685
18500.0 51.78355123187629
19000.0 51.902915908050915
19500.0 52.58882233291193
