Freq "Front Wall Bounce"
22.4 25.418598787761226
23.0 28.638319691961925
23.6 32.29561332163459
24.0 14.86304543162683
25.0 35.35662495329805
25.8 31.136198823967106
26.5 32.50965483770733
27.2 31.504902103148567
28.0 31.937970444904465
29.0 39.713110308789624
30.0 42.886028407846226
30.7 45.485471492060924
31.5 47.66514365642547
32.5 49.65798423337179
33.5 51.41545301090375
34.5 53.05646337105543
35.5 54.39335350848643
36.5 55.97022337617719
37.5 57.45682164481721
38.7 59.27145209111859
40.0 61.24291282683555
41.2 62.89672183168588
42.5 64.78562588391247
43.7 64.96479123672884
45.0 68.38212386930883
46.2 71.4453009351823
47.5 74.20717490665547
48.7 76.42647611192864
50.0 78.19775745550729
51.5 79.8549980618676
53.0 81.44172258788194
54.5 83.02907984455716
56.0 84.97341273641086
58.0 86.88659183910717
60.0 88.44503399543855
61.5 90.12975317561376
63.0 91.97341273641086
65.0 94.01898959266296
67.0 96.03328749042541
69.0 97.97341273641086
71.0 99.27341273641086
73.0 99.80361669640517
75.0 99.97341273641086
77.5 99.80361669640517
80.0 99.42975317561374
82.5 99.02975317561376
85.0 98.67341273641085
87.5 98.37341273641087
90.0 98.07341273641086
92.5 97.78854097386116
95.0 97.50361669640517
97.5 97.18659183910718
100.0 97.08659183910719
103.0 96.32582450328115
106.0 96.37145679865927
109.0 95.46723613436345
112.0 94.90920750399896
115.0 94.63749594895617
118.0 93.98007577824659
122.0 93.92321192242201
125.0 93.65239526657463
128.0 93.62747521882574
132.0 93.77122511926669
136.0 94.21380353139517
140.0 94.100088669236
145.0 94.13080509225676
150.0 94.01554245659304
155.0 94.06925369241617
160.0 94.16692892278263
165.0 94.36692892278265
170.0 94.61782792233636
175.0 94.81943046191897
180.0 94.80576283929213
185.0 94.67443874930994
190.0 94.43458266532481
195.0 93.8687968730332
200.0 93.39872141477629
206.0 92.99293892853493
212.0 92.78944117058654
218.0 92.96068613275587
224.0 93.36986904933772
230.0 93.79669763446923
236.0 94.20536292518366
240.0 94.53320980180936
250.0 94.81512432411216
258.0 94.95334218683536
265.0 95.1088947299754
272.0 95.05168709015598
280.0 94.7380915292657
290.0 94.215483119644
300.0 93.53568201361594
307.0 92.87197786536717
315.0 92.42519225220013
325.0 92.09499288092326
335.0 92.22494254747946
345.0 92.49235496989401
355.0 92.88282421740738
365.0 93.72301835203147
375.0 94.50428655544908
387.0 94.16333392660435
400.0 93.10302313721212
412.0 92.81233967367783
425.0 92.2248005402974
437.0 93.1876529955256
450.0 93.89091777506147
462.0 94.23427817700131
475.0 94.41384698215795
487.0 94.6859697489553
500.0 94.83858066398749
515.0 94.81930578951125
530.0 94.90652391363929
545.0 94.97496658523079
560.0 95.01371631933546
580.0 94.87418680957883
600.0 94.40202445843748
615.0 93.76316830112074
630.0 93.33018215423552
650.0 93.38574714089548
670.0 93.63448553728747
690.0 93.67133613455557
710.0 93.89756452214493
730.0 94.33997519295022
750.0 94.38131792370322
775.0 93.89115568846495
800.0 93.1321394293546
825.0 92.44945619828937
850.0 92.065697777222
875.0 92.0005266881914
900.0 92.00334466810418
925.0 92.0384610304383
950.0 92.32294164032047
975.0 92.75973416042069
1000.0 92.83865681608997
1030.0 92.66435175073681
1060.0 93.03190428097206
1090.0 93.87387990983856
1120.0 94.2330434405128
1150.0 93.79216263284317
1180.0 92.45327695594708
1220.0 91.08376577945984
1250.0 90.92330135166935
1280.0 91.71702270722457
1320.0 92.6273665309449
1360.0 93.2181992296627
1400.0 93.34724891726768
1450.0 93.26283724830448
1500.0 93.29695768628099
1550.0 93.43454195997587
1600.0 93.7470225211932
1650.0 93.8204442428478
1700.0 93.46845653182918
1750.0 93.12070717457229
1800.0 92.38349449534172
1850.0 92.12541762475325
1900.0 92.3666874582386
1950.0 92.73441889950715
2000.0 93.24938346293135
2060.0 93.08721638535161
2120.0 92.61056086712493
2180.0 92.0413958600409
2240.0 91.62215377603323
2300.0 91.73434283501811
2360.0 92.68958278724158
2400.0 94.19990982859997
2500.0 94.61659754800269
2580.0 94.04759353800607
2650.0 92.86573149615776
2720.0 92.30958539150545
2800.0 93.34842227201143
2900.0 94.35043321832293
3000.0 94.44505860413477
3070.0 94.55128090409156
3150.0 94.52620105610987
3250.0 93.87001987427857
3350.0 93.60182579642975
3450.0 92.71488091111465
3550.0 91.98587520295305
3650.0 91.46597657858277
3750.0 90.3730967026593
3870.0 89.87115730417278
4000.0 89.85314862348238
4120.0 89.54576071099957
4250.0 89.82797040784305
4370.0 90.43700983855295
4500.0 91.49005611816797
4620.0 92.27497058033205
4750.0 92.87647474107297
4870.0 93.69489374704436
5000.0 93.73429056643587
5150.0 93.28909746276055
5300.0 93.6644320345788
5450.0 93.65385595173812
5600.0 94.29503058980757
5800.0 95.09581690942306
6000.0 94.70757978052788
6150.0 94.5119352487636
6300.0 94.46139046415347
6500.0 93.95443075625525
6700.0 93.61252137458837
6900.0 93.14238993745856
7100.0 93.10576012878477
7300.0 94.08668428210589
7500.0 94.57989436142783
7750.0 94.81534413431132
8000.0 94.7632144909656
8250.0 93.70381385914435
8500.0 92.28315273313487
8750.0 91.99022594320516
9000.0 92.99121695937829
9250.0 94.36384950524373
9500.0 95.37757732532476
9750.0 95.13709271077889
10000.0 94.67088171599673
10300.0 95.42596999265973
10600.0 95.23753436434728
10900.0 94.53269960884306
11200.0 93.94206795965768
11500.0 93.14372930929943
11800.0 92.3372445251127
12200.0 91.66206193001247
12500.0 91.47965334559197
12800.0 91.46815276491483
13200.0 90.83645355641403
13600.0 89.83094486045036
14000.0 88.65397770197319
14500.0 86.7794052057922
15000.0 86.38809745331349
15500.0 86.61225123775
16000.0 85.95315529924548
16500.0 87.14884997389495
17000.0 88.74552422924121
17500.0 91.68259166862242
18000.0 94.21512441650317
18500.0 94.79958096377473
19000.0 94.16059407289349
19500.0 91.35863027480057
