Freq "DI offset"
20.0 20
20.2909 20
20.586 20
20.8855 20
21.1893 20
21.4975 20
21.8102 20
22.1274 20
22.4492 20
22.7758 20
23.1071 20
23.4432 20
23.7841 20
24.1301 20
24.4811 20
24.8372 20
25.1984 20
25.5649 20
25.9368 20
26.3141 20
26.6968 20
27.0851 20
27.4791 20
27.8788 20
28.2843 20
28.6957 20
29.1131 20
29.5365 20
29.9661 20
30.402 20
30.8442 20
31.2929 20
31.748 20
32.2098 20
32.6783 20
33.1536 20
33.6359 20
34.1251 20
34.6215 20
35.125 20
35.6359 20
36.1543 20
36.6802 20
37.2137 20
37.755 20
38.3041 20
38.8613 20
39.4265 20
40.0 20
40.5818 20
41.1721 20
41.771 20
42.3785 20
42.9949 20
43.6203 20
44.2548 20
44.8985 20
45.5515 20
46.2141 20
46.8863 20
47.5683 20
48.2602 20
48.9621 20
49.6743 20
50.3968 20
51.1299 20
51.8736 20
52.6281 20
53.3936 20
54.1702 20
54.9581 20
55.7575 20
56.5685 20
57.3914 20
58.2261 20
59.073 20
59.9323 20
60.804 20
61.6884 20
62.5857 20
63.496 20
64.4196 20
65.3566 20
66.3073 20
67.2717 20
68.2502 20
69.2429 20
70.2501 20
71.2719 20
72.3086 20
73.3603 20
74.4274 20
75.5099 20
76.6083 20
77.7226 20
78.8531 20
80.0 20
81.1636 20
82.3442 20
83.5419 20
84.757 20
85.9899 20
87.2406 20
88.5096 20
89.797 20
91.1031 20
92.4282 20
93.7726 20
95.1366 20
96.5204 20
97.9243 20
99.3486 20
100.794 20
102.26 20
103.747 20
105.256 20
106.787 20
108.34 20
109.916 20
111.515 20
113.137 20
114.783 20
116.452 20
118.146 20
119.865 20
121.608 20
123.377 20
125.171 20
126.992 20
128.839 20
130.713 20
132.615 20
134.543 20
136.5 20
138.486 20
140.5 20
142.544 20
144.617 20
146.721 20
148.855 20
151.02 20
153.217 20
155.445 20
157.706 20
160.0 20
162.327 20
164.688 20
167.084 20
169.514 20
171.98 20
174.481 20
177.019 20
179.594 20
182.206 20
184.856 20
187.545 20
190.273 20
193.041 20
195.849 20
198.697 20
201.587 20
204.52 20
207.494 20
210.512 20
213.574 20
216.681 20
219.833 20
223.03 20
226.274 20
229.565 20
232.905 20
236.292 20
239.729 20
243.216 20
246.754 20
250.343 20
253.984 20
257.678 20
261.426 20
265.229 20
269.087 20
273.001 20
276.972 20
281.0 20
285.088 20
289.234 20
293.441 20
297.709 20
302.04 20
306.433 20
310.89 20
315.412 20
320.0 20
324.655 20
329.377 20
334.168 20
339.028 20
343.959 20
348.962 20
354.038 20
359.188 20
364.412 20
369.713 20
375.09 20
380.546 20
386.081 20
391.697 20
397.394 20
403.175 20
409.039 20
414.989 20
421.025 20
427.149 20
433.362 20
439.665 20
446.06 20
452.548 20
459.131 20
465.809 20
472.584 20
479.458 20
486.432 20
493.507 20
500.686 20
507.968 20
515.357 20
522.853 20
530.458 20
538.174 20
546.002 20
553.943 20
562.001 20
570.175 20
578.469 20
586.883 20
595.419 20
604.08 20
612.866 20
621.78 20
630.824 20
640.0 20
649.309 20
658.753 20
668.335 20
678.056 20
687.919 20
697.925 20
708.077 20
718.376 20
728.825 20
739.426 20
750.181 20
761.093 20
772.163 20
783.394 20
794.789 20
806.349 20
818.078 20
829.977 20
842.05 20
854.298 20
866.724 20
879.33 20
892.12 20
905.097 20
918.262 20
931.618 20
945.169 20
958.917 20
972.864 20
987.015 20
1001.37 20
1015.94 20
1030.71 20
1045.71 20
1060.92 20
1076.35 20
1092.0 20
1107.89 20
1124.0 20
1140.35 20
1156.94 20
1173.77 20
1190.84 20
1208.16 20
1225.73 20
1243.56 20
1261.65 20
1280.0 20
1298.62 20
1317.51 20
1336.67 20
1356.11 20
1375.84 20
1395.85 20
1416.15 20
1436.75 20
1457.65 20
1478.85 20
1500.36 20
1522.19 20
1544.33 20
1566.79 20
1589.58 20
1612.7 20
1636.16 20
1659.95 20
1684.1 20
1708.6 20
1733.45 20
1758.66 20
1784.24 20
1810.19 20
1836.52 20
1863.24 20
1890.34 20
1917.83 20
1945.73 20
1974.03 20
2002.74 20
2031.87 20
2061.43 20
2091.41 20
2121.83 20
2152.69 20
2184.01 20
2215.77 20
2248.0 20
2280.7 20
2313.87 20
2347.53 20
2381.68 20
2416.32 20
2451.46 20
2487.12 20
2523.3 20
2560.0 20
2597.24 20
2635.01 20
2673.34 20
2712.23 20
2751.68 20
2791.7 20
2832.31 20
2873.5 20
2915.3 20
2957.7 20
3000.72 20
3044.37 20
3088.65 20
3133.58 20
3179.16 20
3225.4 20
3272.31 20
3319.91 20
3368.2 20
3417.19 20
3466.89 20
3517.32 20
3568.48 20
3620.39 20
3673.05 20
3726.47 20
3780.67 20
3835.67 20
3891.46 20
3948.06 20
4005.49 20
4063.75 20
4122.86 20
4182.82 20
4243.66 20
4305.39 20
