Freq "Total Early Reflection"
22.4 17.056842092808154
23.0 20.106291253463894
23.6 22.772211000185052
24.0 25.099234996180144
25.0 26.60092262944201
25.8 27.791027357962776
26.5 28.609791784017318
27.2 31.696020213848982
28.0 33.237367928816525
29.0 35.164599846977865
30.0 37.071278795870484
30.7 39.082757667565716
31.5 39.98990077277955
32.5 39.5575533109415
33.5 43.21461813763446
34.5 46.12305330158384
35.5 45.71171854496953
36.5 48.09812098738294
37.5 50.0049067019888
38.7 49.79836021787253
40.0 49.95994644918204
41.2 59.45010623211836
42.5 58.72713188402787
43.7 60.76132107712607
45.0 63.04882612816462
46.2 59.986500061893025
47.5 60.357468075124785
48.7 61.26915301526056
50.0 63.9002660964741
51.5 65.77525057705815
53.0 67.06329023055842
54.5 68.41502207635133
56.0 69.53065004191949
58.0 70.87092052903527
60.0 71.7944270517964
61.5 73.27001723399744
63.0 74.07854589927082
65.0 74.74714200099103
67.0 76.0563695091249
69.0 76.92582053873629
71.0 77.76145564445498
73.0 78.61322043923235
75.0 79.12016969824566
77.5 79.79469137836715
80.0 80.38637961508982
82.5 80.9908855151985
85.0 81.4529125166721
87.5 81.80738624322872
90.0 81.97003760289354
92.5 82.0983749237908
95.0 82.52215147391199
97.5 82.70944251543916
100.0 82.89661538963422
103.0 83.00335216947168
106.0 83.00279068607895
109.0 82.90605255926039
112.0 82.85944053307078
115.0 82.70578565263635
118.0 82.58728906182748
122.0 82.60263963628185
125.0 82.69676872208606
128.0 82.68639942022533
132.0 82.57211841976412
136.0 82.684504431942
140.0 82.91439300543706
145.0 82.94793725656767
150.0 82.7611061764369
155.0 82.62049164291369
160.0 82.37145850172223
165.0 82.17533840185038
170.0 81.99662491946097
175.0 82.09962738531702
180.0 82.05292380053535
185.0 81.96221117378867
190.0 81.83866456455051
195.0 81.52102895807519
200.0 81.05163240446777
206.0 80.5559949109962
212.0 80.2876424522865
218.0 80.1290016604992
224.0 80.16627320560403
230.0 80.42550610987564
236.0 80.50831705682894
240.0 80.5344115208071
250.0 80.3194801633994
258.0 80.18878265240895
265.0 80.25850498397516
272.0 80.48246599249634
280.0 80.64900567860755
290.0 80.51059539091281
300.0 80.43398613500186
307.0 80.24582875414774
315.0 80.1210521967319
325.0 79.84126677866473
335.0 79.73689112417159
345.0 79.71306593962667
355.0 79.67372970513867
365.0 79.67003581241158
375.0 79.47762007729796
387.0 79.33264211762562
400.0 79.04253245192086
412.0 78.631461905626
425.0 78.2855293946684
437.0 77.784989076075
450.0 77.15394284525604
462.0 77.54555666242345
475.0 78.23323131092266
487.0 78.72052604365523
500.0 78.75510978034313
515.0 78.89640958934072
530.0 79.08417464774058
545.0 79.11545138386512
560.0 78.85402304256718
580.0 78.66914268956229
600.0 79.10879152645883
615.0 79.83108138668067
630.0 79.63284513831631
650.0 79.64953740766701
670.0 79.41233142444717
690.0 79.02190133631997
710.0 78.43783202769502
730.0 77.82894080402988
750.0 76.73580906143357
775.0 75.41916198059432
800.0 73.18998466523328
825.0 72.15204837512539
850.0 72.50879084824626
875.0 72.66534617753472
900.0 72.56131912246069
925.0 73.90101887332257
950.0 75.04659041370077
975.0 75.62071341528473
1000.0 76.64727891633014
1030.0 78.18771096312133
1060.0 79.50066508120364
1090.0 79.89778424674438
1120.0 79.02130285557398
1150.0 79.49473268538529
1180.0 79.43113214487323
1220.0 78.77732054479465
1250.0 78.53497564867452
1280.0 79.34404916936347
1320.0 79.44404605800058
1360.0 78.55772132355253
1400.0 78.25556590145422
1450.0 78.14831984233088
1500.0 77.50148022789818
1550.0 77.76487690474143
1600.0 77.9495032870642
1650.0 78.36883746583555
1700.0 77.75374667877686
1750.0 77.30201209169331
1800.0 75.94373534000779
1850.0 75.86518451334905
1900.0 75.34040450472924
1950.0 75.18637718468241
2000.0 74.52683388301736
2060.0 73.52566890546706
2120.0 74.19684587547468
2180.0 74.43020185067142
2240.0 74.81203417223514
2300.0 73.95204169903117
2360.0 74.548042688869
2400.0 73.53752088767804
2500.0 73.24440717855452
2580.0 72.43705811059903
2650.0 72.27058477228385
2720.0 73.00729922033099
2800.0 72.82010832622547
2900.0 73.74382333176109
3000.0 74.46586236434236
3070.0 74.58658322909423
3150.0 75.08508589124119
3250.0 76.077343707559
3350.0 76.86868385085194
3450.0 76.33148595289997
3550.0 75.01427700120428
3650.0 76.38318016275471
3750.0 77.37699952436797
3870.0 76.75993986900627
4000.0 76.51308086326279
4120.0 76.53416530633316
4250.0 76.67207354187357
4370.0 76.17122923371403
4500.0 75.89457044786352
4620.0 75.336100831948
4750.0 75.88567594876625
4870.0 76.23723118064382
5000.0 77.07045080206487
5150.0 76.33032937371982
5300.0 75.45817012717451
5450.0 75.19025604050283
5600.0 75.50359651805975
5800.0 75.47249085226244
6000.0 74.47872186282537
6150.0 74.61892607370055
6300.0 75.66234514910497
6500.0 76.97054202257918
6700.0 76.78759768590452
6900.0 76.13339868749185
7100.0 75.81875264547575
7300.0 75.79953506210443
7500.0 76.26854836013786
7750.0 75.08377206956581
8000.0 74.25216953538236
8250.0 73.44097476645499
8500.0 73.62049881189223
8750.0 75.74795197075323
9000.0 75.49559714900333
9250.0 74.8574005998642
9500.0 77.3621432023854
9750.0 78.89604487170894
10000.0 77.18931390153222
10300.0 75.59333703915163
10600.0 74.05501596379506
10900.0 74.94002300628938
11200.0 75.51517259252313
11500.0 74.44399810539275
11800.0 71.12605146054088
12200.0 76.14566652517576
12500.0 78.24582320152862
12800.0 76.1788852582378
13200.0 78.04385680079565
13600.0 75.57398550495164
14000.0 68.14568503163972
14500.0 74.7118728312422
15000.0 75.71999355713885
15500.0 76.51016051093023
16000.0 74.88271404200717
16500.0 79.15677439331151
17000.0 73.42345284538177
17500.0 75.09317246906362
18000.0 62.60496968046698
18500.0 18.821984689299285
19000.0 4.436440661744371
19500.0 8.511184168063977
