Freq "Floor Bounce"
20.5078 73.74993528932059
21.9727 75.78994057999444
23.4375 77.71763123690283
24.9023 77.6294024840388
26.3672 77.86551570744001
27.832 78.20666118333054
29.2969 79.14424424898863
30.7617 78.51278367037787
32.2266 79.15623322293607
33.6914 79.50220389634566
35.1562 79.86774915489517
36.6211 80.65083967432761
38.0859 80.8895583694919
39.5508 81.27612797456331
41.0156 81.32720190756635
42.4805 81.52594666865821
43.9453 81.76026909172009
45.4102 81.93452325558304
46.875 82.17678883439757
48.3398 82.35926500021489
51.2695 82.86609028854623
52.7344 82.94178504246463
54.1992 83.20299724860178
55.6641 83.27410060410477
58.5938 83.51356783364916
60.0586 83.56574690625332
62.9883 84.12084967438557
64.4531 84.31294003028833
67.3828 84.45943254974776
68.8477 84.51941882511116
71.7773 84.75437966013484
74.707 84.9825802082328
77.6367 85.15647388547517
79.1016 85.24423858357217
82.0312 85.35652586064715
84.9609 85.55575737058875
87.8906 85.8975015914298
90.8203 85.80700936498015
95.2148 86.1425329968511
98.1445 86.21509660673084
101.074 86.2207437507008
105.469 86.42955889157594
108.398 86.60256416406372
112.793 86.77579753432411
117.188 86.9821975780018
120.117 87.10326459111351
124.512 87.25790269531738
128.906 87.30499670397828
133.301 87.46770000046357
139.16 87.43260423224532
143.555 87.29388181359015
147.949 87.15653739364546
153.809 87.3070748358425
159.668 87.35029810761395
165.527 87.50110281008511
171.387 87.53420677948668
177.246 87.32663165736456
183.105 86.68845068970768
188.965 86.41892480852668
196.289 86.93189292712532
203.613 87.17752979487099
210.938 87.15122843341383
218.262 87.32842112961465
225.586 87.88757982427987
232.91 88.15826997538403
241.699 87.28136042065715
250.488 87.01903452049436
259.277 87.91094202254664
268.066 88.21457371364802
276.855 87.4932206475794
287.109 88.15316388903383
297.363 87.60069201054517
307.617 88.77442317532777
319.336 87.82868447456983
329.59 87.57324309514352
341.309 87.75873350837529
353.027 88.26706925092502
366.211 89.26551759459042
379.395 88.69867295347562
392.578 88.71122875756694
405.762 87.24830935183748
420.41 86.91131222103206
435.059 88.32764704591168
451.172 89.20301362459607
465.82 90.08244534503058
483.398 88.9885430679668
499.512 88.99760326193851
517.09 86.70827883016517
536.133 88.6317142989257
555.176 89.30671725676534
574.219 88.67221826907024
594.727 87.66284318760869
615.234 86.99333379953589
637.207 89.56056015966327
659.18 88.50402694592854
682.617 88.72516920129154
707.52 88.30705428793044
732.422 88.90309951377978
757.324 87.52696589201777
785.156 88.05662459989897
811.523 87.6680811928803
840.82 88.23824491779064
870.117 85.70150287229468
900.879 87.42389839978449
933.105 87.8434630771373
965.332 85.1053431449878
1000.49 87.71826185582862
1035.64 88.29878579125963
1072.27 86.4888882925798
1108.89 84.6709010624667
1148.44 84.97326124792646
1189.45 86.66559058535073
1230.47 86.8185644062546
1274.41 86.29957945750007
1319.82 86.34847046738822
1366.7 84.94179010207048
1413.57 84.97074228269292
1463.38 85.0600668774907
1516.11 84.94778075712455
1568.85 85.5556904100433
1624.51 85.62326344986334
1681.64 83.13610780723282
1741.7 82.28810297861727
1803.22 83.91430627421293
1866.21 84.6600930868108
1932.13 84.14114052754431
1999.51 83.63217075077628
2069.82 84.30282187069042
2143.07 85.02109204781506
2219.24 84.76696330112307
2296.88 84.74825028881492
2378.91 85.66145546055604
2462.4 86.02464080699761
2548.83 85.29683258079089
2639.65 85.38895707373025
2731.93 86.31204517329098
2828.61 86.4998582663681
2928.22 86.00340631727553
3030.76 86.4406417667616
3137.7 86.57804684622684
3249.02 87.02786147079044
3363.28 86.65713134556897
3481.93 86.59800750308375
3604.98 87.03785535432064
3732.42 87.19046818908257
3864.26 86.756668219463
4000.49 87.1074815442473
4141.11 87.62203499991223
4287.6 87.77327572060308
4438.48 87.96971047256278
4595.21 87.88353675491899
4756.35 87.78905480883898
4924.8 87.74373480248292
5097.66 87.57541652873893
5277.83 87.30582848614387
5463.87 87.05555835324296
5657.23 87.04921948771236
5856.45 87.29422704693323
6062.99 87.0649254383182
6276.86 87.0781462756488
6498.05 87.21271148101695
6726.56 87.00427452415963
6963.87 86.86014369507073
7209.96 86.66251373590885
7464.84 86.6100493063584
7727.05 86.56311441653978
7999.51 86.67480392881046
8282.23 86.80844188049647
8573.73 86.89626057754901
8876.95 86.9755652409624
9188.96 86.73447025493995
9514.16 86.85648227660552
9849.61 86.86777147696989
10196.8 86.78730586187096
10555.7 86.82076942552968
10927.7 86.70858195557538
11313.0 86.44772311158033
11712.9 86.24967166035302
12126.0 86.31236220586945
12553.7 86.45657055704426
12996.1 86.51329642707303
13454.6 86.5516603927446
13929.2 86.37871977691141
14419.9 86.12717787988701
14928.2 86.0783216488119
15455.6 86.20125485374277
16000.5 86.32173213067982
16564.5 86.53529512595375
17148.9 86.37640979147022
17752.4 86.03972239369233
18379.4 85.6265944679167
19026.9 85.17407224980369
19697.8 84.74981732971402
19999.5 84.50266701563729
