Freq "DI offset"
22.4 10
23.0 10
23.6 10
24.0 10
25.0 10
25.8 10
26.5 10
27.2 10
28.0 10
29.0 10
30.0 10
30.7 10
31.5 10
32.5 10
33.5 10
34.5 10
35.5 10
36.5 10
37.5 10
38.7 10
40.0 10
41.2 10
42.5 10
43.7 10
45.0 10
46.2 10
47.5 10
48.7 10
50.0 10
51.5 10
53.0 10
54.5 10
56.0 10
58.0 10
60.0 10
61.5 10
63.0 10
65.0 10
67.0 10
69.0 10
71.0 10
73.0 10
75.0 10
77.5 10
80.0 10
82.5 10
85.0 10
87.5 10
90.0 10
92.5 10
95.0 10
97.5 10
100.0 10
103.0 10
106.0 10
109.0 10
112.0 10
115.0 10
118.0 10
122.0 10
125.0 10
128.0 10
132.0 10
136.0 10
140.0 10
145.0 10
150.0 10
155.0 10
160.0 10
165.0 10
170.0 10
175.0 10
180.0 10
185.0 10
190.0 10
195.0 10
200.0 10
206.0 10
212.0 10
218.0 10
224.0 10
230.0 10
236.0 10
240.0 10
250.0 10
258.0 10
265.0 10
272.0 10
280.0 10
290.0 10
300.0 10
307.0 10
315.0 10
325.0 10
335.0 10
345.0 10
355.0 10
365.0 10
375.0 10
387.0 10
400.0 10
412.0 10
425.0 10
437.0 10
450.0 10
462.0 10
475.0 10
487.0 10
500.0 10
515.0 10
530.0 10
545.0 10
560.0 10
580.0 10
600.0 10
615.0 10
630.0 10
650.0 10
670.0 10
690.0 10
710.0 10
730.0 10
750.0 10
775.0 10
800.0 10
825.0 10
850.0 10
875.0 10
900.0 10
925.0 10
950.0 10
975.0 10
1000.0 10
1030.0 10
1060.0 10
1090.0 10
1120.0 10
1150.0 10
1180.0 10
1220.0 10
1250.0 10
1280.0 10
1320.0 10
1360.0 10
1400.0 10
1450.0 10
1500.0 10
1550.0 10
1600.0 10
1650.0 10
1700.0 10
1750.0 10
1800.0 10
1850.0 10
1900.0 10
1950.0 10
2000.0 10
2060.0 10
2120.0 10
2180.0 10
2240.0 10
2300.0 10
2360.0 10
2400.0 10
2500.0 10
2580.0 10
2650.0 10
2720.0 10
2800.0 10
2900.0 10
3000.0 10
3070.0 10
3150.0 10
3250.0 10
3350.0 10
3450.0 10
3550.0 10
3650.0 10
3750.0 10
3870.0 10
4000.0 10
4120.0 10
4250.0 10
4370.0 10
4500.0 10
4620.0 10
4750.0 10
4870.0 10
5000.0 10
5150.0 10
5300.0 10
5450.0 10
5600.0 10
5800.0 10
6000.0 10
6150.0 10
6300.0 10
6500.0 10
6700.0 10
6900.0 10
7100.0 10
7300.0 10
7500.0 10
7750.0 10
8000.0 10
8250.0 10
8500.0 10
8750.0 10
9000.0 10
9250.0 10
9500.0 10
9750.0 10
10000.0 10
10300.0 10
10600.0 10
10900.0 10
11200.0 10
11500.0 10
11800.0 10
12200.0 10
12500.0 10
12800.0 10
13200.0 10
13600.0 10
14000.0 10
14500.0 10
15000.0 10
15500.0 10
16000.0 10
16500.0 10
17000.0 10
17500.0 10
18000.0 10
18500.0 10
19000.0 10
19500.0 10
