Freq "DI offset"
20.5078 50
21.2402 50
21.9727 50
22.7051 50
23.4375 50
24.1699 50
25.6348 50
26.3672 50
27.0996 50
27.832 50
29.2969 50
30.0293 50
31.4941 50
32.2266 50
33.6914 50
34.4238 50
35.8887 50
37.3535 50
38.8184 50
39.5508 50
41.0156 50
42.4805 50
43.9453 50
45.4102 50
47.6074 50
49.0723 50
50.5371 50
52.7344 50
54.1992 50
56.3965 50
58.5938 50
60.0586 50
62.2559 50
64.4531 50
66.6504 50
69.5801 50
71.7773 50
73.9746 50
76.9043 50
79.834 50
82.7637 50
85.6934 50
88.623 50
91.5527 50
94.4824 50
98.1445 50
101.807 50
105.469 50
109.131 50
112.793 50
116.455 50
120.85 50
125.244 50
129.639 50
134.033 50
138.428 50
143.555 50
148.682 50
153.809 50
159.668 50
164.795 50
170.654 50
176.514 50
183.105 50
189.697 50
196.289 50
202.881 50
210.205 50
217.529 50
225.586 50
232.91 50
241.699 50
249.756 50
258.545 50
268.066 50
277.588 50
287.109 50
297.363 50
307.617 50
318.604 50
329.59 50
341.309 50
353.76 50
366.211 50
378.662 50
392.578 50
405.762 50
420.41 50
435.059 50
450.439 50
466.553 50
482.666 50
500.244 50
517.822 50
536.133 50
554.443 50
574.219 50
594.727 50
615.234 50
637.207 50
659.912 50
683.35 50
706.787 50
731.689 50
758.057 50
784.424 50
812.256 50
840.82 50
870.85 50
901.611 50
933.105 50
966.064 50
999.756 50
1034.91 50
1071.53 50
1109.62 50
1148.44 50
1189.45 50
1231.2 50
1274.41 50
1319.82 50
1365.97 50
1414.31 50
1464.11 50
1515.38 50
1568.85 50
1624.51 50
1681.64 50
1740.97 50
1802.49 50
1866.21 50
1932.13 50
2000.24 50
2070.56 50
2143.8 50
2219.24 50
2297.61 50
2378.17 50
2462.4 50
2548.83 50
2638.92 50
2731.93 50
2828.61 50
2928.22 50
3031.49 50
3138.43 50
3249.02 50
3363.28 50
3481.93 50
3604.98 50
3732.42 50
3863.53 50
3999.76 50
4141.11 50
4286.87 50
4438.48 50
4594.48 50
4757.08 50
4924.8 50
5098.39 50
5277.83 50
5463.87 50
5656.49 50
5856.45 50
6062.99 50
6276.86 50
6498.05 50
6727.29 50
6964.6 50
7209.96 50
7464.11 50
7727.78 50
8000.24 50
8282.23 50
8574.46 50
8876.22 50
9189.7 50
9513.43 50
9848.88 50
10196.8 50
10556.4 50
10928.5 50
11313.7 50
11712.9 50
12126.0 50
12553.7 50
12996.1 50
13454.6 50
13928.5 50
14419.9 50
14928.2 50
15454.8 50
15999.8 50
16564.5 50
17148.2 50
17753.2 50
18379.4 50
19027.6 50
19698.5 50
19999.5 50
