Freq "Estimated In-Room Response"
22.4 31.329789569217766
23.0 32.72854130046046
23.6 33.998353876340886
24.0 35.163178949920606
25.0 36.340299166555454
25.8 38.24197018033833
26.5 40.35467023617035
27.2 42.206503595999706
28.0 43.82219595260038
29.0 45.2517786834792
30.0 46.565202025098884
30.7 48.661984476861406
31.5 51.32918969127125
32.5 53.42575047516284
33.5 55.15416725912898
34.5 56.63647618498119
35.5 58.1292520983841
36.5 60.14087043876616
37.5 61.88361123434042
38.7 63.37194603550331
40.0 64.68430445081448
41.2 66.2743166908361
42.5 68.05464294236315
43.7 69.5717093211649
45.0 70.91146738453881
46.2 72.17834762785603
47.5 73.37145343932808
48.7 74.47269563807434
50.0 75.47721266394574
51.5 76.39825101945762
53.0 77.24460617572038
54.5 78.0420391815406
56.0 78.87412312876344
58.0 79.73094130293023
60.0 80.53892071512702
61.5 81.21029500475022
63.0 81.70353422752856
65.0 82.21355322271582
67.0 82.67258631430887
69.0 83.12499932751525
71.0 83.54263434389483
73.0 83.93593764503146
75.0 84.2920177256312
77.5 84.5485883006512
80.0 84.7642829028825
82.5 84.9815508502389
85.0 85.21399657081228
87.5 85.40057593141222
90.0 85.55738043769735
92.5 85.67384164740785
95.0 85.71047105580674
97.5 85.79123167372447
100.0 85.8872514190985
103.0 85.99477252981245
106.0 86.07449801573645
109.0 86.2257689193254
112.0 86.3239553991111
115.0 86.3750374886176
118.0 86.38842555644048
122.0 86.39739707507226
125.0 86.41593039075492
128.0 86.38318731146188
132.0 86.34045650633263
136.0 86.30316603285557
140.0 86.27477852293053
145.0 86.23673124367403
150.0 86.16475362337206
155.0 86.13485581768786
160.0 86.07495474997758
165.0 86.00826817724057
170.0 85.95484983056
175.0 85.87573520529715
180.0 85.8148816242703
185.0 85.75863978286826
190.0 85.70373486261265
195.0 85.6470029453148
200.0 85.6174949856182
206.0 85.58199109206426
212.0 85.54138957025106
218.0 85.51278454766455
224.0 85.48803433281039
230.0 85.43641787647192
236.0 85.40169312099852
240.0 85.34729532258716
250.0 85.2702867497646
258.0 85.18373786115916
265.0 85.06053689563005
272.0 84.92598418654187
280.0 84.77129151399362
290.0 84.62552019809654
300.0 84.48560534910195
307.0 84.34384489688924
315.0 84.1941239836889
325.0 84.08552246298166
335.0 83.990923027894
345.0 83.92154164356104
355.0 83.88323608363685
365.0 83.85474980158362
375.0 83.81775499457764
387.0 83.7908775721873
400.0 83.74897167408365
412.0 83.71814876837692
425.0 83.6033433044852
437.0 83.52254797387651
450.0 83.39593110044065
462.0 83.23037456328045
475.0 83.06082439508329
487.0 82.8930518795497
500.0 82.78372879232246
515.0 82.68941057780164
530.0 82.63095193112248
545.0 82.55862406771801
560.0 82.56804840726745
580.0 82.37540373955201
600.0 82.17362059402896
615.0 82.01187626060134
630.0 81.85891969578937
650.0 81.89896200864332
670.0 82.06489546630583
690.0 82.3452234545185
710.0 82.56503918417714
730.0 82.66540681439123
750.0 82.66731844198806
775.0 82.56385174828289
800.0 82.47450844033655
825.0 82.57404590801103
850.0 82.68848446870403
875.0 82.72900663627541
900.0 82.56056709337322
925.0 82.29787435006354
950.0 82.02154297144129
975.0 81.91824208369371
1000.0 81.98585457244455
1030.0 82.06577561994571
1060.0 82.03436722941242
1090.0 81.87062868326935
1120.0 81.73523623028586
1150.0 81.63820974829308
1180.0 81.45003447807319
1220.0 81.17106999452967
1250.0 80.89240598158287
1280.0 80.67626675266845
1320.0 80.42127172536529
1360.0 80.2178696534972
1400.0 80.22971830720424
1450.0 80.46021068525648
1500.0 80.78556405873357
1550.0 81.02560509909156
1600.0 80.98011865860293
1650.0 81.10663469147383
1700.0 81.18347229894498
1750.0 81.25822573293485
1800.0 81.34124343998725
1850.0 81.50779558090788
1900.0 81.6392457172765
1950.0 81.75075922034252
2000.0 82.00111589710737
2060.0 82.25682929432729
2120.0 82.55292438620955
2180.0 82.75018748067008
2240.0 82.62022998267547
2300.0 82.14470557110714
2360.0 81.52739926871739
2400.0 80.84958319842652
2500.0 80.53847715589956
2580.0 80.71695362341278
2650.0 81.00021388864117
2720.0 81.05544434564912
2800.0 80.89383964640436
2900.0 80.63117803256249
3000.0 80.52509355648684
3070.0 80.540821359074
3150.0 80.55315300275556
3250.0 80.42705360161715
3350.0 80.20605233367962
3450.0 80.27303245199523
3550.0 80.82652995405789
3650.0 81.1832607007425
3750.0 81.09641998917174
3870.0 80.86999354913118
4000.0 80.93754629830967
4120.0 80.60828048625987
4250.0 79.67271912932887
4370.0 79.43238188530394
4500.0 80.25347419004873
4620.0 81.37454138692642
4750.0 81.4909939148101
4870.0 80.21418887007209
5000.0 80.0832294198034
5150.0 82.08915692934819
5300.0 83.43859234127036
5450.0 84.0237441234635
5600.0 84.3312983446483
5800.0 83.95592103109131
6000.0 82.93930281073303
6150.0 81.7587788206444
6300.0 80.49124683978584
6500.0 78.80848620855404
6700.0 76.91633145933243
6900.0 77.22586835762984
7100.0 80.28740245934146
7300.0 82.77229251184916
7500.0 83.560005393879
7750.0 83.5882523212596
8000.0 83.65214471734335
8250.0 83.50670350872983
8500.0 82.18051760218489
8750.0 79.91212624653015
9000.0 77.71836833518292
9250.0 78.303482591797
9500.0 81.59068660023013
9750.0 82.47463573279084
10000.0 80.64076605484577
10300.0 78.56886784689628
10600.0 78.11617062521245
10900.0 79.61434479301265
11200.0 82.03462588308118
11500.0 83.66179252133108
11800.0 83.88109107051906
12200.0 82.32011658446415
12500.0 78.96067882219312
12800.0 78.29894240116211
13200.0 79.31732571094926
13600.0 79.95134211774412
14000.0 80.9923128946124
14500.0 81.85374549860555
15000.0 81.48769120911426
15500.0 78.77325753073232
16000.0 75.4084750733356
16500.0 74.71697303121813
17000.0 75.75380754573713
17500.0 75.50654897500695
18000.0 75.06545464045529
18500.0 73.28947382714843
19000.0 68.34983905271176
19500.0 67.43441192726512
