Freq "DI offset"
20.5078 40
21.2402 40
21.9727 40
22.7051 40
23.4375 40
24.1699 40
25.6348 40
26.3672 40
27.0996 40
27.832 40
29.2969 40
30.0293 40
31.4941 40
32.2266 40
33.6914 40
34.4238 40
35.8887 40
37.3535 40
38.8184 40
39.5508 40
41.0156 40
42.4805 40
43.9453 40
45.4102 40
47.6074 40
49.0723 40
50.5371 40
52.7344 40
54.1992 40
56.3965 40
58.5938 40
60.0586 40
62.2559 40
64.4531 40
66.6504 40
69.5801 40
71.7773 40
73.9746 40
76.9043 40
79.834 40
82.7637 40
85.6934 40
88.623 40
91.5527 40
94.4824 40
98.1445 40
101.807 40
105.469 40
109.131 40
112.793 40
116.455 40
120.85 40
125.244 40
129.639 40
134.033 40
138.428 40
143.555 40
148.682 40
153.809 40
159.668 40
164.795 40
170.654 40
176.514 40
183.105 40
189.697 40
196.289 40
202.881 40
210.205 40
217.529 40
225.586 40
232.91 40
241.699 40
249.756 40
258.545 40
268.066 40
277.588 40
287.109 40
297.363 40
307.617 40
318.604 40
329.59 40
341.309 40
353.76 40
366.211 40
378.662 40
392.578 40
405.762 40
420.41 40
435.059 40
450.439 40
466.553 40
482.666 40
500.244 40
517.822 40
536.133 40
554.443 40
574.219 40
594.727 40
615.234 40
637.207 40
659.912 40
683.35 40
706.787 40
731.689 40
758.057 40
784.424 40
812.256 40
840.82 40
870.85 40
901.611 40
933.105 40
966.064 40
999.756 40
1034.91 40
1071.53 40
1109.62 40
1148.44 40
1189.45 40
1231.2 40
1274.41 40
1319.82 40
1365.97 40
1414.31 40
1464.11 40
1515.38 40
1568.85 40
1624.51 40
1681.64 40
1740.97 40
1802.49 40
1866.21 40
1932.13 40
2000.24 40
2070.56 40
2143.8 40
2219.24 40
2297.61 40
2378.17 40
2462.4 40
2548.83 40
2638.92 40
2731.93 40
2828.61 40
2928.22 40
3031.49 40
3138.43 40
3249.02 40
3363.28 40
3481.93 40
3604.98 40
3732.42 40
3863.53 40
3999.76 40
4141.11 40
4286.87 40
4438.48 40
4594.48 40
4757.08 40
4924.8 40
5098.39 40
5277.83 40
5463.87 40
5656.49 40
5856.45 40
6062.99 40
6276.86 40
6498.05 40
6727.29 40
6964.6 40
7209.96 40
7464.11 40
7727.78 40
8000.24 40
8282.23 40
8574.46 40
8876.22 40
9189.7 40
9513.43 40
9848.88 40
10196.8 40
10556.4 40
10928.5 40
11313.7 40
11712.9 40
12126.0 40
12553.7 40
12996.1 40
13454.6 40
13928.5 40
14419.9 40
14928.2 40
15454.8 40
15999.8 40
16564.5 40
17148.2 40
17753.2 40
18379.4 40
19027.6 40
19698.5 40
19999.5 40
