Freq "DI offset"
20.5078 40
23.4375 40
26.3672 40
29.2969 40
32.2266 40
35.1562 40
38.0859 40
41.0156 40
43.9453 40
46.875 40
49.8047 40
55.6641 40
58.5938 40
61.5234 40
67.3828 40
73.2422 40
76.1719 40
82.0312 40
87.8906 40
93.75 40
102.539 40
108.398 40
117.188 40
125.977 40
134.766 40
143.555 40
155.273 40
164.062 40
175.781 40
190.43 40
202.148 40
216.797 40
234.375 40
249.023 40
266.602 40
287.109 40
307.617 40
331.055 40
354.492 40
377.93 40
407.227 40
436.523 40
465.82 40
500.977 40
536.133 40
574.219 40
615.234 40
659.18 40
706.055 40
758.789 40
811.523 40
870.117 40
931.641 40
999.023 40
1072.27 40
1148.44 40
1230.47 40
1318.36 40
1415.04 40
1514.65 40
1623.05 40
1740.23 40
1866.21 40
2000.98 40
2144.53 40
2296.88 40
2460.94 40
2639.65 40
2827.15 40
3032.23 40
3249.02 40
3483.4 40
3732.42 40
3999.02 40
4286.13 40
4593.75 40
4924.8 40
5279.3 40
5657.23 40
6061.52 40
6498.05 40
6963.87 40
7464.84 40
8000.98 40
8575.2 40
9190.43 40
9849.61 40
10555.7 40
11314.5 40
12126.0 40
12996.1 40
13927.7 40
14929.7 40
15999.0 40
17147.5 40
18377.9 40
19699.2 40
19998.0 40
