Freq "Estimated In-Room Response"
20.0 67.0626643985353
20.2909 67.3321343636725
20.586 67.71809197028222
20.8855 68.04619158327121
21.1893 68.3540384917604
21.4975 68.60468124235294
21.8102 68.86142607329015
22.1274 69.07268178904089
22.4492 69.26778477358692
22.7758 69.51116327862606
23.1071 69.6996706878021
23.4432 69.9082385566866
23.7841 70.16416498780282
24.1301 70.45068892808152
24.4811 70.6471123638376
24.8372 71.01343598070082
25.1984 71.25214842869092
25.5649 71.4316720442464
25.9368 71.65901632191817
26.3141 71.80700329090696
26.6968 71.9525885722015
27.0851 72.13998844903479
27.4791 72.35925359132862
27.8788 72.60671293523009
28.2843 72.76170734044895
28.6957 72.91212723360303
29.1131 73.16380465941961
29.5365 73.38852440471307
29.9661 73.64949645419128
30.402 73.84215166262359
30.8442 74.06950834014266
31.2929 74.3091053861796
31.748 74.5315353285393
32.2098 74.8491865421483
32.6783 75.03566466088421
33.1536 75.2570840182158
33.6359 75.38976463508737
34.1251 75.6856616642396
34.6215 75.92429836893766
35.125 76.10693997842345
35.6359 76.34101527735523
36.1543 76.54284049466457
36.6802 76.7942006522847
37.2137 77.0286622738456
37.755 77.27391855148966
38.3041 77.4635876238512
38.8613 77.61300898288073
39.4265 77.8338516933432
40.0 78.0690549374826
40.5818 78.27823526145606
41.1721 78.43450973102249
41.771 78.59056653641281
42.3785 78.69070593381497
42.9949 78.85995490666821
43.6203 79.06953508770091
44.2548 79.22033679623311
44.8985 79.44497774765685
45.5515 79.67243153444917
46.2141 79.85137556096895
46.8863 80.06727389480318
47.5683 80.27697170476725
48.2602 80.4817990828582
48.9621 80.57915453379374
49.6743 80.73819970744887
50.3968 80.91233270269936
51.1299 81.09311401043833
51.8736 81.2725616727816
52.6281 81.45955821234033
53.3936 81.74382013551212
54.1702 81.99857379012937
54.9581 82.17551546101821
55.7575 82.43848663558379
56.5685 82.6239552049253
57.3914 82.88907530099144
58.2261 83.08133299109645
59.073 83.33011128260544
59.9323 83.52617110988714
60.804 83.77532782560618
61.6884 83.90927162986783
62.5857 84.07542271226764
63.496 84.31250752628108
64.4196 84.44672500749309
65.3566 84.64494030868171
66.3073 84.8551622710016
67.2717 84.99684840108357
68.2502 85.18570911615149
69.2429 85.35123469129036
70.2501 85.58860393321055
71.2719 85.80594643891587
72.3086 85.96752490554388
73.3603 86.19846322484368
74.4274 86.41342200258453
75.5099 86.4455873108316
76.6083 86.65284519326758
77.7226 86.75071937051376
78.8531 86.84497857959477
80.0 86.9858568122295
81.1636 87.10944206127849
82.3442 87.19446558838985
83.5419 87.26777155901847
84.757 87.38732359277796
85.9899 87.4961564594092
87.2406 87.55472735286551
88.5096 87.7024019403784
89.797 87.84422606333705
91.1031 87.95893938111313
92.4282 88.1090852353419
93.7726 88.13006029270139
95.1366 88.20501837837732
96.5204 88.26676223595412
97.9243 88.3463743989262
99.3486 88.2471402992756
100.794 88.21601163319465
102.26 88.19635897381687
103.747 88.1598027573164
105.256 88.12803676561148
106.787 88.26404984421916
108.34 88.28823671906193
109.916 88.2667319354464
111.515 88.30559282542487
113.137 88.25490303627589
114.783 88.24551887804743
116.452 88.14700719863644
118.146 88.03094728017142
119.865 87.94270531094756
121.608 87.93622727063487
123.377 87.7966114817261
125.171 87.73633495612873
126.992 87.67846665910477
128.839 87.67895278455653
130.713 87.53300234679087
132.615 87.53723464946793
134.543 87.48383629947318
136.5 87.47367383040904
138.486 87.51806483381745
140.5 87.38964627667914
142.544 87.19703471045538
144.617 87.0478206904108
146.721 86.88064559070776
148.855 86.70410829682584
151.02 86.56901772558085
153.217 86.43141221146601
155.445 86.39639485372592
157.706 86.21443891022344
160.0 85.94533487897871
162.327 85.73607482339233
164.688 85.5492267741927
167.084 85.42940846610837
169.514 85.3855488259226
171.98 85.40844960059172
174.481 85.468257725845
177.019 85.45390145134418
179.594 85.34272653066455
182.206 85.3366456144961
184.856 85.33818368578687
187.545 85.33541934539149
190.273 85.32545490341249
193.041 85.34129513820696
195.849 85.2735455591916
198.697 85.25626823639948
201.587 85.17587502580847
204.52 85.21948120082517
207.494 85.23961461828198
210.512 85.27064278452852
213.574 85.22631869363697
216.681 85.20192483006785
219.833 85.12197987392162
223.03 85.06487532353266
226.274 84.99372936995773
229.565 84.92718778502325
232.905 84.87114866634812
236.292 84.77748440849204
239.729 84.7095877375634
243.216 84.69382822733938
246.754 84.65874513754261
250.343 84.63886959062572
253.984 84.63860697097282
257.678 84.61501536931274
261.426 84.58568829715638
265.229 84.62821110260501
269.087 84.64301887890744
273.001 84.632867828116
276.972 84.65119507479059
281.0 84.68238205253158
285.088 84.73113441039258
289.234 84.75702839156956
293.441 84.81111883469693
297.709 84.84510714712896
302.04 84.83861139301271
306.433 84.803706820254
310.89 84.74732381948601
315.412 84.686525079658
320.0 84.66729676500526
324.655 84.63465793687647
329.377 84.56563572824612
334.168 84.48555098157914
339.028 84.41962571845195
343.959 84.37130359772316
348.962 84.37329555313254
354.038 84.37889941899769
359.188 84.36414690738302
364.412 84.35122037621977
