Freq,On Axis,Listening Window,Sound Power,Early Reflections,Early Reflections DI,Sound Power DI,DI offset
20.5078,59.66953787878789,59.67799043183291,59.804703167780815,59.72319323315604,39.95479719867687,39.873287264052095,40
21.9727,61.39203787878789,61.38532291868543,61.200170193278254,61.26122892087814,40.12409399780729,40.18515272540718,40
23.4375,61.58873787878788,61.587031099626316,61.410227428554876,61.47148550743316,40.11554559219316,40.17680367107144,40
24.9023,63.587437878787895,63.58412251858147,63.43411885186738,63.48444060149471,40.099681917086755,40.150003666714085,40
26.3672,64.51443787878789,64.51076449725895,64.39414724621136,64.4272272512546,40.08353724600434,40.116617251047586,40
27.832,65.07823787878789,65.06023177369413,64.77430083349823,64.88550574877085,40.174726024923274,40.2859309401959,40
29.2969,65.82323787878788,65.8074465040955,65.52754037795026,65.6330006853159,40.17444581877959,40.279906126145235,40
30.7617,66.65493787878789,66.64184934053685,66.39041094955527,66.48570072941202,40.156148611124834,40.251438390981576,40
32.2266,67.58793787878788,67.57648988393917,67.37192570026808,67.44338882740423,40.13310105653494,40.204564183671096,40
33.6914,68.0918378787879,68.07873172055442,67.8157440644385,67.91834900080246,40.16038271975195,40.26298765611591,40
35.1562,68.88183787878789,68.86901374958823,68.66121273808902,68.73351373284507,40.135500016743165,40.207801011499214,40
36.6211,69.82033787878788,69.80445252033846,69.51719222037345,69.63055673794555,40.173895782392904,40.28726029996501,40
38.0859,69.95803787878789,69.94007438463562,69.6023032575362,69.73964246807132,40.2004319165643,40.337771127099415,40
39.5508,70.9024378787879,70.89156645781132,70.7225599894133,70.77608701438119,40.11547944343013,40.169006468398024,40
41.0156,71.14843787878789,71.13907804231293,70.9686819746055,71.02323509129846,40.11584295101447,40.17039606770743,40
42.4805,71.7736378787879,71.7627984331139,71.5624297255782,71.63350252410613,40.129295909007766,40.2003687075357,40
43.9453,72.26553787878787,72.25474468426272,72.09819718821774,72.14427826181615,40.110466422446564,40.15654749604498,40
45.4102,72.77103787878788,72.7564398339023,72.55313623266856,72.61690981774781,40.139530016154495,40.20330360123374,40
46.875,73.43983787878788,73.41869293322439,73.02525989438848,73.19101749337733,40.22767543984706,40.39343303883591,40
48.3398,73.97703787878788,73.95640917835534,73.56318261387926,73.72929709145369,40.227112086901656,40.39322656447608,40
51.2695,74.82463787878787,74.81254907417636,74.62104549653596,74.68571528572518,40.12683378845118,40.191503577640404,40
52.7344,75.0980378787879,75.08972481840863,74.97729113617653,74.9994618017539,40.09026301665473,40.112433682232094,40
54.1992,75.37803787878788,75.37022297164292,75.32523547758828,75.3111265075156,40.05909646412732,40.04498749405464,40
55.6641,75.95143787878789,75.93690724172625,75.75937812092657,75.81364592010259,40.12326132162366,40.177529120799676,40
58.5938,77.28683787878789,77.254985340628,76.71749152523353,76.96042112511591,40.29456421551208,40.53749381539447,40
60.0586,77.71143787878789,77.67985863817164,77.08658807804667,77.35692996794248,40.32292867022916,40.593270560124964,40
62.9883,78.3264378787879,78.29736528322796,77.75850055488128,77.99832644563402,40.29903883759394,40.53886472834668,40
64.4531,78.4966378787879,78.47130273136938,78.01465210715453,78.21066548049153,40.26063725087785,40.456650624214845,40
67.3828,79.03353787878787,79.01695822310016,78.7611696349668,78.85495632698719,40.16200189611297,40.255788588133356,40
68.8477,79.24263787878787,79.22740201477615,79.01191233465677,79.08511611032294,40.1422859044532,40.215489680119376,40
71.7773,79.93443787878789,79.91583542767975,79.63241101364109,79.74085613748152,40.17497929019824,40.28342441403866,40
74.707,80.5636378787879,80.54630263505875,80.27269667981179,80.37756762907773,40.16873500598102,40.273605955246964,40
77.6367,81.0788378787879,81.06030385549126,80.79769602402484,80.8955969019375,40.16470695355376,40.26260783146641,40
79.1016,81.35923787878791,81.34065769567923,81.0936261914979,81.18282751868588,40.15783017699334,40.24703150418132,40
82.0312,82.05273787878791,82.02949497809162,81.69606435376396,81.82880093934936,40.200694038742256,40.33343062432766,40
84.9609,82.38653787878789,82.37311043969508,82.18197549902258,82.24495497206077,40.128155467634315,40.1911349406725,40
87.8906,82.87703787878789,82.85306190895653,82.59230765325741,82.68664945184099,40.16641245711554,40.260754255699126,40
90.8203,83.32153787878791,83.29717337537194,83.03231635383635,83.12834147361899,40.16883190175295,40.26485702153559,40
95.2148,84.44723787878787,84.40860533291838,83.75047694800733,84.05071766548011,40.35788766743828,40.65812838491105,40
98.1445,84.62323787878789,84.59203169925114,84.12046602770694,84.3237038227396,40.268327876511535,40.4715656715442,40
101.074,84.91693787878789,84.88602745601712,84.41440387299313,84.62215939379688,40.26386806222024,40.471623583023984,40
105.469,85.20253787878788,85.17978558925361,84.86816153622547,84.99159913146353,40.18818645779008,40.31162405302814,40
108.398,85.6306378787879,85.60079839357434,85.20534813494375,85.3665404555763,40.23425793799804,40.39545025863059,40
112.793,85.84953787878788,85.8212912524988,85.47056838496559,85.60863045414484,40.21266079835395,40.35072286753321,40
117.188,86.16193787878787,86.1235188610074,85.81132803784216,85.92119817394594,40.20232068706146,40.31219082316524,40
120.117,86.63393787878789,86.58573182720187,85.99859206781677,86.25542245799689,40.33030936920498,40.587139759385096,40
124.512,86.75923787878789,86.71581309024602,86.04470306556807,86.34918022685383,40.366632863392184,40.671110024677944,40
128.906,86.79703787878789,86.75771848340737,86.19934362618623,86.44406125101973,40.31365723238764,40.55837485722114,40
133.301,86.8942378787879,86.85713178659357,86.22745482063462,86.50864693231054,40.34848485428303,40.62967696595895,40
139.16,86.41433787878789,86.37477645050431,86.11022880517056,86.17920106737023,40.195575383134084,40.26454764533375,40
143.555,86.48153787878789,86.43501181040945,86.0295717541149,86.17911120513271,40.255900605276736,40.40544005629455,40
147.949,86.53033787878789,86.47483270238244,85.70464440127928,86.05764628323466,40.41718641914778,40.77018830110316,40
153.809,85.9534378787879,85.90081233309004,85.22335039394939,85.51498535844861,40.38582697464143,40.677461939140656,40
