Freq "DI offset"
23.6 50
24.3 50
25.0 50
25.8 50
26.5 50
27.2 50
28.0 50
29.0 50
30.0 50
30.7 50
31.5 50
32.5 50
33.5 50
34.5 50
35.5 50
36.5 50
37.5 50
38.7 50
40.0 50
41.2 50
42.5 50
43.7 50
45.0 50
46.2 50
47.5 50
48.7 50
50.0 50
51.5 50
53.0 50
54.5 50
56.0 50
58.0 50
60.0 50
61.5 50
63.0 50
65.0 50
67.0 50
69.0 50
71.0 50
73.0 50
75.0 50
77.5 50
80.0 50
82.5 50
85.0 50
87.5 50
90.0 50
92.5 50
95.0 50
97.5 50
100.0 50
103.0 50
106.0 50
109.0 50
112.0 50
115.0 50
118.0 50
122.0 50
125.0 50
128.0 50
132.0 50
136.0 50
140.0 50
145.0 50
150.0 50
155.0 50
160.0 50
165.0 50
170.0 50
175.0 50
180.0 50
185.0 50
190.0 50
195.0 50
200.0 50
206.0 50
212.0 50
218.0 50
224.0 50
230.0 50
236.0 50
243.0 50
250.0 50
258.0 50
265.0 50
272.0 50
280.0 50
290.0 50
300.0 50
307.0 50
315.0 50
325.0 50
335.0 50
345.0 50
355.0 50
365.0 50
375.0 50
387.0 50
400.0 50
412.0 50
425.0 50
437.0 50
450.0 50
462.0 50
475.0 50
487.0 50
500.0 50
515.0 50
530.0 50
545.0 50
560.0 50
580.0 50
600.0 50
615.0 50
630.0 50
650.0 50
670.0 50
690.0 50
710.0 50
730.0 50
750.0 50
775.0 50
800.0 50
825.0 50
850.0 50
875.0 50
900.0 50
925.0 50
950.0 50
975.0 50
1000.0 50
1030.0 50
1060.0 50
1090.0 50
1120.0 50
1150.0 50
1180.0 50
1220.0 50
1250.0 50
1280.0 50
1320.0 50
1360.0 50
1400.0 50
1450.0 50
1500.0 50
1550.0 50
1600.0 50
1650.0 50
1700.0 50
1750.0 50
1800.0 50
1850.0 50
1900.0 50
1950.0 50
2000.0 50
2060.0 50
2120.0 50
2180.0 50
2240.0 50
2300.0 50
2360.0 50
2430.0 50
2500.0 50
2580.0 50
2650.0 50
2720.0 50
2800.0 50
2900.0 50
3000.0 50
3070.0 50
3150.0 50
3250.0 50
3350.0 50
3450.0 50
3550.0 50
3650.0 50
3750.0 50
3870.0 50
4000.0 50
4120.0 50
4250.0 50
4370.0 50
4500.0 50
4620.0 50
4750.0 50
4870.0 50
5000.0 50
5150.0 50
5300.0 50
5450.0 50
5600.0 50
5800.0 50
6000.0 50
6150.0 50
6300.0 50
6500.0 50
6700.0 50
6900.0 50
7100.0 50
7300.0 50
7500.0 50
7750.0 50
8000.0 50
8250.0 50
8500.0 50
8750.0 50
9000.0 50
9250.0 50
9500.0 50
9750.0 50
10000.0 50
10300.0 50
10600.0 50
10900.0 50
11200.0 50
11500.0 50
11800.0 50
12200.0 50
12500.0 50
12800.0 50
13200.0 50
13600.0 50
14000.0 50
14500.0 50
15000.0 50
15500.0 50
16000.0 50
16500.0 50
17000.0 50
17500.0 50
18000.0 50
18500.0 50
19000.0 50
19500.0 50
