Freq "Side Wall Bounce"
20.5078 60.75348000171607
21.9727 56.96716872652607
23.4375 59.952306747232825
24.9023 64.47181780225262
26.3672 65.9842693807343
27.832 69.19846565549742
29.2969 70.84515011459081
30.7617 74.04157641231728
32.2266 75.96939805802441
33.6914 78.14295011276756
35.1562 80.17763419768337
36.6211 82.00280959436499
38.0859 83.8363252548871
39.5508 85.57765360346369
41.0156 87.06168018122649
42.4805 88.60256887302529
43.9453 89.5249112545517
45.4102 90.49208927894134
46.875 91.38788887373127
48.3398 92.1079805721937
51.2695 93.27585818801828
52.7344 93.69047912596946
54.1992 94.08391710155843
55.6641 94.34548650225113
58.5938 94.7659136761035
60.0586 94.93812649686126
62.9883 95.05953681072471
64.4531 95.06532533141817
67.3828 95.09177444622114
68.8477 95.09468122935901
71.7773 95.19822134252064
74.707 95.24018728126347
77.6367 95.24992723065287
79.1016 95.23427841865902
82.0312 95.16301853558218
84.9609 95.09699525976484
87.8906 95.10593314365258
90.8203 95.12144769115461
95.2148 94.9143592262803
98.1445 94.87161713879297
101.074 94.82316175264994
105.469 94.88824430455257
108.398 94.9972245224009
112.793 95.07009193871897
117.188 95.14117763276796
120.117 95.17032702912414
124.512 95.11445336263148
128.906 95.0653936210958
133.301 95.09268379719404
139.16 95.04451353598644
143.555 94.99185305878883
147.949 94.99556434591138
153.809 94.90705828992293
159.668 94.97136886101836
165.527 95.27057232039786
171.387 95.17064166779784
177.246 95.06368088545445
183.105 94.88061025965766
188.965 94.79471752268414
196.289 94.983600884868
203.613 94.83359094376357
210.938 95.07982493435335
218.262 95.00000143986934
225.586 94.92200970586734
232.91 94.86274428928299
241.699 95.09073818600686
250.488 94.91059068698561
259.277 95.26952304861305
268.066 95.06957280225913
276.855 94.99108982845075
287.109 94.98510075516003
297.363 95.01110888815676
307.617 95.32819621790831
319.336 94.6561108134868
329.59 94.72474998592278
341.309 94.45166919603204
353.027 94.27607131749564
366.211 94.79138736892486
379.395 95.5623529662663
392.578 95.75205343100922
405.762 95.47257729665698
420.41 95.60758180352943
435.059 95.63367577994059
451.172 95.57850618490949
465.82 95.90750410736015
483.398 94.63624761573097
499.512 94.72335868018155
517.09 94.57249355052186
536.133 93.27356255497956
555.176 93.99386449686978
574.219 94.36135753684101
594.727 94.33404398713947
615.234 94.2496134010344
637.207 93.88364083272211
659.18 93.37070418535288
682.617 93.49741255553613
707.52 92.72569717634573
732.422 92.16525554664747
757.324 91.78220839179946
785.156 91.45777454506431
811.523 92.29200326968444
840.82 92.39531820410616
870.117 93.33071591836762
900.879 94.00141402517572
933.105 94.22095211510354
965.332 94.02952744543983
1000.49 94.09750504875532
1035.64 93.21019626033424
1072.27 92.16679835241716
1108.89 92.06407733655676
1148.44 90.93501260073917
1189.45 92.18333736491583
1230.47 92.13445767048758
1274.41 92.17443321018706
1319.82 92.45471100465471
1366.7 92.1231943912578
1413.57 91.62824695759805
1463.38 91.25748184811316
1516.11 91.1164208020006
1568.85 90.47003352556446
1624.51 90.78154945390192
1681.64 91.49865562087444
1741.7 92.07669008560006
1803.22 92.62286344124884
1866.21 92.6252508896595
1932.13 92.08827025513175
1999.51 92.02596479045236
2069.82 92.58197950098553
2143.07 93.0390801158619
2219.24 93.23225918237054
2296.88 92.62716195936974
2378.91 91.85611879089439
2462.4 92.33121465270602
2548.83 93.33848698419484
2639.65 93.38574373097066
2731.93 92.73237430374921
2828.61 92.47060859860201
2928.22 92.90028705532615
3030.76 93.24053679665897
3137.7 92.9522354269101
3249.02 92.86129778213355
3363.28 92.4598691974747
3481.93 92.57125974849488
3604.98 92.8586717893177
3732.42 93.4877550825415
3864.26 94.07807087213082
4000.49 93.64681546404515
4141.11 94.36902829189167
4287.6 94.84806817342634
4438.48 94.88826389691208
4595.21 94.44605088475552
4756.35 94.42234091462521
4924.8 94.47007621709795
5097.66 94.95831733917275
5277.83 94.0841003036319
5463.87 94.99061914948571
5657.23 94.70078586607664
5856.45 94.6694071382853
6062.99 95.0235554091459
6276.86 94.31835286921466
6498.05 93.55839266238779
6726.56 93.1287473131415
6963.87 91.8906286167574
7209.96 90.97844309886437
7464.84 91.41327587671573
7727.05 90.78299467287715
7999.51 90.38450205485483
8282.23 89.70046901657484
8573.73 89.59023716820849
8876.95 88.9316405267245
9188.96 88.44541998240243
9514.16 88.26312590964545
9849.61 88.70226792718881
10196.8 89.22770030021437
10555.7 89.44173369109274
10927.7 89.38090268507466
11313.0 89.44694969511526
11712.9 89.04255203763822
12126.0 88.35495256400395
12553.7 87.7401944031671
12996.1 87.12835388527222
13454.6 86.58308079359458
13929.2 85.95460381606861
14419.9 85.31454950163621
14928.2 84.61897721623305
15455.6 83.82328208491033
16000.5 83.37566448719956
16564.5 82.84588323413378
17148.9 82.59932370941276
17752.4 82.56905907520374
18379.4 82.28242519280292
19026.9 82.01657500577531
19697.8 81.785983270711
19999.5 81.69318763404098
