Freq "Total Early Reflection"
20.5078 67.4415276581707
21.9727 67.24610322851925
23.4375 69.07367501693791
24.9023 70.38868246099914
26.3672 71.08177176401003
27.832 72.28102473491924
29.2969 73.07387694275472
30.7617 74.07381427491877
32.2266 74.82711920362887
33.6914 75.58727996805833
35.1562 76.31991955377079
36.6211 77.12741732974737
38.0859 77.84359280946586
39.5508 78.55905051066779
41.0156 79.25678194282301
42.4805 79.92483474658339
43.9453 80.6019016476613
45.4102 81.22063944870312
46.875 81.7862024806517
48.3398 82.4713647025623
51.2695 83.63238641589707
52.7344 84.16437273768652
54.1992 84.68978802147043
55.6641 85.208915146637
58.5938 86.15789833683793
60.0586 86.61400514841796
62.9883 87.42338467540823
64.4531 87.7764080432463
67.3828 88.37786161139252
68.8477 88.63196919979653
71.7773 89.11006024101479
74.707 89.46852081636514
77.6367 89.66857580403804
79.1016 89.72807178789404
82.0312 89.81026888678113
84.9609 89.82365237466442
87.8906 89.81915264680926
90.8203 89.90760161567756
95.2148 89.72071528244551
98.1445 89.50810667117325
101.074 89.27694739191853
105.469 88.97875911458318
108.398 88.7739683302699
112.793 88.41781521997693
117.188 88.05024766869182
120.117 87.81870075177825
124.512 87.7698369916112
128.906 87.48383454719703
133.301 87.18247280530922
139.16 86.79555237199823
143.555 86.72089821624945
147.949 86.92713221757144
153.809 87.08453336392209
159.668 86.77246898395022
165.527 86.61375578330843
171.387 86.66212992459968
177.246 86.40940746658207
183.105 86.5238887687735
188.965 86.55642157801616
196.289 86.77448956294282
203.613 86.39572270594424
210.938 86.15420045590629
218.262 86.54079405163489
225.586 86.19644344200374
232.91 86.53129027193376
241.699 86.46167092962408
250.488 87.3670057149162
259.277 87.08526906749059
268.066 87.23577109891076
276.855 88.05378795477343
287.109 87.98704010827238
297.363 87.18829804768535
307.617 88.47485364300448
319.336 88.36942650504349
329.59 88.11092542022112
341.309 87.38772727703825
353.027 87.79551697048915
366.211 88.1851755410513
379.395 87.72413801280503
392.578 89.46438293636949
405.762 88.3339579857139
420.41 88.2570230740489
435.059 88.09843591179362
451.172 86.14052932673299
465.82 86.63793427342632
483.398 88.04220101272146
499.512 88.39969979376467
517.09 87.27045053858373
536.133 86.13609352775893
555.176 86.82248029688617
574.219 86.45240099916192
594.727 86.78671862314741
615.234 86.81880570266483
637.207 86.30065556200628
659.18 86.53154579893412
682.617 85.69825837430263
707.52 85.50768531754402
732.422 85.93100019708301
757.324 85.70886557023695
785.156 85.13130852359039
811.523 85.1764444470674
840.82 85.52812960868731
870.117 85.47734888241432
900.879 84.48807401635992
933.105 84.40858911638979
965.332 84.74951373694658
1000.49 84.17675955939329
1035.64 83.96858761111828
1072.27 84.57399270093245
1108.89 84.59778870325452
1148.44 84.46232764905307
1189.45 84.86938728217349
1230.47 85.09184389656352
1274.41 85.49808919600629
1319.82 86.77266055405865
1366.7 86.2213021783879
1413.57 86.91836606129299
1463.38 86.69690139930104
1516.11 86.78259362504119
1568.85 86.72895597395039
1624.51 86.33904643440434
1681.64 86.89457669147338
1741.7 86.86200098914613
1803.22 87.23216472953376
1866.21 87.1206311668587
1932.13 86.65559351121702
1999.51 86.5778296216445
2069.82 86.27509518314294
2143.07 85.7735167786192
2219.24 85.19283032093809
2296.88 85.22927736582555
2378.91 85.21430817023
2462.4 84.46379583682489
2548.83 84.35993844449739
2639.65 84.80467209328617
2731.93 85.03599110334345
2828.61 84.99526813380406
2928.22 84.35684146192735
3030.76 85.23554187671256
3137.7 85.93219941741101
3249.02 85.34797628020176
3363.28 85.66330940791828
3481.93 86.31210232707443
3604.98 86.24069852253676
3732.42 86.54006105062201
3864.26 86.58656918103529
4000.49 86.6065194600031
4141.11 86.59752356213035
4287.6 86.62768183286468
4438.48 86.92941916616259
4595.21 87.16738117867419
4756.35 87.12298117176675
4924.8 87.41389203587973
5097.66 87.0285415201492
5277.83 86.70855831197426
5463.87 86.0675824121534
5657.23 85.71618851593949
5856.45 85.35852380738153
6062.99 85.01007486375768
6276.86 84.87259286266666
6498.05 84.74868750463925
6726.56 84.73621758485952
6963.87 84.74719893684563
7209.96 84.65129023198124
7464.84 84.46302130932789
7727.05 84.21535417211332
7999.51 83.94086457659884
8282.23 83.82969327578824
8573.73 83.70220664622789
8876.95 83.76384960502587
9188.96 83.834195453004
9514.16 83.86528049512495
9849.61 83.89445005114653
10196.8 83.69956175265581
10555.7 83.31394381988879
10927.7 83.30103804593601
11313.0 83.49390219901966
11712.9 83.7899582241502
12126.0 83.88087131063803
12553.7 83.9928381575486
12996.1 83.89640284772445
13454.6 83.68726868760281
13929.2 83.41046466263249
14419.9 82.90317418429395
14928.2 82.19388137515948
15455.6 81.30735860836403
16000.5 80.22458738133439
16564.5 79.21780234196036
17148.9 78.97073873528677
17752.4 78.45966571736822
18379.4 77.02475981710344
19026.9 75.78178918533214
19697.8 74.95333801618251
19999.5 74.53851124612608
