Freq,Floor Bounce,Ceiling Bounce,Front Wall Bounce,Side Wall Bounce,Rear Wall Bounce,Total Early Reflection
20.5078,53.55578796358424,53.058794604313135,53.081848766315574,54.011590872604216,58.92735643725379,55.22534621237617
21.2402,54.08848663694917,53.573828220628144,53.652795971237026,54.49888493525927,59.70097505912517,55.86854534731472
21.9727,55.09001175619997,54.47398738802079,54.60210363820394,55.4973085903041,60.65949248095873,56.83070819144305
22.7051,56.011524602149365,55.580574253971776,55.61027946352107,56.51713253695442,61.712142781456606,57.862202994897274
23.4375,57.33046691030435,56.643742252979735,56.67193228826363,57.91940667881963,63.133666991325555,59.18474202455499
24.1699,59.01155467282831,58.30571317790748,58.38182427823125,59.48478827172045,64.33054443345878,60.615297608736114
25.6348,61.759504235550224,61.0273388538067,61.16964457813776,62.10928246305852,66.44837606483878,63.059871938137775
26.3672,63.10088879867334,62.25867678408281,62.477625496936014,63.377683576912844,67.58567145200595,64.2831147690178
27.0996,64.76017275288277,63.853777664698654,64.12592073508821,64.97039522702664,68.9828657530803,65.81145790478944
27.832,66.21538757493653,65.27877069543486,65.55845798653075,66.40432338206767,70.24868671906697,67.17844611217282
29.2969,68.94234321302791,68.03519478766206,68.30487073371552,69.12511534704366,72.6799363474654,69.79351180394447
30.0293,70.38236225958008,69.43656894152257,69.72506062826452,70.53003847051336,73.89372171197589,71.13273785429257
31.4941,74.01883318622353,72.93311359104906,73.33743053233677,74.01997811877443,76.84683988808213,74.47335106854432
32.2266,75.63592699490572,74.47547713212933,74.94920763475764,75.55337154985675,78.14039955543166,75.95448901570748
33.6914,78.5726977266178,77.2276738777808,77.85448649329034,78.3072754241825,80.3769842471313,78.60472698735876
34.4238,79.15544553913787,77.71662835419805,78.42874562341153,78.79680739812984,80.62651691585089,79.05688800160512
35.8887,79.10771518084309,77.45296049065517,78.33975396922678,78.59186292443707,80.04170329734266,78.79163325046287
37.3535,78.40214545505421,76.50750753614048,77.58605284473727,77.72596898353576,78.79945049552941,77.87330237711828
