Freq "Early Reflections DI"
20.5078 49.88335618273271
21.9727 49.697861128557776
23.4375 49.758501640763455
24.9023 49.713677972293794
26.3672 49.62924401703299
27.832 49.77955161082653
29.2969 49.87902869269965
30.7617 49.8681650003937
32.2266 49.973105925458384
33.6914 49.945891010913115
35.1562 49.8755615518253
36.6211 50.02501143624022
38.0859 50.10066863422608
39.5508 50.07356225329525
41.0156 49.95112806691874
42.4805 50.087509512015004
43.9453 50.09291846602872
45.4102 50.11960996384957
46.875 50.12593589204417
48.3398 50.129298731480134
51.2695 50.124501857295726
52.7344 50.137450189945696
54.1992 50.138099973390055
55.6641 50.13131300586642
58.5938 50.141190175535115
60.0586 50.148503171080094
62.9883 50.151465319414214
64.4531 50.154979563980945
67.3828 50.17179300773742
68.8477 50.17650126664036
71.7773 50.175705882526515
74.707 50.17320964402849
77.6367 50.165329029519256
79.1016 50.17359098968204
82.0312 50.19321380438666
84.9609 50.20924801106975
87.8906 50.182991733635646
90.8203 50.18222943441924
95.2148 50.192918808852426
98.1445 50.20593090206552
101.074 50.2108051914725
105.469 50.235288039109875
108.398 50.24532434695732
112.793 50.2301472915249
117.188 50.25149578934652
120.117 50.25964679723671
124.512 50.301593379845414
128.906 50.31381733666008
133.301 50.28704058919908
139.16 50.28197503710405
143.555 50.32993692735427
147.949 50.40961952126926
153.809 50.37492828882249
159.668 50.38044536702476
165.527 50.33333327855259
171.387 50.45387073200072
177.246 50.353638604887976
183.105 50.5153059376496
188.965 50.567313652405005
196.289 50.49338844917837
203.613 50.63816984052826
210.938 50.61092074237823
218.262 50.51507721005193
225.586 50.547897310869544
232.91 50.64743505904481
241.699 50.68998471905397
250.488 50.835423810070566
259.277 50.794291405657034
268.066 50.76971042163788
276.855 50.78096589764721
287.109 50.873877451838894
297.363 51.11213988160715
307.617 50.995282273555375
319.336 51.07764549168432
329.59 51.00508638008334
341.309 51.10037674645878
353.027 51.195007754735286
366.211 51.17864587519581
379.395 51.12171933826926
392.578 51.117237998029495
405.762 51.196449807984564
420.41 51.2155924066149
435.059 51.225701743462466
451.172 51.362248709278646
465.82 51.4071835650214
483.398 51.2899835344613
499.512 51.32676117519573
517.09 51.25765521173051
536.133 51.600735867186344
555.176 51.52628064286644
574.219 51.383548731979374
594.727 51.337330784136526
615.234 50.518521049286065
637.207 51.68039260827341
659.18 51.88721306149239
682.617 52.022836577022474
707.52 51.6892805918432
732.422 51.52610993522616
757.324 51.49365218567168
785.156 51.74095392329838
811.523 52.03109832740195
840.82 52.08462002651625
870.117 52.54944201271064
900.879 52.38797394254689
933.105 52.42863753078906
965.332 52.27083206797941
1000.49 52.508687334648116
1035.64 52.41312694425956
1072.27 52.39487680121354
1108.89 52.20380753067245
1148.44 52.43042903306814
1189.45 52.5875935351759
1230.47 52.87495512574745
1274.41 53.11964943790103
1319.82 52.93796219858662
1366.7 52.90499766052437
1413.57 53.08976298187761
1463.38 53.10248854962839
1516.11 52.99426496672089
1568.85 52.94500707974875
1624.51 53.35560178836275
1681.64 53.72612580042602
1741.7 54.04012471212144
1803.22 53.982432429934434
1866.21 53.97153084045013
1932.13 53.854386675457505
1999.51 53.94791017755638
2069.82 54.39482559849664
2143.07 54.56583845696734
2219.24 54.69372346288833
2296.88 54.39432001295994
2378.91 54.28143115403283
2462.4 54.47395453933052
2548.83 54.68588972542413
2639.65 54.49040806625693
2731.93 54.1430517107751
2828.61 53.966538322532045
2928.22 53.69839078081087
3030.76 53.59857487146337
3137.7 53.02646751939764
3249.02 52.17006562597922
3363.28 52.4140265387048
3481.93 52.570856865560756
3604.98 52.79496475538804
3732.42 53.25426214078111
3864.26 52.781837283639334
4000.49 52.72726668132786
4141.11 52.71160201651816
4287.6 52.64889812419804
4438.48 52.72810813217126
4595.21 52.134265845933925
4756.35 52.686452980808454
4924.8 52.471703036152135
5097.66 51.67484028960034
5277.83 52.04804808598546
5463.87 52.54744452600016
5657.23 52.34291159808308
5856.45 52.236336470569995
6062.99 52.63932559675838
6276.86 52.516334550168864
6498.05 53.02040538208014
6726.56 53.06482692819171
6963.87 52.59852928972063
7209.96 52.77070247396516
7464.84 52.90792028505892
7727.05 53.20562702660753
7999.51 52.914898733632626
8282.23 52.799869867389006
8573.73 52.21714956312191
8876.95 52.583216260525035
9188.96 52.95619804610678
9514.16 52.89408108498043
9849.61 52.67682423363448
10196.8 52.85201700302869
10555.7 52.35618810669408
10927.7 52.2920457911836
11313.0 52.19839672452515
11712.9 51.63356741294908
12126.0 52.83343787163322
12553.7 53.65341112021805
12996.1 54.58367508576036
13454.6 55.37995685593813
13929.2 55.59474627720755
14419.9 55.64159633528622
14928.2 55.61567532101567
15455.6 55.64444132780271
16000.5 55.49830219511546
16564.5 55.345306789154066
17148.9 55.190253921313
17752.4 55.19745380636546
18379.4 55.133502677135525
19026.9 54.94784080513945
19697.8 55.03604705181934
19999.5 55.071950748748264
