Freq "Estimated In-Room Response"
20.5078 56.30034231803421
23.4375 59.90928724918177
26.3672 63.64990916167514
29.2969 67.25781353257541
32.2266 70.6232205618351
35.1563 73.78994734563676
38.0859 76.5820654904488
41.0156 78.85342756307732
43.9453 80.32843715713612
46.875 81.30974489528637
49.8047 81.89066122168323
52.7344 82.27737451276005
55.6641 82.56578281649654
58.5938 82.83269211007779
61.5234 83.0196259752114
64.4531 83.21897061986198
67.3828 83.44319912435499
70.3125 83.69193375148467
73.2422 83.92537914910615
76.1719 84.19297287433334
79.1016 84.39811493352434
82.0313 84.64144017848207
84.9609 84.80996492041538
87.8906 84.90822625694686
90.8203 84.96670238227546
93.75 85.29536352069444
96.6797 85.36185465046029
102.539 85.62321424297808
105.469 85.67909994718178
108.398 85.8101393133764
111.328 85.93256459181308
117.188 86.09086979936635
120.117 86.19547952852666
125.977 86.1773430571038
128.906 86.12053732872785
134.766 85.87037181840732
137.695 85.8303711019532
143.555 85.77366346456674
149.414 85.60747001406997
155.273 85.5363357621402
158.203 85.51041665714516
164.063 85.53921038996918
169.922 85.010291631712
175.781 84.89793353444136
181.641 84.68842525149286
190.43 84.38394703861775
196.289 84.28989174070699
202.148 84.1586266276473
210.938 83.96181120739324
216.797 83.79860876951975
225.586 83.6490820449344
234.375 83.62327698859445
240.234 83.34427385894656
249.023 83.14885122768823
257.813 83.24070257462051
266.602 82.65363524695317
278.32 82.60257134847069
287.109 82.53043240689345
295.898 82.45054474501725
307.617 82.28905594826875
319.336 82.03003571625425
331.055 81.71844585174367
342.773 81.38191940484614
354.492 82.63670798083065
366.211 82.59097341374104
377.93 82.6724913228406
392.578 82.02717704137066
407.227 81.40617304636
421.875 81.93264144396896
436.523 81.84030190809712
451.172 81.99520512761191
465.82 81.8666516859155
483.398 81.5813271266244
500.977 81.65284263383796
518.555 81.37108721141
536.133 81.22225529965125
553.711 81.4901764759434
574.219 81.60208676483023
594.727 81.25218427415479
615.234 81.07162364090217
638.672 81.46359775393027
659.18 81.72352862781058
682.617 83.00171894870307
706.055 83.1470767381964
732.422 82.02761469240258
758.789 81.66947430055012
785.156 81.52638528305985
811.523 81.54756958770828
840.82 81.76226276089116
870.117 81.8788300263611
902.344 82.09218936188637
931.641 82.44182019766856
966.797 82.84016575592237
999.023 82.80810948507049
1034.18 82.97499605860811
1072.27 82.89270119783319
1110.35 82.56069161999635
1148.44 82.34789813586342
1189.45 82.70095944465467
1230.47 82.57371638967659
1274.41 82.5513947632641
1318.36 82.67160838596712
1365.23 82.2074681218338
1415.04 81.85028740322613
1464.84 81.72042139237749
1514.65 81.64156349562964
1570.31 81.69325261084391
1623.05 81.28924546100279
1681.64 80.59888738342092
1740.23 80.34051595987955
1801.76 80.54323694627695
1866.21 80.19979870343764
1930.66 79.45505797336996
2000.98 80.28985664300515
2071.29 80.85666691032431
2144.53 80.60731977491471
2217.77 80.20151821915908
2296.88 80.49950286415476
2378.91 80.82893569291724
2460.94 80.3703690298769
2548.83 79.90121314442153
2639.65 79.99233366598506
2733.4 79.98809317514753
2827.15 80.17120507211195
2926.76 80.21343629198853
3032.23 80.23452043464816
3137.7 80.35404286828776
3249.02 80.29640321687178
3363.28 80.24954413420151
3483.4 80.31492340198267
3606.45 80.20249922040207
3732.42 79.99887471313968
3864.26 80.09614341830934
3999.02 80.17306260875756
4139.65 79.9753753621377
4286.13 80.34181589699794
4438.48 80.31459928647575
4593.75 80.19965367930719
4757.81 80.39876439441643
4924.8 80.42854053613895
5097.66 80.13238880832964
5279.3 79.69346572930279
5463.87 79.74329098870125
5657.23 79.46845199572881
5856.45 79.62129832637291
6061.52 79.92533772719399
6275.39 80.13351918508627
6498.05 80.01333462229256
6726.56 79.96865801569443
6963.87 80.00312432186473
7209.96 79.76280032049847
7464.84 79.64163596961163
7728.52 79.8614965170181
8000.98 80.2026524264603
8282.23 80.58526170567166
8575.2 80.70921387443893
8876.95 80.38374808488328
9190.43 79.80861007492871
9512.7 79.34244159766712
9849.61 78.37010776407371
10195.3 76.84937269932149
10555.7 76.34010618521462
10927.7 78.07642797894385
11314.5 78.24269326494024
11712.9 77.90716614313104
12126.0 78.16391613690178
12553.7 78.60170262182882
12996.1 78.33810547685007
13453.1 78.47814252978034
13927.7 78.92089438551893
14419.9 78.67639213670373
14929.7 78.50737099250176
15454.1 78.1598888618359
15999.0 77.38345002514404
16564.5 76.93268434303837
17147.5 77.14546587223143
17753.9 80.44551677109486
18377.9 83.0137147440299
19028.3 85.76684027252337
19699.2 87.2990975966403
19998.0 87.17231548640892
