Freq "Sound Power DI"
20.5078 50.47928578252254
21.9727 50.4471358872953
23.4375 50.43804631720815
24.9023 50.374716182258396
26.3672 50.355425428580645
27.832 50.39579945946062
29.2969 50.45332755069762
30.7617 50.40243870458329
32.2266 50.38669336247807
33.6914 50.4035360386149
35.1562 50.42650490089629
36.6211 50.4075123409761
38.0859 50.44756548708688
39.5508 50.397349700637946
41.0156 50.398454914493314
42.4805 50.41960859392064
43.9453 50.3945108807236
45.4102 50.423442688913596
46.875 50.46897169396263
48.3398 50.491898969918665
51.2695 50.465957182900596
52.7344 50.43707600269693
54.1992 50.404251123605505
55.6641 50.444257292288
58.5938 50.54175590450404
60.0586 50.540349090758156
62.9883 50.50550886650011
64.4531 50.4996650344966
67.3828 50.50645742005756
68.8477 50.51353531334631
71.7773 50.54099534226319
74.707 50.55019921247117
77.6367 50.54506245697368
79.1016 50.55288908185949
82.0312 50.5936153965925
84.9609 50.604010551439515
87.8906 50.58683582740581
90.8203 50.63532636915862
95.2148 50.624119039322125
98.1445 50.63935613326035
101.074 50.70231065377757
105.469 50.66408804650477
108.398 50.72864546231237
112.793 50.80253345672219
117.188 50.8000070779662
120.117 50.80176986591603
124.512 50.85317595622607
128.906 50.95019983197136
133.301 51.00764565959345
139.16 50.98265400599526
143.555 50.96534115207784
147.949 50.998698598131256
153.809 51.1542068848879
159.668 51.17620087201152
165.527 51.21514057441847
171.387 51.30637588533084
177.246 51.208302391231626
183.105 51.31002014375032
188.965 51.493740543163824
196.289 51.52179269415383
203.613 51.69395254330456
210.938 51.939328212615166
218.262 51.845176108022414
225.586 52.24062082181496
232.91 52.43074050267127
241.699 52.436436346386444
250.488 52.776192799343306
259.277 52.775559612354954
268.066 53.105293971362485
276.855 53.35575184796518
287.109 53.28275425164492
297.363 53.62299689940275
307.617 53.54442058103932
319.336 53.560096995319896
329.59 53.67100771628132
341.309 53.74243715103313
353.027 54.012822721228616
366.211 54.425147392147935
379.395 54.06093802891391
392.578 54.0807324242208
405.762 54.13119178517593
420.41 54.43207183479706
435.059 54.10161245527226
451.172 54.841974664874144
465.82 54.637356903472536
483.398 54.511690358371354
499.512 54.462577941372444
517.09 53.42599016773333
536.133 54.59380689402796
555.176 55.1610682563291
574.219 54.45899768104174
594.727 54.87012946936795
615.234 55.17801893163907
637.207 54.53081594429442
659.18 53.7495467729878
682.617 54.679642581135326
707.52 54.687404955069866
732.422 54.75529295378652
757.324 54.19440319515451
785.156 53.83699467338029
811.523 53.972660637834664
840.82 53.00365800833691
870.117 54.46614456224694
900.879 53.60925135749589
933.105 53.49177041015295
965.332 53.44534853308372
1000.49 53.972300288991875
1035.64 54.87624788397571
1072.27 53.96829139532218
1108.89 53.94952984207178
1148.44 54.36036494396768
1189.45 55.88455471411271
1230.47 56.416683838105314
1274.41 56.1270316706772
1319.82 55.914309386549604
1366.7 55.51664608699579
1413.57 55.52563968245818
1463.38 55.68366430525862
1516.11 56.020663689273505
1568.85 55.658416219285385
1624.51 55.12434652714599
1681.64 55.075017775173166
1741.7 55.585510322646144
1803.22 55.74792322715888
1866.21 55.5381388094778
1932.13 55.72103441193396
1999.51 56.383151509088094
2069.82 56.76811356417569
2143.07 56.7148437960399
2219.24 56.705368494747646
2296.88 57.12854449465672
2378.91 57.295834549948395
2462.4 57.37910413816368
2548.83 57.55668533240603
2639.65 57.47306019374601
2731.93 57.279013369097086
2828.61 57.50443259045396
2928.22 57.4901927829483
3030.76 57.77167560109771
3137.7 57.98047038271322
3249.02 58.05360912761961
3363.28 58.132847358771016
3481.93 58.50014137567341
3604.98 58.57293253355597
3732.42 58.62538149308793
3864.26 58.75382753645442
4000.49 58.6408038423
4141.11 59.01214384926445
4287.6 59.15963617126572
4438.48 59.29796231587957
4595.21 59.56255989021989
4756.35 59.8287527051162
4924.8 59.945981680313594
5097.66 59.863326946990824
5277.83 59.79302175528379
5463.87 60.04821960466005
5657.23 60.078418802660934
5856.45 59.89801123673166
6062.99 59.57259658630538
6276.86 59.4123905642505
6498.05 59.75734491160564
6726.56 59.805244972837485
6963.87 59.83587358322103
7209.96 59.890727961034685
7464.84 59.658049444696445
7727.05 59.64031075563295
7999.51 59.80298038626705
8282.23 59.87242810549118
8573.73 59.67476267691747
8876.95 59.60936932141793
9188.96 59.63105101220043
9514.16 59.78636034180769
9849.61 60.00985045681077
10196.8 59.67314349285931
10555.7 59.34976456290525
10927.7 59.549063784706206
11313.0 60.268260640829
11712.9 61.156831637568104
12126.0 61.26104669675823
12553.7 61.09189986477942
12996.1 61.1286572946555
13454.6 61.76861923596172
13929.2 62.63579210759116
14419.9 62.65603250880913
14928.2 58.34501142615298
15455.6 57.6907898389579
16000.5 59.39302297909278
16564.5 60.43243803928135
17148.9 60.62836708939621
17752.4 60.488395262745215
18379.4 60.06981166463504
19026.9 59.81067833813752
19697.8 60.039534368482364
19999.5 60.06865390113221
