Freq "Rear Wall Bounce"
20.5078 32.92079945685124
21.9727 32.818808497755256
23.4375 32.95670040892561
24.9023 28.669084547935668
26.3672 25.650851294199796
27.832 25.225677917806124
29.2969 33.132913605337265
30.7617 25.799992229536954
32.2266 32.35842553298333
33.6914 18.59090120009712
35.1562 33.325779191314965
36.6211 33.28890959883684
38.0859 28.438003368090463
39.5508 29.38643779635727
41.0156 35.8154116145986
42.4805 34.782782275665525
43.9453 38.362528454778314
45.4102 37.21642341601738
46.875 38.879287529776704
48.3398 39.11131135160899
51.2695 43.28881835265004
52.7344 45.140169085621764
54.1992 46.46605232871373
55.6641 48.15275335616356
58.5938 51.17106991487471
60.0586 53.35169328605549
62.9883 55.98541882232148
64.4531 57.401946749132705
67.3828 60.165564218009095
68.8477 61.49062546710475
71.7773 64.02827981619997
74.707 66.34527433807584
77.6367 68.75438671280332
79.1016 69.67492449811
82.0312 71.15835097723657
84.9609 72.33760403621177
87.8906 73.08272059148801
90.8203 73.70142568413588
95.2148 74.50102475867355
98.1445 74.91071318427947
101.074 75.32666263025327
105.469 75.92892386935547
108.398 76.3609945780597
112.793 76.9905884781082
117.188 77.72008248223797
120.117 78.18140331074542
124.512 78.91225317939929
128.906 79.60499132864375
133.301 80.30102643265884
139.16 81.07721022154415
143.555 81.57706057016638
147.949 81.99216721206187
153.809 82.49001236035721
159.668 82.78894041991005
165.527 83.1302199643291
171.387 83.33805314045087
177.246 83.43687694166209
183.105 83.50552173443748
188.965 83.56544331567194
196.289 83.55758690065255
203.613 83.67876888442349
210.938 83.70468304241741
218.262 83.80821594562829
225.586 83.79813259761796
232.91 83.74598209839809
241.699 83.73218709579815
250.488 83.5652678463538
259.277 83.67034719069912
268.066 83.70576429261449
276.855 83.72810470305166
287.109 83.91638129608586
297.363 84.14908755877113
307.617 83.94374223542913
319.336 84.00057155897856
329.59 83.9140133995967
341.309 84.0420427837808
353.027 84.1044934613335
366.211 84.42999135747463
379.395 84.51965154189297
392.578 84.3769240426365
405.762 84.52394830483671
420.41 84.40743118592675
435.059 84.63215604632654
451.172 84.09188467501528
465.82 84.71038475125606
483.398 84.338247884689
499.512 84.55610425961201
517.09 83.54388219306865
536.133 83.88223058984869
555.176 84.09192889615893
574.219 83.42226726432276
594.727 82.64399123218216
615.234 83.973068705258
637.207 82.83189749352533
659.18 82.06021119818261
682.617 81.86038257630746
707.52 81.49923097559777
732.422 80.54937860758672
757.324 80.11319616737443
785.156 80.12012775455396
811.523 79.06385187604512
840.82 80.58373136431312
870.117 79.87593747015174
900.879 80.09380671221852
933.105 79.32679874558808
965.332 78.88212325740118
1000.49 78.46298864277735
1035.64 79.75134954874649
1072.27 81.07641329734322
1108.89 83.38547260507237
1148.44 82.05532457344272
1189.45 78.70258542367036
1230.47 77.29740372154635
1274.41 74.57185556837099
1319.82 74.64326300089914
1366.7 73.9912036471723
1413.57 75.58402307971907
1463.38 73.98256046457543
1516.11 73.99299161085756
1568.85 74.06813297131325
1624.51 73.62913213604887
1681.64 74.8127745424448
1741.7 73.73635518718025
1803.22 73.54922275472181
1866.21 72.18457552580152
1932.13 71.11655792808935
1999.51 70.36828448080077
2069.82 69.98350024387716
2143.07 70.62045800021775
2219.24 71.25774316441854
2296.88 71.46359490501635
2378.91 71.97583720868556
2462.4 73.8227767298449
2548.83 74.0512958287557
2639.65 73.93204009649747
2731.93 73.9254824435815
2828.61 75.18137508831474
2928.22 75.42190552874342
3030.76 75.46642199113552
3137.7 75.33960635820213
3249.02 74.43585914131275
3363.28 73.70172269038808
3481.93 73.54324596762429
3604.98 73.88371943628412
3732.42 73.86339571365077
3864.26 73.28537990509467
4000.49 73.27115495325795
4141.11 72.89713315675306
4287.6 72.92955806049444
4438.48 71.67692499438773
4595.21 71.18577113643927
4756.35 71.48424542185137
4924.8 71.85903752912293
5097.66 71.1758021268428
5277.83 69.60400185359771
5463.87 71.11871999015183
5657.23 71.52567294190408
5856.45 71.14446244701854
6062.99 69.32421076055284
6276.86 69.23933389045916
6498.05 69.0958496593605
6726.56 69.37237198034326
6963.87 68.64966435215078
7209.96 68.95643229740854
7464.84 68.66627204398645
7727.05 69.13326513147614
7999.51 69.49963565644242
8282.23 68.67593413225214
8573.73 67.55808923706387
8876.95 66.9320033088331
9188.96 67.26964222039335
9514.16 67.30408802333648
9849.61 66.30060062704744
10196.8 66.11997122053951
10555.7 65.15154303155599
10927.7 64.55783608196158
11313.0 64.0639604141257
11712.9 62.858263764262645
12126.0 60.709650593004895
12553.7 61.33482188065521
12996.1 61.334568969323
13454.6 60.65125247590866
13929.2 60.754139646292785
14419.9 61.31631426456654
14928.2 62.39854407943393
15455.6 63.091737049426186
16000.5 63.74701471611546
16564.5 62.50112845531392
17148.9 62.478348462520316
17752.4 61.20461966575799
18379.4 59.86990488715442
19026.9 59.13093015635651
19697.8 57.93037878239669
19999.5 59.9607507992002
