Freq "Sound Power"
20.507813 67.06600372999507
21.972656 68.91309412751231
23.4375 70.69757287426924
24.902344 72.37568318290914
26.367188 73.90273320650903
27.832031 75.13679876211891
29.296875 76.16335398615513
30.761719 76.89813993819176
32.226563 77.51805004738327
33.691406 77.73432731284467
35.15625 78.27099934883948
36.621094 78.67174777420335
38.085938 79.0091958845858
39.550781 79.34760467840266
41.015625 79.69139778782103
42.480469 80.0497487189987
43.945313 80.4073466262937
45.410156 80.77039573736747
46.875 81.1252241283774
48.339844 81.4856598497208
51.269531 82.22607873994008
52.734375 82.53403797704091
54.199219 82.81281441986175
55.664063 83.10817488480582
58.59375 83.65345728356968
60.058594 83.92624334453669
62.988281 84.51694223745389
64.453125 84.77232209435999
67.382813 85.17220573114021
68.847656 85.34500063852545
71.777344 85.72225635299111
74.707031 86.00474418130618
77.636719 86.11651470773288
79.101563 86.17036471579587
82.03125 86.33654181350158
84.960938 86.4623721359207
87.890625 86.48071073468132
90.820313 86.51334766055828
95.214844 86.63821572366625
98.144531 86.68313895736637
101.07422 86.66998067324104
105.46875 86.58923531415226
108.39844 86.56066277905657
112.79297 86.62229376573929
117.1875 86.65869246213634
120.11719 86.6355655218267
124.51172 86.4649381832154
128.90625 86.33076745138501
133.30078 86.23744005209446
139.16016 86.04955606421514
143.55469 85.83892008248273
147.94922 85.67235162406968
153.80859 85.59862922171111
159.66797 85.43723983662383
165.52734 85.23750978151934
171.38672 85.07909320817278
177.24609 84.79451363940112
183.10547 84.49272911079399
188.96484 84.5019496537389
196.28906 84.88498931190122
203.61328 84.75945569857535
210.9375 84.23160644144556
218.26172 84.19475392574755
225.58594 84.32142546059804
232.91016 84.45813909059558
241.69922 84.10588705941127
250.48828 84.1441218571516
259.27734 84.11781140709346
268.06641 83.64279259432607
276.85547 83.12030114400196
287.10938 83.58611277050292
297.36328 84.07875223402897
307.61719 83.81489267243997
319.33594 83.21594385897387
329.58984 83.3016963708518
341.30859 83.8044320208995
353.02734 83.7648947278742
366.21094 83.09332663039578
379.39453 82.84786574280123
392.57813 83.67767260501313
405.76172 83.26867104160944
420.41016 82.63594595532768
435.05859 82.74902813350704
451.17188 82.48292804786816
465.82031 82.21767787605312
483.39844 82.20474604551788
499.51172 82.15826355951539
517.08984 82.3341903569584
536.13281 82.21133308550412
555.17578 82.3076139990734
574.21875 82.51636249415108
594.72656 82.00185410739729
615.23438 82.38925153118487
637.20703 81.94007889277017
659.17969 81.85486689759703
682.61719 81.72877325690249
707.51953 82.21826242305785
732.42188 82.48987109722695
757.32422 82.46529968577676
785.15625 82.37420215513075
811.52344 81.95413908568719
840.82031 82.39135308237707
870.11719 82.43789688343833
900.87891 82.49268149687809
933.10547 82.3968524215976
965.33203 81.60265432932776
1000.4883 81.41886839388694
1035.6445 80.80849503738568
1072.2656 80.34403309204208
1108.8867 80.1501035392968
1148.4375 80.05025420198311
1189.4531 79.7912152714706
1230.4688 79.61368907022037
1274.4141 79.60930322264113
1319.8242 79.6231665993659
1366.6992 79.64487030732454
1413.5742 79.59460180163339
1463.3789 79.60804078163682
1516.1133 79.20339161498478
1568.8477 78.8492324907352
1624.5117 78.55377388715506
1681.6406 78.83178745534386
1741.6992 79.01203363094535
1803.2227 78.8877324449952
1866.2109 78.53686315230036
1932.1289 78.52607330155459
1999.5117 78.87543175025495
2069.8242 78.94156654794558
2143.0664 78.42429986711892
2219.2383 78.38006576942443
2296.875 78.73830102951158
2378.9063 78.91786755903311
2462.4023 79.12208596145784
2548.8281 79.15043384909086
2639.6484 79.05148751047838
2731.9336 79.38421723712476
2828.6133 79.56044637794179
2928.2227 79.51339159942478
3030.7617 79.48241683036603
3137.6953 79.78458353347028
3249.0234 79.39825049901935
3363.2813 78.89390236623117
3481.9336 78.61323756238377
3604.9805 78.48246378777186
3732.4219 78.5303297298426
3864.2578 78.73937595189307
4000.4883 78.65120258958657
4141.1133 78.60799949484544
4287.5977 78.84221764854968
4438.4766 79.15622401499151
4595.2148 79.28211320742766
4756.3477 79.31435552697518
4924.8047 78.94626583108307
5097.6563 78.7913129713346
5277.832 78.7437683152348
5463.8672 78.93916370244294
5657.2266 78.95588464179257
5856.4453 79.07804311090894
6062.9883 79.06217596001214
6276.8555 78.95424864838364
6498.0469 78.52613711434559
6726.5625 78.42989757575384
6963.8672 77.98967701098283
7209.9609 77.67344942126152
7464.8438 77.71738604340787
7727.0508 77.52588214013835
7999.5117 77.33957708762975
8282.2266 77.20904101736843
8573.7305 76.95686807751662
8876.9531 76.7244444666971
9188.9648 76.5955695961858
9514.1602 76.50587315627136
9849.6094 76.46193192641292
10196.777 76.45761927574033
10555.664 76.48343316841563
10927.734 76.4483518346479
11312.988 76.40775074727861
11712.891 76.27687351867667
12125.977 76.13055684641179
12553.711 76.0292842878576
12996.094 75.96483608852954
13454.59 75.77765235860115
13929.199 75.29165218469832
14419.922 74.55418369374107
14928.223 74.02907948147184
15455.566 73.80120501428078
16000.488 73.60309082365114
16564.453 73.40608466152149
17148.926 73.21899702416492
17752.441 73.07398122280034
18379.395 72.9067883740919
19026.855 72.73167751538824
19697.754 72.68792434548403
19999.512 72.7188661761343
