Freq "Ceiling Bounce"
22.4 0.6435973814437972
23.0 4.366513379019651
23.6 6.90680187890807
24.0 8.39111537053067
25.0 8.272465679180314
25.8 8.042864613402841
26.5 7.572442159313127
27.2 7.545413563964203
28.0 10.05828515347288
29.0 10.708831536394044
30.0 13.562347906546663
30.7 15.46689337283199
31.5 15.858508888551043
32.5 16.499529827015962
33.5 18.320608488176745
34.5 21.76392769861117
35.5 26.808830074275974
36.5 30.186814997518113
37.5 33.92257562104233
38.7 36.21353750178092
40.0 38.20714802616483
41.2 39.910061932619456
42.5 42.13807109121886
43.7 43.956186716277
45.0 45.08554564196437
46.2 46.00508288451137
47.5 46.73997219103809
48.7 46.60414440709933
50.0 47.80011612954429
51.5 53.22985680783522
53.0 58.33188069721929
54.5 62.40817108458502
56.0 66.24603655048605
58.0 69.6534435948405
60.0 72.66219036730064
61.5 75.27227338568069
63.0 77.50741846977677
65.0 79.40741846977676
67.0 80.89141624340394
69.0 82.12820785440782
71.0 83.20859782772256
73.0 84.12222978518672
75.0 85.08189203632072
77.5 85.87652526351913
80.0 86.57268982420706
82.5 87.03963513573932
85.0 87.24112826103394
87.5 87.04112826103392
90.0 86.71006193261945
92.5 86.07948653988784
95.0 85.41538744754924
97.5 84.81538744754923
100.0 84.31538744754924
103.0 83.98189203632073
106.0 83.91245055788427
109.0 83.91245055788427
112.0 83.94890757923885
115.0 83.98189203632073
118.0 83.98189203632073
122.0 83.98189203632073
125.0 83.84571200765677
128.0 83.71006193261947
132.0 83.61006193261944
136.0 83.51006193261945
140.0 83.34571200765676
145.0 83.24571200765675
150.0 83.25181992648758
155.0 83.28878730819208
160.0 83.3518199264876
165.0 83.4518199264876
170.0 83.5518199264876
175.0 83.5518199264876
180.0 83.41860540196005
185.0 83.08878730819207
190.0 82.58878730819208
195.0 82.19720744600048
200.0 81.99720744600046
206.0 81.76859470447378
212.0 81.4685947044738
218.0 81.14624823570357
224.0 81.01860384467297
230.0 81.27925281998075
236.0 81.7914176400535
240.0 82.49141764005348
250.0 83.06468483352285
258.0 83.00508288451137
265.0 82.43840059313244
272.0 82.17904273742472
280.0 82.34603655048606
290.0 82.50508288451137
300.0 82.73840059313245
307.0 83.10508288451136
315.0 83.36468483352284
325.0 83.36468483352284
335.0 83.06468483352285
345.0 82.73156892880219
355.0 82.39141764005349
365.0 82.16468483352283
375.0 82.23840059313245
387.0 82.60508288451138
400.0 82.67904273742474
412.0 82.22024153326818
425.0 81.42024153326818
437.0 80.92024153326818
450.0 81.06199924126254
462.0 81.43688584176064
475.0 81.63098862939218
487.0 81.41877229315286
500.0 80.9181404077526
515.0 80.39605323058963
530.0 80.29952982701597
545.0 80.72610338731282
560.0 80.85850888855106
580.0 80.87883166036859
600.0 80.85305486346006
615.0 80.55060515867135
630.0 80.80738759601995
650.0 81.28794569501426
670.0 81.99488479245304
690.0 82.80508288451138
710.0 83.11276851425889
730.0 82.43058539553637
750.0 80.85944881989927
775.0 79.39311710382435
800.0 79.55618671627703
825.0 80.69888702195875
850.0 81.73630578106477
875.0 81.35877655446096
900.0 79.98715828556388
925.0 77.98794569501426
950.0 75.99564477673145
975.0 74.03583014705673
1000.0 72.50303165104583
1030.0 71.64428868592873
1060.0 71.54428868592873
1090.0 72.27099760357326
1120.0 73.53634099002515
1150.0 74.55455080180765
1180.0 74.82497932462506
1220.0 73.89201182748914
1250.0 72.74820289326173
1280.0 72.72629281246505
1320.0 72.89311710382435
1360.0 72.77389269435918
1400.0 72.23545535637791
1450.0 71.70767189037839
1500.0 72.06143480071322
1550.0 72.69648833421408
1600.0 72.99166771724818
1650.0 73.51353614385694
1700.0 75.36447731199624
1750.0 75.93928103773496
1800.0 75.65618671627702
1850.0 76.24605643141662
1900.0 76.98874955774815
1950.0 79.70781596863672
2000.0 79.70230640854247
2060.0 77.58419921069763
2120.0 76.82802442041434
2180.0 76.65721949000672
2240.0 75.342072745241
2300.0 74.44399483142895
2360.0 74.88591039398585
2400.0 76.03302281667888
2500.0 75.5742693752805
2580.0 74.61948275980369
2650.0 76.99924328847725
2720.0 77.6489490878778
2800.0 79.10738759601996
2900.0 79.00050028730776
3000.0 79.91539248796106
3070.0 80.55369706615399
3150.0 80.30414440709933
3250.0 80.19419697900952
3350.0 79.53188069721931
3450.0 78.76524509040848
3550.0 77.1294819797519
3650.0 76.85722071605377
3750.0 76.92762830085796
3870.0 76.99953554554378
4000.0 76.5981302618373
4120.0 76.30952047661368
4250.0 74.0178028442779
4370.0 72.07723168097804
4500.0 69.86024966227762
4620.0 71.67499474314447
4750.0 72.39394180080276
4870.0 74.19989210048301
5000.0 75.35653831336852
5150.0 76.68419921069764
5300.0 76.7742638415125
5450.0 77.36711976282629
5600.0 77.88842055089289
5800.0 75.59476495235397
6000.0 74.79161770491952
6150.0 76.5599503970986
6300.0 76.90888138731044
6500.0 75.77431814883296
6700.0 75.35033081579878
6900.0 74.77993633669821
7100.0 75.38392663178736
7300.0 73.99368659750012
7500.0 73.71029074586264
7750.0 74.81085078353293
8000.0 76.36156539215598
8250.0 79.45537747863555
8500.0 80.28222998025913
8750.0 76.16104064502764
9000.0 73.10120169357789
9250.0 74.61860384467296
9500.0 77.09364512342476
9750.0 76.57924276392662
10000.0 75.49835816010476
10300.0 73.00093766872209
10600.0 76.48360393903842
10900.0 77.03111417616938
11200.0 74.06472856707005
11500.0 74.82105806133272
11800.0 75.95979607310211
12200.0 75.26376668953591
12500.0 71.54463531101726
12800.0 71.63157736827465
13200.0 76.09109183569468
13600.0 78.0792919484142
14000.0 74.58646721864059
14500.0 74.4096658426935
15000.0 72.0589787314924
15500.0 74.69215514655033
16000.0 78.6146922014318
16500.0 75.12260864687
17000.0 71.90997193413297
17500.0 74.94859014836568
18000.0 73.58309985334404
18500.0 65.27382078783933
19000.0 64.20086767420408
19500.0 58.89605578011482
