Freq "Ceiling Bounce"
22.4 15.514835236334818
23.0 16.914835236334767
23.6 18.283359372462996
24.0 20.01483523633479
25.0 21.51483523633479
25.8 22.8148352363348
26.5 24.01483523633479
27.2 25.683359372462974
28.0 27.21483523633478
29.0 28.51483523633479
30.0 29.814835236334773
30.7 31.414835236334795
31.5 32.8148352363348
32.5 34.114835236334784
33.5 35.71483523633478
34.5 37.21483523633478
35.5 38.51483523633479
36.5 40.114835236334784
37.5 41.614835236334784
38.7 42.914835236334795
40.0 44.51483523633479
41.2 45.8148352363348
42.5 47.283359372462996
43.7 48.683359372462974
45.0 50.01483523633479
46.2 51.41483523633478
47.5 52.6148352363348
48.7 53.91483523633478
50.0 55.21483523633479
51.5 56.41483523633478
53.0 57.6148352363348
54.5 58.71483523633479
56.0 59.71483523633481
58.0 60.646084616666755
60.0 61.57783080594571
61.5 62.41483523633478
63.0 63.21483523633481
65.0 64.0148352363348
67.0 64.64608461666677
69.0 65.31483523633479
71.0 65.8148352363348
73.0 66.37783080594569
75.0 66.84608461666676
77.5 67.2148352363348
80.0 67.54680983520815
82.5 67.8778308059457
85.0 68.2148352363348
87.5 68.5778308059457
90.0 68.87783080594569
92.5 69.17783080594569
95.0 69.44680983520814
97.5 69.67783080594569
100.0 69.94680983520814
103.0 70.1778308059457
106.0 70.41007799780292
109.0 70.64136150423587
112.0 70.8778308059457
115.0 71.04136150423587
118.0 71.21007799780293
122.0 71.37783080594569
125.0 71.51007799780294
128.0 71.61007799780293
132.0 71.71007799780291
136.0 71.8100779978029
140.0 71.91007799780292
145.0 72.01007799780292
150.0 72.07387961222817
155.0 72.17387961222818
160.0 72.27387961222819
165.0 72.27387961222819
170.0 72.27387961222819
175.0 72.23821129888744
180.0 72.13821129888743
185.0 72.03821129888743
190.0 71.80690501035458
195.0 71.57150800786938
200.0 71.27150800786937
206.0 70.87150800786938
212.0 70.57150800786937
218.0 70.17150800786938
224.0 69.87150800786937
230.0 69.67150800786939
236.0 69.63663575667186
240.0 69.73663575667186
250.0 69.97071732495408
258.0 70.27071732495409
265.0 70.57071732495409
272.0 70.87071732495409
280.0 71.1707173249541
290.0 71.37071732495409
300.0 71.47071732495408
307.0 71.50531806766472
315.0 71.50531806766472
325.0 71.47150800786939
335.0 71.4053180676647
345.0 71.37150800786937
355.0 71.37609175449221
365.0 71.41227178315619
375.0 71.51227178315618
387.0 71.54898514879551
400.0 71.5162794008364
412.0 71.45380974359446
425.0 71.29188145404552
437.0 71.06235742942079
450.0 70.8012357262664
462.0 70.6012357262664
475.0 70.5012357262664
487.0 70.44066256291327
500.0 70.44066256291327
515.0 70.37244826645843
530.0 70.23331023801676
545.0 70.03331023801675
560.0 69.79471929119205
580.0 69.5566725593005
600.0 69.18982856673472
615.0 68.81916705502753
630.0 68.48219967332305
650.0 68.11916705502753
670.0 67.71916705502754
690.0 67.45667255930051
710.0 67.13331023801675
730.0 66.98407681298943
750.0 66.93855083142047
775.0 66.99674297331737
800.0 67.25865853259174
825.0 67.58573603864204
850.0 67.96226741403312
875.0 68.33920982111144
900.0 68.7260245235669
925.0 69.0260245235669
950.0 69.21457895753309
975.0 69.2710674427392
1000.0 69.1517743753474
1030.0 68.87584607527147
1060.0 68.39257011413608
1090.0 67.71753803239933
1120.0 66.97697211958265
1150.0 66.21753803239933
1180.0 65.6252645392885
1220.0 65.21832544184971
1250.0 65.0816120853342
1280.0 65.1809849055068
1320.0 65.30473949550549
1360.0 65.38343461029551
1400.0 65.18343461029552
1450.0 64.65906263657509
1500.0 63.958657240178695
1550.0 63.16726558859611
1600.0 62.76194867563767
1650.0 63.03331023801675
1700.0 63.76235742942079
1750.0 64.19471929119204
1800.0 63.827587192835935
1850.0 62.760965142371816
1900.0 61.449357664782724
1950.0 60.54136150423588
2000.0 60.28656646311248
2060.0 60.61852635130015
2120.0 61.02992552238314
2180.0 61.072954090493
2240.0 61.01711090628747
2300.0 61.75986172658736
2360.0 63.69965439277178
2400.0 65.34608461666674
2500.0 65.82758719283592
2580.0 65.5560373652456
2650.0 65.74087709308417
2720.0 66.18575332848852
2800.0 66.22006756246181
2900.0 65.80785319525341
3000.0 65.20529495129533
3070.0 65.02790007353128
3150.0 65.07283899448728
3250.0 65.29856102581368
3350.0 65.85415430696325
3450.0 65.8176415515548
3550.0 64.70095746985176
3650.0 63.85118151525603
3750.0 64.01931660782287
3870.0 65.6242973659152
4000.0 66.8489851487955
4120.0 65.10784363371621
4250.0 63.010660977433275
4370.0 64.31568621032726
4500.0 65.69742205000983
4620.0 65.87883038042293
4750.0 64.84391724861638
4870.0 65.2924879969768
5000.0 66.37818124506184
5150.0 66.74707489675647
5300.0 65.02100182927416
5450.0 64.03051385117168
5600.0 64.72046289304053
5800.0 64.14037368189585
6000.0 61.82500729290072
6150.0 61.63289770349738
6300.0 63.79118192199847
6500.0 62.255113523616046
6700.0 60.35269579506132
6900.0 62.59575937163373
7100.0 61.86355877122027
7300.0 59.13736534393183
7500.0 59.575238237947474
7750.0 59.3377673428554
8000.0 62.83702458145022
8250.0 64.630497514016
8500.0 63.63221804579376
8750.0 64.90231994589774
9000.0 65.26945312561709
9250.0 65.78161208533422
9500.0 65.96373727955803
9750.0 64.84852142053364
10000.0 64.32747332942242
10300.0 62.09595483268025
10600.0 63.56387511765533
10900.0 63.45546408520384
11200.0 64.97114919624687
11500.0 63.65780889826769
11800.0 64.31782688243456
12200.0 61.54828477471423
12500.0 58.795376178707414
12800.0 58.605397428576836
13200.0 58.249831537320176
13600.0 60.09278094266247
14000.0 58.77673555651381
14500.0 55.07291450660071
15000.0 54.06802620275032
15500.0 56.793555263426896
16000.0 57.3813483527602
16500.0 57.654477153306345
17000.0 56.002044044227475
17500.0 53.7456403487364
18000.0 49.5236262000267
18500.0 53.78873351388367
19000.0 55.766216102211416
19500.0 56.31166936011155
