Freq "On Axis"
20.507813 49.676244
21.972656 50.18437800000001
23.4375 52.12835799999999
24.902344 53.17068499999999
26.367188 57.30484799999999
27.832031 59.06617800000001
29.296875 60.934785000000005
30.761719 62.334947
32.226563 64.259993
33.691406 66.077424
35.15625 67.444843
36.621094 68.644794
38.085938 69.748202
39.550781 70.798403
41.015625 71.783176
42.480469 72.61953600000001
43.945313 73.344424
45.410156 73.92057
46.875 74.46772900000002
48.339844 74.964351
51.269531 75.947928
52.734375 76.406039
54.199219 76.833504
55.664063 77.15662
58.59375 77.844224
60.058594 78.195641
62.988281 78.87974500000001
64.453125 79.231095
67.382813 79.88295400000001
68.847656 80.20626
71.777344 80.89378099999999
74.707031 81.525776
77.636719 82.039689
79.101563 82.34129099999998
82.03125 83.020624
84.960938 83.569707
87.890625 84.01887300000001
90.820313 84.58781300000001
95.214844 85.239376
98.144531 85.59932800000001
101.07422 85.995155
105.46875 86.456595
108.39844 86.69840400000001
112.79297 87.100961
117.1875 87.282224
120.11719 87.36946800000001
124.51172 87.445549
128.90625 87.45535100000001
133.30078 87.466134
139.16016 87.421105
143.55469 87.260815
147.94922 87.101359
153.80859 86.929347
159.66797 86.818788
165.52734 86.66976
171.38672 86.596003
177.24609 86.347175
183.10547 86.074361
188.96484 85.960555
196.28906 86.024293
203.61328 85.84078
210.9375 85.578475
218.26172 85.375549
225.58594 85.308263
232.91016 85.544829
241.69922 85.245205
250.48828 85.19794100000001
259.27734 85.178171
268.06641 85.142054
276.85547 84.759114
287.10938 84.842374
297.36328 85.204814
307.61719 85.02991799999998
319.33594 85.030209
329.58984 84.95675
341.30859 85.409052
353.02734 85.136029
366.21094 85.02922000000001
379.39453 85.173387
392.57813 85.43912
405.76172 85.552626
420.41016 85.021659
435.05859 85.47918200000001
451.17188 85.036932
465.82031 85.317993
483.39844 85.362737
499.51172 85.542383
517.08984 85.74265599999998
536.13281 85.811155
555.17578 85.877379
574.21875 85.781489
594.72656 85.779456
615.23438 85.715312
637.20703 85.268718
659.17969 85.310206
682.61719 85.215587
707.51953 85.123422
732.42188 84.370357
757.32422 84.601367
785.15625 84.34367
811.52344 83.848579
840.82031 84.23246600000002
870.11719 83.992573
900.87891 85.187797
933.10547 85.65874
965.33203 85.863693
1000.4883 86.228858
1035.6445 85.84929
1072.2656 85.44655600000002
1108.8867 84.832033
1148.4375 84.961849
1189.4531 85.614587
1230.4688 86.46186500000002
1274.4141 86.575926
1319.8242 86.447641
1366.6992 85.999258
1413.5742 85.905575
1463.3789 85.204578
1516.1133 85.224943
1568.8477 85.19541100000001
1624.5117 85.41968599999998
1681.6406 85.94420500000001
1741.6992 86.369118
1803.2227 86.268178
1866.2109 85.554374
1932.1289 85.39907500000001
1999.5117 85.89405
2069.8242 85.718824
2143.0664 84.561814
2219.2383 83.897654
2296.875 84.356347
2378.9063 84.819132
2462.4023 84.95603699999998
2548.8281 85.070248
2639.6484 85.264703
2731.9336 85.254256
2828.6133 86.317333
2928.2227 85.72461100000001
3030.7617 84.874203
3137.6953 84.84884
3249.0234 84.92057699999998
3363.2813 84.658048
3481.9336 83.979106
3604.9805 83.73030500000002
3732.4219 83.83037
3864.2578 83.125446
4000.4883 84.225301
4141.1133 83.25902000000002
4287.5977 83.657447
4438.4766 83.042542
4595.2148 83.098268
4756.3477 82.44138999999998
4924.8047 82.78012800000002
5097.6563 82.933571
5277.832 82.925564
5463.8672 83.014284
5657.2266 83.626982
5856.4453 83.219637
6062.9883 83.839206
6276.8555 83.47732400000001
6498.0469 83.361974
6726.5625 82.882454
6963.8672 83.21375800000001
7209.9609 83.71321
7464.8438 83.295508
7727.0508 83.43065200000001
7999.5117 83.424606
8282.2266 82.786678
8573.7305 83.152635
8876.9531 83.455707
9188.9648 83.42672400000001
9514.1602 83.557841
9849.6094 83.551355
10196.777 84.290506
10555.664 85.185796
10927.734 85.539513
11312.988 85.465248
11712.891 85.02742
12125.977 84.923013
12553.711 84.554541
12996.094 84.228229
13454.59 84.10325399999999
13929.199 83.818658
14419.922 84.00202299999998
14928.223 83.93195499999999
15455.566 84.24298299999998
16000.488 83.990857
16564.453 84.309683
17148.926 84.43785
17752.441 84.54553100000001
18379.395 84.14199200000002
19026.855 84.102
19697.754 83.988235
19999.512 84.13496900000001
