Freq "DI offset"
20.5078 40
23.4375 40
26.3672 40
29.2969 40
32.2266 40
35.1562 40
38.0859 40
41.0156 40
43.9453 40
46.875 40
49.8047 40
52.7344 40
55.6641 40
58.5938 40
61.5234 40
64.4531 40
67.3828 40
70.3125 40
73.2422 40
76.1719 40
79.1016 40
82.0312 40
84.9609 40
87.8906 40
90.8203 40
93.75 40
96.6797 40
102.539 40
105.469 40
108.398 40
111.328 40
117.188 40
120.117 40
125.977 40
128.906 40
134.766 40
137.695 40
143.555 40
149.414 40
155.273 40
158.203 40
164.062 40
169.922 40
175.781 40
181.641 40
190.43 40
196.289 40
202.148 40
210.938 40
216.797 40
225.586 40
234.375 40
240.234 40
249.023 40
257.812 40
266.602 40
278.32 40
287.109 40
295.898 40
307.617 40
319.336 40
331.055 40
342.773 40
354.492 40
366.211 40
377.93 40
392.578 40
407.227 40
421.875 40
436.523 40
451.172 40
465.82 40
483.398 40
500.977 40
518.555 40
536.133 40
553.711 40
574.219 40
594.727 40
615.234 40
638.672 40
659.18 40
682.617 40
706.055 40
732.422 40
758.789 40
785.156 40
811.523 40
840.82 40
870.117 40
902.344 40
931.641 40
966.797 40
999.023 40
1034.18 40
1072.27 40
1110.35 40
1148.44 40
1189.45 40
1230.47 40
1274.41 40
1318.36 40
1365.23 40
1415.04 40
1464.84 40
1514.65 40
1570.31 40
1623.05 40
1681.64 40
1740.23 40
1801.76 40
1866.21 40
1930.66 40
2000.98 40
2071.29 40
2144.53 40
2217.77 40
2296.88 40
2378.91 40
2460.94 40
2548.83 40
2639.65 40
2733.4 40
2827.15 40
2926.76 40
3032.23 40
3137.7 40
3249.02 40
3363.28 40
3483.4 40
3606.45 40
3732.42 40
3864.26 40
3999.02 40
4139.65 40
4286.13 40
4438.48 40
4593.75 40
4757.81 40
4924.8 40
5097.66 40
5279.3 40
5463.87 40
5657.23 40
5856.45 40
6061.52 40
6275.39 40
6498.05 40
6726.56 40
6963.87 40
7209.96 40
7464.84 40
7728.52 40
8000.98 40
8282.23 40
8575.2 40
8876.95 40
9190.43 40
9512.7 40
9849.61 40
10195.3 40
10555.7 40
10927.7 40
11314.5 40
11712.9 40
12126.0 40
12553.7 40
12996.1 40
13453.1 40
13927.7 40
14419.9 40
14929.7 40
15454.1 40
15999.0 40
16564.5 40
17147.5 40
17753.9 40
18377.9 40
19028.3 40
19699.2 40
19998.0 40
