Freq "Early Reflections"
20.5078 75.94120584184017
21.9727 79.72907671471671
23.4375 81.57102500049984
24.9023 83.54937730833278
26.3672 85.35584284469988
27.832 86.77116770596183
29.2969 88.39197236702654
30.7617 89.78961508514826
32.2266 91.12930225264145
33.6914 92.44013404161987
35.1562 93.68627305694133
36.6211 94.80579126680874
38.0859 95.83914993888337
39.5508 96.4435870253584
41.0156 96.87670729919382
42.4805 97.0746787522611
43.9453 97.1103275964704
45.4102 97.1063470205725
46.875 97.01938715791087
48.3398 96.9325103593836
51.2695 96.7704809560374
52.7344 96.74016239894989
54.1992 96.73605485588402
55.6641 96.74683813663162
58.5938 96.765014238609
60.0586 96.79379418625908
62.9883 96.90951778369521
64.4531 96.97432464245273
67.3828 97.08298426032496
68.8477 97.09697299206012
71.7773 97.09738792241447
74.707 97.18650515712304
77.6367 97.17741133619919
79.1016 97.20567116787845
82.0312 97.20648706670518
84.9609 97.2152167332071
87.8906 97.26700293028209
90.8203 97.2890971889004
95.2148 97.16161407201201
98.1445 97.08530442480587
101.074 97.09766944599207
105.469 96.99215184237049
108.398 96.79872219697545
112.793 96.52596753346246
117.188 96.5002926333093
120.117 96.5362657302015
124.512 96.33535551865556
128.906 96.2483846926105
133.301 96.3527884703222
139.16 96.23716472535426
143.555 96.1009371182256
147.949 95.89060717792012
153.809 95.5317692645471
159.668 95.45015755248365
165.527 95.57029704213087
171.387 96.11326605416258
177.246 96.49044449177646
183.105 96.45178483735685
188.965 96.32481583703502
196.289 96.11755668420443
203.613 95.89241690493459
210.938 95.82121214357059
218.262 95.97529860352596
225.586 95.78595540618718
232.91 95.77302407120732
241.699 95.71637489588339
250.488 95.60565481558444
259.277 96.00670503751527
268.066 96.10849683143894
276.855 95.6255177569476
287.109 95.44259413580563
297.363 95.65041371674386
307.617 95.81878848308375
319.336 95.44626231734907
329.59 95.65297578714934
341.309 95.64188554068878
353.027 96.05345038501645
366.211 95.70174577891392
379.395 95.80795296767133
392.578 95.6721313240473
405.762 95.92140338241589
420.41 95.56989612623332
435.059 95.15630198285933
451.172 95.01846854667644
465.82 95.33203301022348
483.398 95.23034779754902
499.512 94.95571096009671
517.09 95.3009488599954
536.133 94.9277173549271
555.176 94.83453727673867
574.219 95.22348303162528
594.727 94.29351335331211
615.234 94.78339058286245
637.207 94.51694113711821
659.18 94.7050396578104
682.617 94.67737636385522
707.52 94.63133132706402
732.422 94.75561481794904
757.324 95.0426462061329
785.156 94.81646433718691
811.523 94.87658737215585
840.82 94.5878303233958
870.117 94.81690753197967
900.879 94.75730133663531
933.105 94.79798511507325
965.332 94.48408525250245
1000.49 94.7794998204316
1035.64 94.57243420636016
1072.27 94.8921916609996
1108.89 95.00065105891606
1148.44 94.85384114261751
1189.45 94.58995010263922
1230.47 94.5090951594018
1274.41 94.44332468011103
1319.82 94.54380278769646
1366.7 94.46698731440115
1413.57 94.24414050766588
1463.38 94.07975821945008
1516.11 93.7110860609147
1568.85 93.72585437204022
1624.51 93.592572206843
1681.64 93.1230806426432
1741.7 92.66594589336793
1803.22 93.15331019155866
1866.21 93.05453730194118
1932.13 92.20279695210634
1999.51 92.65524230391492
2069.82 93.17973280213657
2143.07 93.05983002410147
2219.24 93.27674582920226
2296.88 93.52443868555471
2378.91 93.11320130276015
2462.4 93.09846243280505
2548.83 93.37321715076405
2639.65 93.16740694747752
2731.93 93.14972230035741
2828.61 93.39198464751757
2928.22 93.40446109036566
3030.76 93.21290341649902
3137.7 93.67531422606822
3249.02 93.84841377414057
3363.28 94.30420399745869
3481.93 94.24513228527248
3604.98 93.87730709251058
3732.42 93.46567829863119
3864.26 93.35127938433214
4000.49 93.17832790348876
4141.11 93.28221619953298
4287.6 93.10852861122356
4438.48 93.31953270982324
4595.21 93.16729689241768
4756.35 92.95177323980654
4924.8 92.63285044859316
5097.66 92.70800772075681
5277.83 92.63754918467563
5463.87 92.67446905516846
5657.23 92.8228079542162
5856.45 92.85804358131566
6062.99 92.89001278156478
6276.86 92.89024796318449
6498.05 93.1040641570673
6726.56 93.21904321284407
6963.87 93.16393123804474
7209.96 93.11518013773653
7464.84 93.26244440605385
7727.05 93.20108436619988
7999.51 93.19794943499207
8282.23 93.24918043702978
8573.73 93.08062213119308
8876.95 93.22826838943733
9188.96 93.06649767863229
9514.16 92.818235920871
9849.61 92.7281071683897
10196.8 92.65123234708952
10555.7 92.48216330264373
10927.7 92.29318608099581
11313.0 92.1600291086526
11712.9 92.0709236841031
12126.0 92.05515930028378
12553.7 91.86793062874321
12996.1 91.64635486903002
13454.6 91.55688693138049
13929.2 91.35154585884811
14419.9 91.19761385779708
14928.2 91.01284749616339
15455.6 90.85339480217613
16000.5 90.64904289231649
16564.5 89.98098499756807
17148.9 88.85820493642073
17752.4 88.64565114470139
18379.4 88.7369808197873
19026.9 88.74186701372818
19697.8 88.92170403413061
19999.5 88.93585440421239
