Freq "Sound Power DI"
20.5078 49.33367181961853
21.9727 49.25440431396605
23.4375 49.258553393844394
24.9023 49.14186834392552
26.3672 49.172048373420566
27.832 49.222673189228615
29.2969 49.239061373091516
30.7617 49.24134703402312
32.2266 49.242707863973976
33.6914 49.26500804005947
35.1562 49.249020147462886
36.6211 49.18647493720749
38.0859 49.196937185322014
39.5508 49.27537910973342
41.0156 49.27124159730242
42.4805 49.301693795098075
43.9453 49.305399269908534
45.4102 49.31238577449517
46.875 49.29241818868414
48.3398 49.27717384971564
51.2695 49.26835922703164
52.7344 49.284375640323645
54.1992 49.29090942688103
55.6641 49.29106946875143
58.5938 49.299081423949545
60.0586 49.30478172622483
62.9883 49.3256360253271
64.4531 49.3493808257155
67.3828 49.370691148236446
68.8477 49.35800950293708
71.7773 49.30218763844262
74.707 49.358742820353484
77.6367 49.31514817535235
79.1016 49.30917390948996
82.0312 49.28706265045953
84.9609 49.271713532749985
87.8906 49.32908780378595
90.8203 49.33799755782108
95.2148 49.387985904897434
98.1445 49.419605925055606
101.074 49.51469645790549
105.469 49.59372286865825
108.398 49.540460007900236
112.793 49.31151807439278
117.188 49.719928960495466
120.117 49.73636195365461
124.512 49.965584361724865
128.906 49.96498283226042
133.301 50.103786661679635
139.16 50.09130951728474
143.555 50.24494902406887
147.949 50.49389516072269
153.809 50.54213677572852
159.668 50.54307341422492
165.527 50.8152188177699
171.387 51.00297257233281
177.246 50.926340705606336
183.105 51.12566332507994
188.965 51.34729646913017
196.289 51.45362731191484
203.613 51.66720694989445
210.938 51.82417414710358
218.262 51.75237924609421
225.586 51.71727337561984
232.91 51.99432913192382
241.699 52.06977700696933
250.488 52.265121139828665
259.277 52.54503032581806
268.066 52.056044451625695
276.855 52.25923199958561
287.109 52.211773474542994
297.363 52.32840319106606
307.617 51.855677191858234
319.336 51.96492651813985
329.59 52.2182240224099
341.309 52.16996035759719
353.027 52.84623640901739
366.211 52.44495356971335
379.395 52.23675188709052
392.578 52.358080518409736
405.762 52.51269557793972
420.41 52.52043581985711
435.059 52.9812982975095
451.172 53.05445921777731
465.82 53.14132192385695
483.398 53.334021368977446
499.512 53.06248787548422
517.09 53.637168510967214
536.133 53.90192470307518
555.176 53.92953048992604
574.219 54.38662156665569
594.727 53.31444574880946
615.234 54.18605019692856
637.207 54.057580040936685
659.18 53.945067382119575
682.617 54.28782367470748
707.52 54.1552445176258
732.422 53.98660868800822
757.324 54.26115137053473
785.156 54.337478101470026
811.523 54.61069298378739
840.82 54.58972110272036
870.117 54.79241568826808
900.879 54.78679071815276
933.105 54.95186319228432
965.332 55.05467958295388
1000.49 55.36231282278884
1035.64 55.34333056394976
1072.27 55.15575395663505
1108.89 55.40120367621766
1148.44 55.15091986183259
1189.45 55.24742954624979
1230.47 55.364012269958465
1274.41 55.86873366485288
1319.82 56.067651875591565
1366.7 56.326849693097756
1413.57 55.9894858900704
1463.38 55.942343391360865
1516.11 56.33931102332133
1568.85 56.53528205422761
1624.51 56.64139290638933
1681.64 56.66129953712732
1741.7 56.80171866040972
1803.22 56.902755425105056
1866.21 57.02637752365641
1932.13 56.90336056980071
1999.51 57.088358863524945
2069.82 57.014565470376894
2143.07 56.68591855513114
2219.24 56.446305952984886
2296.88 56.359346106128555
2378.91 55.93781386603138
2462.4 56.072858139605444
2548.83 56.43865131283955
2639.65 56.16531689562221
2731.93 56.07241237384585
2828.61 56.2407522568174
2928.22 56.057581641650856
3030.76 55.92652074217142
3137.7 56.301778993457035
3249.02 55.78230620948358
3363.28 56.05618711282354
3481.93 55.77110885347102
3604.98 56.091241543033135
3732.42 56.1039454769835
3864.26 56.54646074227978
4000.49 56.613748975342105
4141.11 57.013546727783805
4287.6 56.92201216885847
4438.48 57.20394387934718
4595.21 57.153908684641976
4756.35 57.25192003154834
4924.8 57.52128660617214
5097.66 57.35022443022655
5277.83 57.3381991375837
5463.87 57.78142516056238
5657.23 57.91714603166221
5856.45 57.95211509206969
6062.99 58.18565709732144
6276.86 58.16862168588044
6498.05 57.92920437005813
6726.56 57.780402547279394
6963.87 57.70056166250339
7209.96 57.77995976247128
7464.84 57.82105842711384
7727.05 57.93480935908303
7999.51 57.793098209308425
8282.23 57.65584932734741
8573.73 57.78117271018061
8876.95 57.82695901688072
9188.96 57.83731837044259
9514.16 57.967654193816486
9849.61 58.20877483820347
10196.8 58.45095524441551
10555.7 58.614349964965285
10927.7 58.84130808075133
11313.0 58.979223623310574
11712.9 59.26162601282624
12126.0 59.48866028773901
12553.7 59.65372539393549
12996.1 59.800742108167356
13454.6 59.85786113670932
13929.2 59.84807309255855
14419.9 59.878975836131175
14928.2 59.934900823917985
15455.6 59.966949494234555
16000.5 59.99825107267364
16564.5 60.26917858637695
17148.9 60.5632133750554
17752.4 60.20276267669098
18379.4 59.932154952679895
19026.9 59.98912408671275
19697.8 59.91601290445726
19999.5 59.76452735489073
