Freq "DI offset"
20.5078 50
23.4375 50
26.3672 50
29.2969 50
32.2266 50
35.1563 50
38.0859 50
41.0156 50
43.9453 50
46.875 50
49.8047 50
55.6641 50
58.5938 50
61.5234 50
67.3828 50
73.2422 50
76.1719 50
82.0313 50
87.8906 50
93.75 50
102.539 50
108.398 50
117.188 50
125.977 50
134.766 50
143.555 50
155.273 50
164.063 50
175.781 50
190.43 50
202.148 50
216.797 50
234.375 50
249.023 50
266.602 50
287.109 50
307.617 50
331.055 50
354.492 50
377.93 50
407.227 50
436.523 50
465.82 50
500.977 50
536.133 50
574.219 50
615.234 50
659.18 50
706.055 50
758.789 50
811.523 50
870.117 50
931.641 50
999.023 50
1072.27 50
1148.44 50
1230.47 50
1318.36 50
1415.04 50
1514.65 50
1623.05 50
1740.23 50
1866.21 50
2000.98 50
2144.53 50
2296.88 50
2460.94 50
2639.65 50
2827.15 50
3032.23 50
3249.02 50
3483.4 50
3732.42 50
3999.02 50
4286.13 50
4593.75 50
4924.8 50
5279.3 50
5657.23 50
6061.52 50
6498.05 50
6963.87 50
7464.84 50
8000.98 50
8575.2 50
9190.43 50
9849.61 50
10555.7 50
11314.5 50
12126.0 50
12996.1 50
13927.7 50
14929.7 50
15999.0 50
17147.5 50
18377.9 50
19699.2 50
19998.0 50
