Freq "DI offset"
20.1416 30
20.5078 30
21.2402 30
21.9727 30
22.7051 30
23.8037 30
24.5361 30
25.2686 30
26.3672 30
27.0996 30
28.1982 30
29.2969 30
30.0293 30
31.1279 30
32.2266 30
33.3252 30
34.79 30
35.8887 30
36.9873 30
38.4521 30
39.917 30
41.3818 30
42.8467 30
44.3115 30
45.7764 30
47.2412 30
49.0723 30
50.9033 30
52.7344 30
54.5654 30
56.3965 30
58.2275 30
60.4248 30
62.6221 30
64.8193 30
67.0166 30
69.2139 30
71.7773 30
74.3408 30
76.9043 30
79.834 30
82.3975 30
85.3271 30
88.2568 30
91.5527 30
94.8486 30
98.1445 30
101.44 30
105.103 30
108.765 30
112.793 30
116.455 30
120.85 30
124.878 30
129.272 30
134.033 30
138.794 30
143.555 30
148.682 30
153.809 30
159.302 30
164.795 30
170.654 30
176.88 30
183.105 30
189.331 30
196.289 30
202.881 30
210.205 30
217.529 30
225.22 30
233.276 30
241.333 30
250.122 30
258.911 30
268.066 30
277.222 30
287.109 30
297.363 30
307.617 30
318.604 30
329.956 30
341.675 30
353.394 30
365.845 30
379.028 30
392.212 30
406.128 30
420.41 30
435.425 30
450.806 30
466.553 30
483.032 30
499.878 30
517.456 30
535.767 30
554.81 30
574.219 30
594.727 30
615.601 30
637.207 30
659.912 30
682.983 30
707.153 30
732.056 30
757.69 30
784.424 30
812.256 30
840.82 30
870.483 30
901.245 30
933.105 30
966.064 30
1000.12 30
1035.28 30
1071.9 30
1109.62 30
1148.8 30
1189.09 30
1231.2 30
1274.41 30
1319.46 30
1365.97 30
1414.31 30
1464.11 30
1515.75 30
1569.21 30
1624.51 30
1681.64 30
1740.97 30
1802.49 30
1866.21 30
1931.76 30
1999.88 30
2070.56 30
2143.43 30
2219.24 30
2297.24 30
2378.54 30
2462.4 30
2549.19 30
2638.92 30
2731.93 30
2828.25 30
2928.22 30
3031.49 30
3138.43 30
3249.02 30
3363.65 30
3482.3 30
3604.98 30
3732.06 30
3863.89 30
4000.12 30
4141.11 30
4287.23 30
4438.11 30
4594.85 30
4756.71 30
4924.44 30
5098.39 30
5278.2 30
5464.23 30
5656.86 30
5856.45 30
6062.99 30
6276.86 30
6498.05 30
6727.29 30
6964.23 30
7209.96 30
7464.11 30
7727.42 30
7999.88 30
8282.23 30
8574.1 30
8876.59 30
9189.7 30
9513.79 30
9849.24 30
10196.4 30
10556.0 30
10928.5 30
11313.7 30
11712.5 30
12125.6 30
12553.3 30
12996.1 30
13454.2 30
13928.8 30
14419.9 30
14928.6 30
15454.8 30
16000.1 30
16564.1 30
17148.2 30
17753.2 30
18379.0 30
19027.2 30
19698.5 30
19999.9 30
