Freq "On Axis"
20.5078 71.0116
21.2402 71.2448
21.9727 72.4429
22.7051 73.5389
23.4375 75.09579999999998
24.1699 74.74640000000001
25.6348 76.3021
26.3672 75.7034
27.0996 75.86390000000002
27.832 75.2103
29.2969 77.6341
30.0293 79.36990000000002
31.4941 80.1721
32.2266 80.3185
33.6914 81.2222
34.4238 81.5234
35.8887 82.07810000000002
37.3535 82.34850000000002
38.8184 83.0965
39.5508 83.3213
41.0156 83.935
42.4805 84.8379
43.9453 85.0489
45.4102 85.5264
47.6074 86.1807
49.0723 86.65860000000002
50.5371 87.0985
52.7344 87.627
54.1992 87.94930000000001
56.3965 88.47090000000001
58.5938 88.7104
60.0586 89.0408
62.2559 89.5106
64.4531 89.6864
66.6504 89.8214
69.5801 89.8632
71.7773 90.0055
73.9746 90.0175
76.9043 89.87850000000002
79.834 90.0167
82.7637 90.05040000000001
85.6934 90.0656
88.623 90.1133
91.5527 89.8117
94.4824 89.7374
98.1445 89.5444
101.807 89.4506
105.469 89.2214
109.131 88.9171
112.793 88.6992
116.455 88.97519999999999
120.85 88.6134
125.244 88.4596
129.639 88.1802
134.033 87.7193
138.428 87.6053
143.555 87.1192
148.682 87.3516
153.809 88.4444
159.668 88.70730000000002
164.795 88.8104
170.654 88.18840000000002
176.514 88.0407
183.105 88.2573
189.697 88.9243
196.289 88.3276
202.881 88.2896
210.205 87.8898
217.529 90.3046
225.586 90.3838
232.91 89.77640000000001
241.699 89.3968
249.756 88.6044
258.545 89.023
268.066 88.99650000000001
277.588 89.1039
287.109 88.5449
297.363 88.1102
307.617 89.10949999999998
318.604 89.2766
329.59 89.0984
341.309 89.199
353.76 88.9265
366.211 88.4138
378.662 88.91100000000002
392.578 89.9278
405.762 89.62259999999999
420.41 89.5918
435.059 89.1509
450.439 89.1767
466.553 89.6133
482.666 91.341
500.244 90.8335
517.822 90.5399
536.133 90.8985
554.443 90.1219
574.219 89.8068
594.727 90.2882
615.234 89.86060000000002
637.207 90.0202
659.912 90.5512
683.35 89.9421
706.787 88.3993
731.689 88.7874
758.057 89.3155
784.424 89.6774
812.256 88.6199
840.82 89.6267
870.85 88.4249
901.611 89.1701
933.105 91.2943
966.064 90.6667
999.756 91.39980000000001
1034.91 88.5608
1071.53 87.62070000000001
1109.62 86.19449999999999
1148.44 87.4285
1189.45 87.7377
1231.2 88.0397
1274.41 88.358
1319.82 88.2603
1365.97 88.4586
1414.31 89.0251
1464.11 89.5179
1515.38 90.73450000000001
1568.85 91.166
1624.51 90.985
1681.64 90.4671
1740.97 90.0861
1802.49 89.0674
1866.21 89.2864
1932.13 89.86550000000001
2000.24 89.98370000000001
2070.56 90.8087
2143.8 92.0928
2219.24 91.6478
2297.61 89.30739999999999
2378.17 88.99759999999999
2462.4 88.2731
2548.83 87.22959999999999
2638.92 87.87320000000001
2731.93 89.35169999999998
2828.61 89.5905
2928.22 89.3121
3031.49 89.6138
3138.43 90.3229
3249.02 91.295
3363.28 90.9627
3481.93 90.8615
3604.98 90.75420000000001
3732.42 90.6166
3863.53 90.2459
3999.76 90.3982
4141.11 90.79630000000002
4286.87 90.2232
4438.48 90.5488
4594.48 90.9543
4757.08 91.5027
4924.8 90.6418
5098.39 91.0005
5277.83 90.17999999999999
5463.87 90.7031
5656.49 90.3026
5856.45 89.9245
6062.99 90.1204
6276.86 90.0386
6498.05 89.86370000000001
6727.29 90.12579999999998
6964.6 89.7451
7209.96 89.9629
7464.11 89.9748
7727.78 89.6917
8000.24 90.08909999999999
8282.23 89.7196
8574.46 90.2949
8876.22 89.7213
9189.7 89.80479999999999
9513.43 89.723
9848.88 89.5312
10196.8 89.6953
10556.4 90.305
10928.5 90.6826
11313.7 90.6973
11712.9 90.6787
12126.0 90.7514
12553.7 90.4467
12996.1 89.45869999999998
13454.6 87.3466
13928.5 84.5667
14419.9 83.8706
14928.2 84.3558
15454.8 84.838
15999.8 85.2509
16564.5 85.6197
17148.2 85.88720000000002
17753.2 86.17569999999999
18379.4 86.621
19027.6 87.003
19698.5 87.5429
19999.5 87.88800000000002
