Freq "DI offset"
20.5078 30
21.2402 30
21.9727 30
22.7051 30
23.4375 30
24.1699 30
25.6348 30
26.3672 30
27.0996 30
27.832 30
29.2969 30
30.0293 30
31.4941 30
32.2266 30
33.6914 30
34.4238 30
35.8887 30
37.3535 30
38.8184 30
39.5508 30
41.0156 30
42.4805 30
43.9453 30
45.4102 30
47.6074 30
49.0723 30
50.5371 30
52.7344 30
54.1992 30
56.3965 30
58.5938 30
60.0586 30
62.2559 30
64.4531 30
66.6504 30
69.5801 30
71.7773 30
73.9746 30
76.9043 30
79.834 30
82.7637 30
85.6934 30
88.623 30
91.5527 30
94.4824 30
98.1445 30
101.807 30
105.469 30
109.131 30
112.793 30
116.455 30
120.85 30
125.244 30
129.639 30
134.033 30
138.428 30
143.555 30
148.682 30
153.809 30
159.668 30
164.795 30
170.654 30
176.514 30
183.105 30
189.697 30
196.289 30
202.881 30
210.205 30
217.529 30
225.586 30
232.91 30
241.699 30
249.756 30
258.545 30
268.066 30
277.588 30
287.109 30
297.363 30
307.617 30
318.604 30
329.59 30
341.309 30
353.76 30
366.211 30
378.662 30
392.578 30
405.762 30
420.41 30
435.059 30
450.439 30
466.553 30
482.666 30
500.244 30
517.822 30
536.133 30
554.443 30
574.219 30
594.727 30
615.234 30
637.207 30
659.912 30
683.35 30
706.787 30
731.689 30
758.057 30
784.424 30
812.256 30
840.82 30
870.85 30
901.611 30
933.105 30
966.064 30
999.756 30
1034.91 30
1071.53 30
1109.62 30
1148.44 30
1189.45 30
1231.2 30
1274.41 30
1319.82 30
1365.97 30
1414.31 30
1464.11 30
1515.38 30
1568.85 30
1624.51 30
1681.64 30
1740.97 30
1802.49 30
1866.21 30
1932.13 30
2000.24 30
2070.56 30
2143.8 30
2219.24 30
2297.61 30
2378.17 30
2462.4 30
2548.83 30
2638.92 30
2731.93 30
2828.61 30
2928.22 30
3031.49 30
3138.43 30
3249.02 30
3363.28 30
3481.93 30
3604.98 30
3732.42 30
3863.53 30
3999.76 30
4141.11 30
4286.87 30
4438.48 30
4594.48 30
4757.08 30
4924.8 30
5098.39 30
5277.83 30
5463.87 30
5656.49 30
5856.45 30
6062.99 30
6276.86 30
6498.05 30
6727.29 30
6964.6 30
7209.96 30
7464.11 30
7727.78 30
8000.24 30
8282.23 30
8574.46 30
8876.22 30
9189.7 30
9513.43 30
9848.88 30
10196.8 30
10556.4 30
10928.5 30
11313.7 30
11712.9 30
12126.0 30
12553.7 30
12996.1 30
13454.6 30
13928.5 30
14419.9 30
14928.2 30
15454.8 30
15999.8 30
16564.5 30
17148.2 30
17753.2 30
18379.4 30
19027.6 30
19698.5 30
19999.5 30
