Freq "Rear Wall Bounce"
20.5078 48.85415388731323
21.9727 43.88796043906913
23.4375 52.85889657895797
24.9023 57.030770337834724
26.3672 59.19287796105456
27.832 59.68017511849834
29.2969 60.36217575718257
30.7617 61.32820128513342
32.2266 64.78172697037817
33.6914 66.28127069663442
35.1562 67.55493209506092
36.6211 68.04180839360797
38.0859 69.05680905287257
39.5508 69.82909806354273
41.0156 71.40500566405204
42.4805 72.17874669098455
43.9453 72.6830334074036
45.4102 73.23216394140252
46.875 73.743749923694
48.3398 74.20297704665573
51.2695 74.99163024493623
52.7344 75.40438656286909
54.1992 75.73290966127558
55.6641 76.02233608682043
58.5938 76.64811448730812
60.0586 76.94110387801251
62.9883 77.5726573501376
64.4531 77.90131154752162
67.3828 78.55308145711325
68.8477 78.93760696365962
71.7773 79.62748887023119
74.707 80.19332452624441
77.6367 80.75945920465313
79.1016 81.13104505894863
82.0312 81.81514473963418
84.9609 82.33589995782677
87.8906 82.89475141515042
90.8203 83.5058841852042
95.2148 84.15706747096694
98.1445 84.58779434503732
101.074 85.01251983244157
105.469 85.46611540293824
108.398 85.69838097067243
112.793 86.01167305758524
117.188 86.09446197207757
120.117 86.24672833704433
124.512 86.38702255250504
128.906 86.27279758056011
133.301 86.18011006621458
139.16 85.97700548597531
143.555 85.84047150949942
147.949 85.7211306100925
153.809 85.43440391818862
159.668 85.16044877742054
165.527 84.74418109390467
171.387 84.55656841616906
177.246 84.36889399799334
183.105 84.29580337118624
188.965 84.11283982605082
196.289 83.92666205757479
203.613 83.48105314222046
210.938 83.26084626843519
218.262 83.40076111770844
225.586 83.17330999068481
232.91 82.7346886755892
241.699 82.43105907112844
250.488 82.12878657046096
259.277 82.21701198593672
268.066 82.67279116624792
276.855 82.00902262141868
287.109 81.80693647172802
297.363 81.72134094837224
307.617 82.21674190246951
319.336 81.4172752037093
329.59 81.0978312725288
341.309 81.38266370381697
353.027 81.02614567338686
366.211 81.11536342418951
379.395 80.87724841629384
392.578 80.99871875290265
405.762 81.13333564517748
420.41 81.66938746314742
435.059 82.20037208030912
451.172 80.66894411925546
465.82 80.40488371637078
483.398 80.1883294551701
499.512 80.3710891785309
517.09 79.99193234793592
536.133 80.45638810687716
555.176 80.53361231984047
574.219 80.31713032742402
594.727 79.97075602603411
615.234 80.25432950388932
637.207 80.86703043311105
659.18 80.72728239261099
682.617 80.87011316231445
707.52 79.77800429901218
732.422 80.17972954819358
757.324 80.99618970487933
785.156 80.7056602790534
811.523 80.1141231318642
840.82 80.90067643915278
870.117 82.11013937578663
900.879 82.68700038387858
933.105 81.32777934197392
965.332 82.47096019200477
1000.49 82.77848109631101
1035.64 82.46846026652253
1072.27 81.22234180972784
1108.89 81.26542780195744
1148.44 79.52410602663015
1189.45 79.26274228659804
1230.47 80.24679913432988
1274.41 79.44322162668841
1319.82 79.15695735474665
1366.7 80.53485964616637
1413.57 79.93957175058001
1463.38 80.37446098947726
1516.11 79.24448217266678
1568.85 80.0024785904575
1624.51 82.33175136426193
1681.64 84.63268560761327
1741.7 80.6361315333569
1803.22 78.93305343031568
1866.21 77.53821573046588
1932.13 77.42776461077797
1999.51 78.49242773213797
2069.82 77.60446466573438
2143.07 76.76045302952303
2219.24 76.11346367627037
2296.88 75.91355552768746
2378.91 76.98374522107838
2462.4 76.99509642707497
2548.83 77.18990095215796
2639.65 77.03043620537422
2731.93 77.16029300576093
2828.61 77.27901410112774
2928.22 76.83665029762717
3030.76 76.01829412187598
3137.7 76.53248810479528
3249.02 77.5994785762392
3363.28 77.83883541273684
3481.93 77.18084939493397
3604.98 75.61374520957979
3732.42 73.62517642966537
3864.26 73.75311245845761
4000.49 75.59680188486
4141.11 75.8088756364228
4287.6 74.94643236297748
4438.48 73.9595430739865
4595.21 73.19696231929501
4756.35 71.23337120109201
4924.8 70.79280635939394
5097.66 70.6862132708004
5277.83 71.92755808886767
5463.87 72.64248246219573
5657.23 71.85486084346216
5856.45 72.28775316780948
6062.99 71.77060711762411
6276.86 70.83000443723446
6498.05 71.16361398093315
6726.56 71.8097565287411
6963.87 71.98797932287096
7209.96 70.9518426215832
7464.84 70.50090390697969
7727.05 69.49565856339964
7999.51 68.5016176561549
8282.23 67.18268561949525
8573.73 65.61547840509411
8876.95 64.04308271303717
9188.96 60.89211865725662
9514.16 59.56936484517951
9849.61 57.70778396019625
10196.8 54.560629803225964
10555.7 55.664253983741474
10927.7 55.62681160205875
11313.0 55.53442471784825
11712.9 53.59597698868291
12126.0 50.99720739486713
12553.7 53.01886270658909
12996.1 54.827526977202126
13454.6 55.53021860289138
13929.2 54.618081791041305
14419.9 51.30515302221957
14928.2 50.16904634070988
15455.6 51.309695472797415
16000.5 52.45352566787568
16564.5 51.26340823877106
17148.9 50.596066043206235
17752.4 48.683073900008736
18379.4 47.2971143134574
19026.9 45.43334433321442
19697.8 46.202330570028806
19999.5 47.88897448416026
