Freq,On Axis,Listening Window,Sound Power,Early Reflections,Early Reflections DI,Sound Power DI,DI offset
20.5078,57.74318057440071,57.73476748502985,63.10912516764,61.08404759780473,36.65071988722512,34.62564231738985,40
21.2402,58.941080574400715,58.862288652353655,63.307569738876296,61.511974525869206,37.35031412648445,35.55471891347736,40
21.9727,58.39748057440072,58.40086995176587,64.43732907889587,62.27882227780023,36.12204767396564,33.96354087287,40
22.7051,60.6374805744007,60.64139398675303,65.54229850839913,63.65456063733659,36.98683334941644,35.0990954783539,40
23.4375,62.67888057440071,62.6944897579113,66.84288485790583,65.17199594245189,37.52249381545941,35.85160490000547,40
24.1699,63.36558057440071,63.39090185291917,67.50346731038293,65.85308214551853,37.537819707400644,35.88743454253624,40
25.6348,65.20478057440071,65.23754101142006,68.95444049298321,67.43006650142887,37.807474509991195,36.283100518436854,40
26.3672,66.07788057440071,66.11673807322404,69.68389461575559,68.21190717429809,37.90483089892595,36.43284345746845,40
27.0996,67.23928057440071,67.28301012748369,70.58187211665403,69.19848453941188,38.08452558807181,36.701138010829666,40
27.832,68.29368057440071,68.3364093354469,71.34973632873006,70.06076585214875,38.275643483298154,36.98667300671684,40
29.2969,70.0303805744007,70.07203185711357,72.69975905694098,71.54604931994302,38.52598253717055,37.372272800172595,40
30.0293,70.64038057440071,70.68307768437332,73.2085695534028,72.09529961595236,38.58777806842096,37.47450813097052,40
31.4941,72.15378057440071,72.19866380381153,74.45395501891385,73.44315016923856,38.755513634572964,37.74470878489768,40
32.2266,72.8414805744007,72.88667735992503,75.01735980456597,74.05552625604054,38.831151103884494,37.86931755535906,40
33.6914,74.08828057440071,74.13372406984772,76.04258718283445,75.16857272118996,38.965151348657756,38.09113688701326,40
34.4238,74.58318057440071,74.62810930721292,76.43600846523829,75.6028543967783,39.025254910434626,38.192100841974636,40
35.8887,75.49978057440072,75.54440837322886,77.18213650658636,76.41948795862996,39.124920414598904,38.3622718666425,40
37.3535,76.25068057440073,76.29478170686134,77.78979003844962,77.08767758304678,39.20710412381456,38.50499166841172,40
38.8184,76.89938057440072,76.94299111704116,78.3176655987791,77.66713890561907,39.27585221142209,38.62532551826206,40
39.5508,77.18988057440072,77.23333595539216,78.55455877185629,77.92724009560675,39.306095859785415,38.67877718353587,40
41.0156,77.71268057440071,77.75500477120119,78.9668750374886,78.38723388783235,39.367770883368834,38.78812973371258,40
42.4805,78.04548057440071,78.0865434291148,79.22261649670422,78.67894424389364,39.40759918522116,38.86392693241058,40
43.9453,78.4526805744007,78.49285163990591,79.54656372547564,79.03942392022091,39.453427719684996,38.94628791443027,40
45.4102,78.80518057440071,78.84471320188534,79.83309057815939,79.35516034171089,39.489552860174456,39.011622623725955,40
47.6074,79.3149805744007,79.35412311447199,80.26791775556443,79.82354969326455,39.530573421207436,39.08620535890756,40
49.0723,79.6641805744007,79.70232862558541,80.55249973833843,80.13613513663614,39.56619348894927,39.14982888724698,40
50.5371,79.9766805744007,80.01198753980542,80.76709537123814,80.39349834161989,39.61848919818553,39.244892168567276,40
52.7344,80.33298057440071,80.36724283583183,81.05815445364698,80.71461721450038,39.65262562133145,39.309088382184854,40
54.1992,80.54028057440071,80.57530865887645,81.2662598451481,80.92269637792947,39.65261228094698,39.30904881372835,40
56.3965,80.91398057440072,80.94801996885705,81.58227712531242,81.26538098886668,39.68263897999037,39.36574284354464,40
58.5938,81.34388057440071,81.37250199736276,81.86257086731077,81.61276234989488,39.75973964746788,39.509931130051996,40
60.0586,81.61498057440072,81.64005200347331,82.04389053739442,81.83345626279366,39.806595740679654,39.5961614660789,40
62.2559,81.75378057440071,81.78049167374537,82.1919410361921,81.97830349572381,39.80218817802157,39.58855063755327,40
64.4531,82.05698057440073,82.08242016061239,82.44972915481112,82.25718262297245,39.825237537639936,39.63269100580126,40
66.6504,82.31358057440072,82.33744162573419,82.65439122519008,82.48552239806641,39.85191922766778,39.683050400544104,40
69.5801,82.53318057440072,82.5553862819191,82.82155673985808,82.67699425560737,39.87839202631173,39.73382954206102,40
71.7773,82.7113805744007,82.73318586903144,82.97794419639915,82.84262362358646,39.89056224544498,39.755241672632295,40
73.9746,82.8146805744007,82.83659248243539,83.07453525427555,82.94183710328643,39.89475537914896,39.76205722815985,40
76.9043,83.02918057440071,83.04736451276818,83.21055617183241,83.11272969208022,39.93463482068796,39.836808340935775,40
79.834,83.22358057440071,83.24001225507531,83.3464539380627,83.27701846646222,39.96299378861309,39.89355831701262,40
82.7637,83.29318057440071,83.31005768212307,83.44518438629464,83.36054366046515,39.94951402165792,39.86487329582843,40
85.6934,83.50698057440071,83.5180508534957,83.5619295191613,83.52141680227167,39.99663405122402,39.9561213343344,40
88.623,83.72468057440072,83.7313966905297,83.67423343492656,83.68035885222163,40.051037838308076,40.05716325560314,40
91.5527,83.7815805744007,83.78788262372966,83.711095139373,83.72582302945119,40.062059594278466,40.07678748435666,40
94.4824,83.8309805744007,83.83602376687978,83.74811373291284,83.77163308583991,40.06439068103987,40.087910033966935,40
98.1445,83.96338057440072,83.96496475895755,83.827538417449,83.87367018791257,40.09129457104498,40.137426341508544,40
101.807,83.9390805744007,83.93814889421368,83.75863462755716,83.82416371682362,40.11398517739006,40.179514266656525,40
105.469,83.87508057440071,83.87179369708002,83.66485076266413,83.74142006056594,40.13037363651408,40.20694293441589,40
109.131,83.87698057440072,83.87149615714102,83.65104765274754,83.73421327503095,40.13728288211007,40.22044850439349,40
112.793,83.90948057440072,83.90120330327684,83.67443170561482,83.75714622876676,40.14405707451009,40.22677159766202,40
116.455,83.83428057440071,83.8191716281337,83.5354680365155,83.64211497253602,40.17705665559768,40.283703591618206,40
120.85,83.93988057440072,83.9148945877577,83.46377247848147,83.65339845757855,40.261496130179154,40.45112210927623,40
125.244,83.9885805744007,83.95922353640466,83.38202268713488,83.63920239280299,40.32002114360168,40.577200849269786,40
129.639,84.09908057440072,84.06944534859538,83.53066143382188,83.76508095020444,40.304364398390945,40.538783914773504,40
134.033,84.08128057440071,84.05198512307012,83.45269032759442,83.72273643377854,40.32924868929159,40.5992947954757,40
138.428,83.89308057440071,83.86171221341715,83.317135888782,83.55761071232696,40.30410150109019,40.544576324635145,40
143.555,83.88168057440072,83.8443223335095,83.16837669983204,83.47989259077957,40.364429742729925,40.67594563367746,40
148.682,83.96678057440072,83.92881066638286,83.3162964914364,83.5820114897409,40.34679917664195,40.612514174946455,40
153.809,84.08538057440072,84.04194540967178,83.3320761082516,83.65282282122155,40.389122588450235,40.709869301420184,40
159.668,83.84958057440072,83.79952792939476,83.00688276675753,83.37024674435028,40.42928118504447,40.79264516263723,40
164.795,83.75568057440071,83.70255471871955,82.81233622059851,83.231369116268,40.471185602451555,40.890218498121044,40
170.654,83.97958057440071,83.92338802725327,82.88445404930465,83.38361751750696,40.539770509746305,41.038933977948616,40
176.514,83.94458057440072,83.89510780553394,82.96240388139569,83.4110000026494,40.48410780288454,40.93270392413825,40
183.105,83.7060805744007,83.6632209643416,82.81973106957237,83.225718456297,40.4375025080446,40.843489894769235,40
189.697,83.44458057440072,83.39032866951953,82.58113188212552,82.95638308510873,40.43394558441081,40.809196787394015,40
196.289,83.32878057440071,83.2545842492574,82.3043085849468,82.74580810685708,40.50877614240032,40.95027566431061,40
202.881,83.18608057440072,83.10504895713359,81.95619935983633,82.5104085449749,40.5946404121587,41.14884959729726,40
210.205,83.2130805744007,83.134513590649,81.91948324213257,82.49873892869644,40.63577466195255,41.21503034851642,40
217.529,83.13278057440071,83.054311246786,81.82041506341989,82.4210677459122,40.6332435008738,41.23389618336611,40
225.586,82.93828057440071,82.84731001525999,81.64390151700206,82.20272255264834,40.64458746261165,41.20340849825793,40
232.91,82.73028057440071,82.62335148070976,81.24590706782956,81.8889646353844,40.73438684532536,41.377444412880195,40
241.699,82.80668057440072,82.69753847039746,80.97365155258672,81.81657125243389,40.88096721796357,41.723886917810745,40
249.756,83.42318057440072,83.3046671803099,81.04816789643311,82.22144716394853,41.08322001636138,42.25649928387679,40
258.545,83.41158057440072,83.33720013264761,81.73690779549582,82.53369564226641,40.8035044903812,41.600292337151785,40
