Freq "DI offset"
20.5078 20
23.4375 20
26.3672 20
29.2969 20
32.2266 20
35.1562 20
38.0859 20
41.0156 20
43.9453 20
46.875 20
49.8047 20
52.7344 20
55.6641 20
58.5938 20
61.5234 20
64.4531 20
67.3828 20
70.3125 20
73.2422 20
76.1719 20
79.1016 20
82.0312 20
84.9609 20
87.8906 20
90.8203 20
93.75 20
96.6797 20
102.539 20
105.469 20
108.398 20
111.328 20
117.188 20
120.117 20
125.977 20
128.906 20
134.766 20
137.695 20
143.555 20
149.414 20
155.273 20
158.203 20
164.062 20
169.922 20
175.781 20
181.641 20
190.43 20
196.289 20
202.148 20
210.938 20
216.797 20
225.586 20
234.375 20
240.234 20
249.023 20
257.812 20
266.602 20
278.32 20
287.109 20
295.898 20
307.617 20
319.336 20
331.055 20
342.773 20
354.492 20
366.211 20
377.93 20
392.578 20
407.227 20
421.875 20
436.523 20
451.172 20
465.82 20
483.398 20
500.977 20
518.555 20
536.133 20
553.711 20
574.219 20
594.727 20
615.234 20
638.672 20
659.18 20
682.617 20
706.055 20
732.422 20
758.789 20
785.156 20
811.523 20
840.82 20
870.117 20
902.344 20
931.641 20
966.797 20
999.023 20
1034.18 20
1072.27 20
1110.35 20
1148.44 20
1189.45 20
1230.47 20
1274.41 20
1318.36 20
1365.23 20
1415.04 20
1464.84 20
1514.65 20
1570.31 20
1623.05 20
1681.64 20
1740.23 20
1801.76 20
1866.21 20
1930.66 20
2000.98 20
2071.29 20
2144.53 20
2217.77 20
2296.88 20
2378.91 20
2460.94 20
2548.83 20
2639.65 20
2733.4 20
2827.15 20
2926.76 20
3032.23 20
3137.7 20
3249.02 20
3363.28 20
3483.4 20
3606.45 20
3732.42 20
3864.26 20
3999.02 20
4139.65 20
4286.13 20
4438.48 20
4593.75 20
4757.81 20
4924.8 20
5097.66 20
5279.3 20
5463.87 20
5657.23 20
5856.45 20
6061.52 20
6275.39 20
6498.05 20
6726.56 20
6963.87 20
7209.96 20
7464.84 20
7728.52 20
8000.98 20
8282.23 20
8575.2 20
8876.95 20
9190.43 20
9512.7 20
9849.61 20
10195.3 20
10555.7 20
10927.7 20
11314.5 20
11712.9 20
12126.0 20
12553.7 20
12996.1 20
13453.1 20
13927.7 20
14419.9 20
14929.7 20
15454.1 20
15999.0 20
16564.5 20
17147.5 20
17753.9 20
18377.9 20
19028.3 20
19699.2 20
19998.0 20
