Freq "Early Reflections"
22.4 59.33301144216054
23.0 59.09155412776758
23.6 58.416337333393045
24.0 57.40502482898063
25.0 56.24667163704092
25.8 55.068566619406255
26.5 54.039996317610274
27.2 53.244192846709865
28.0 52.60164780374981
29.0 52.201743544117676
30.0 51.89054777106517
30.7 51.71341778161795
31.5 51.679918533546726
32.5 51.81592401426684
33.5 52.21122189543425
34.5 52.91104725281048
35.5 53.95385706986852
36.5 55.24039114284304
37.5 56.624416991217856
38.7 57.89867727988738
40.0 58.97781665137617
41.2 59.82414097062107
42.5 60.52881707819927
43.7 61.25473548431768
45.0 62.14706351169414
46.2 63.18637409860514
47.5 64.41329008711902
48.7 65.7862275262716
50.0 67.2573189886403
51.5 68.76253483702803
53.0 70.2564216388542
54.5 71.63909106246244
56.0 72.78686705617369
58.0 73.62980425082205
60.0 74.15831826277558
61.5 74.47219985133444
63.0 74.74671036372641
65.0 75.10580646106176
67.0 75.63039488635452
69.0 76.30519290966433
71.0 77.00488302532452
73.0 77.66723287246826
75.0 78.30076761025495
77.5 78.83340933583813
80.0 79.33774944218918
82.5 79.84058768940484
85.0 80.39663959003803
87.5 80.97039841718788
90.0 81.58046763000425
92.5 82.11445464898311
95.0 82.57379435563499
97.5 82.93393246683534
100.0 83.23241474875059
103.0 83.45986743194348
106.0 83.69334996990274
109.0 83.95155632135233
112.0 84.21947239820847
115.0 84.49745153737929
118.0 84.70999963474318
122.0 84.87697120630784
125.0 84.93709770659667
128.0 84.86842080297924
132.0 84.72585519302922
136.0 84.54913893275918
140.0 84.44294548188954
145.0 84.42253900037589
150.0 84.47632940931993
155.0 84.54237299496008
160.0 84.57668319966041
165.0 84.58976356570409
170.0 84.51592896392305
175.0 84.46717525791237
180.0 84.38874138069468
185.0 84.3501733669107
190.0 84.31518637958418
195.0 84.29452047336315
200.0 84.27365542713585
206.0 84.13570936314176
212.0 83.88961894429696
218.0 83.57310786233074
224.0 83.21521344522407
230.0 82.96471415052255
236.0 82.88031299800706
240.0 82.94691952807608
250.0 83.08889429464888
258.0 83.21982583275768
265.0 83.26917641101103
272.0 83.23287383597656
280.0 83.1335616779082
290.0 83.04678069202977
300.0 83.0509649030264
307.0 83.10964201421407
315.0 83.22679009626846
325.0 83.33972194661933
335.0 83.35787522248447
345.0 83.30872361146398
355.0 83.20293629064577
365.0 83.04942935913833
375.0 82.89885428128255
387.0 82.76994882882721
400.0 82.65480854457266
412.0 82.57075662108694
425.0 82.48029216193557
437.0 82.39747277885829
450.0 82.29620109658808
462.0 82.22358950389994
475.0 82.09371922100927
487.0 81.95826789327722
500.0 81.74274918311897
515.0 81.48134517300433
530.0 81.17865078190468
545.0 80.9156582567516
560.0 80.68384963323793
580.0 80.53336091268191
600.0 80.44756233169383
615.0 80.36533855325358
630.0 80.24561496104025
650.0 80.0217442754153
670.0 79.78124825494972
690.0 79.59788224015017
710.0 79.5528924166188
730.0 79.68989214451727
750.0 79.86759490992588
775.0 79.93680750735413
800.0 79.6985936973283
825.0 79.265873444617
850.0 78.7311567596378
875.0 78.40110827454646
900.0 78.44490089644549
925.0 78.92663520540812
950.0 79.7171532093292
975.0 80.57390573086937
1000.0 81.31438444119829
1030.0 81.98114088825922
1060.0 82.63110427375061
1090.0 83.24505348376769
1120.0 83.55985378139073
1150.0 83.36244694790621
1180.0 82.89387371749922
1220.0 82.29076743377409
1250.0 81.69233286851555
1280.0 81.03944066158599
1320.0 80.30395889287637
1360.0 79.45582495093126
1400.0 78.3808669133278
1450.0 77.18501549556325
1500.0 76.25579990767837
1550.0 75.80515362967137
1600.0 75.74434923166397
1650.0 76.14514826730384
1700.0 76.96121701165475
1750.0 77.76715459793218
1800.0 78.66299429561009
1850.0 79.57522132968056
1900.0 80.20596343949819
1950.0 80.52930902418456
2000.0 80.64603497656867
2060.0 80.5540168040491
2120.0 80.40815052391783
2180.0 80.18958698087135
2240.0 80.02755827479768
2300.0 79.88218792396871
2360.0 79.63490027029748
2400.0 79.28821079214948
2500.0 78.84449616114061
2580.0 78.4577584234035
2650.0 78.248119773106
2720.0 78.07688162021446
2800.0 77.79928407793213
2900.0 77.41620295091857
3000.0 76.79287085559292
3070.0 76.20582333500144
3150.0 75.8208526117505
3250.0 75.69449033389776
3350.0 75.82523190616503
3450.0 76.04944466624764
3550.0 76.34071469058193
3650.0 76.63533584660412
3750.0 76.91744908006245
3870.0 77.1041475222892
4000.0 77.18667935711706
4120.0 77.25547056931171
4250.0 77.34376249571721
4370.0 77.58905967188173
4500.0 77.9668463375454
4620.0 78.33360542918442
4750.0 78.63229968151879
4870.0 78.70729719331526
5000.0 78.53093954390673
5150.0 78.32881909125902
5300.0 78.29239794260069
5450.0 78.45601010341709
5600.0 78.82714630558728
5800.0 79.25066398569484
6000.0 79.38275617846007
6150.0 79.24939779717077
6300.0 78.93019091807786
6500.0 78.4265525758169
6700.0 78.05031622471304
6900.0 77.80579401484064
7100.0 77.81458618958683
7300.0 78.18575723148378
7500.0 78.61597165111318
7750.0 78.6336443816281
8000.0 78.04373806839493
8250.0 77.44274372618298
8500.0 77.27631306481625
8750.0 77.81971563838738
9000.0 78.64655635760153
9250.0 79.10338619259215
9500.0 78.84792330710317
9750.0 78.48091570716815
10000.0 78.27557376443742
10300.0 78.33307923832994
10600.0 78.32079157382427
10900.0 78.30945825307465
11200.0 78.2879215683812
11500.0 78.12221137405612
11800.0 77.98188053055031
12200.0 78.23224357710671
12500.0 78.51624324863388
12800.0 79.11570332044276
13200.0 79.51353565057059
13600.0 79.36525110950188
14000.0 79.57710380466513
14500.0 79.20268591387772
15000.0 78.67854383284985
15500.0 78.40812055329934
16000.0 77.2196687883037
16500.0 76.97924844435467
