Freq "Sound Power"
20.5078 66.6844774098906
21.2402 68.20523608264872
21.9727 69.09776318492558
22.7051 69.95874612900666
23.4375 70.90359899142447
24.1699 72.27673636913259
25.6348 73.81793209672196
26.3672 74.6623073205194
27.0996 75.2833155171855
27.832 76.43939875710187
29.2969 77.71661256887026
30.0293 78.56526005535487
31.4941 79.39360733272144
32.2266 80.14043407492652
33.6914 80.91223389586064
34.4238 81.32730632530644
35.8887 81.91407233867858
37.3535 82.66286500548878
38.8184 83.31986448453547
39.5508 83.56404832971859
41.0156 83.96406903832998
42.4805 84.51374116393663
43.9453 84.8282389557611
45.4102 85.13160687229231
47.6074 85.58685659196652
49.0723 85.89990002320802
50.5371 86.16774822190064
52.7344 86.50865871214609
54.1992 86.82227076925102
56.3965 87.24717936425745
58.5938 87.65585275070636
60.0586 87.92680595957661
62.2559 88.29218075378225
64.4531 88.53320713177865
66.6504 88.84395022461453
69.5801 89.17523643315783
71.7773 89.47374987167751
73.9746 89.79137967563604
76.9043 90.02474953320855
79.834 90.20219109734116
82.7637 90.36042730771607
85.6934 90.52116052756799
88.623 90.85022087854188
91.5527 91.15558416465213
94.4824 91.28019239298617
98.1445 91.21259368076247
101.807 91.17319829457298
105.469 91.32143531751848
109.131 91.28305982202461
112.793 90.88918905293427
116.455 90.79467065483378
120.85 90.94784227611747
125.244 91.20363686857777
129.639 91.08877477641309
134.033 90.97908917898174
138.428 90.68266493421137
143.555 90.38675162545077
148.682 90.5420475166566
153.809 90.54208340050641
159.668 90.17500285424198
164.795 89.91006206888468
170.654 89.95511430656313
176.514 89.97335391787098
183.105 89.50610256743802
189.697 89.32221640268517
196.289 89.26663385052548
202.881 89.3485348588362
210.205 89.02757295143438
217.529 88.93457772074284
225.586 88.43797790509164
232.91 88.69804260539445
241.699 88.59313611457577
249.756 89.39787846394096
258.545 89.56098102776144
268.066 89.46651318241508
277.588 88.52684902337228
287.109 88.33415751274748
297.363 87.49896159650109
307.617 86.65805333787274
318.604 86.69074476446703
329.59 86.32233644953047
341.309 85.93931104973719
353.76 85.14733686353124
366.211 84.77366306452113
378.662 85.04258638006944
392.578 84.8294057592755
405.762 84.64286282424544
420.41 84.44937783404286
435.059 84.48406647998183
450.439 84.25694472287367
466.553 84.14479249052532
482.666 83.94973399379614
500.244 84.26188918513756
517.822 83.93235661128946
536.133 83.91543718694584
554.443 83.99689751105785
574.219 84.54736122423655
594.727 84.99837001682188
615.234 84.99258047663668
637.207 85.306466916951
659.912 85.5123266575626
683.35 85.58206926594215
706.787 85.49340035579212
731.689 85.02659316994597
758.057 85.00125192168709
784.424 84.53475578477445
812.256 84.45530355575687
840.82 84.47409358154111
870.85 84.39617443058287
901.611 84.7762937446282
933.105 85.01895597696547
966.064 85.09095233263895
999.756 85.30370636109355
1034.91 85.50677693495801
1071.53 85.91508726352897
1109.62 86.1773644222286
1148.44 86.42071343741584
1189.45 86.4006158823268
1231.2 86.653778178717
1274.41 87.05348797102488
1319.82 86.5048385500651
1365.97 86.56629287104758
1414.31 86.61219032516516
1464.11 87.21904047255009
1515.38 87.09869455918714
1568.85 86.87164530106826
1624.51 86.68350869425046
1681.64 86.43724992854204
1740.97 86.51843141054725
1802.49 86.7212418623521
1866.21 86.9487874936431
1932.13 87.11200698252476
2000.24 87.56083903454649
2070.56 87.547275286025
2143.8 87.37234068161081
2219.24 87.38574108093773
2297.61 86.83101897144873
2378.17 86.38788684018272
2462.4 85.86038745901335
2548.83 85.83829540172458
2638.92 85.45136188259494
2731.93 84.86235170006204
2828.61 84.41980783479929
2928.22 84.16244929468337
3031.49 83.81267631542941
3138.43 83.46590311981736
3249.02 83.3096282998819
3363.28 83.51343364939872
3481.93 83.60383457764696
3604.98 83.44380617797626
3732.42 83.84125122895588
3863.53 84.05045777388219
3999.76 84.35369814687132
4141.11 84.48195337961728
4286.87 84.83997829251747
4438.48 84.63254877182791
4594.48 84.5978303947107
4757.08 84.74210664101867
4924.8 84.4026857068561
5098.39 84.09547501927412
5277.83 83.84788259543525
5463.87 83.44758633688046
5656.49 83.77894740009401
5856.45 83.720628622969
6062.99 83.88610246657869
6276.86 83.50317514917761
6498.05 83.46546371820808
6727.29 82.90445843025981
6964.6 82.80553798254613
7209.96 82.33075033796126
7464.11 81.97449628849483
7727.78 81.85669035223282
8000.24 81.55707479734231
8282.23 81.47528653999845
8574.46 81.40067565268886
8876.22 81.17314922185385
9189.7 80.83436792863893
9513.43 80.57713751190106
9848.88 80.34716090905667
10196.8 80.35701231101581
10556.4 80.55089351786333
10928.5 80.70011515200291
11313.7 80.6489648857825
11712.9 80.4643120800915
12126.0 80.31549396737398
12553.7 80.41971883884985
12996.1 80.88147097900742
13454.6 81.4458540860594
13928.5 81.38629262348576
14419.9 81.09142406821363
14928.2 81.00445662296137
15454.8 80.44139167433742
15999.8 80.05871359538551
16564.5 77.82637234399068
17148.2 75.34224703766421
17753.2 75.39383642412608
18379.4 76.8631214481077
19027.6 71.67682561840857
19698.5 75.9409346175098
19999.5 77.17080229426942
