Freq "Rear Wall Bounce"
20.5078 57.08018423361814
21.9727 64.49391245828835
23.4375 65.81165226965835
24.9023 65.56445812291702
26.3672 62.276995338951465
27.832 62.459238559765524
29.2969 68.47514341365034
30.7617 70.74671844388821
32.2266 71.53385290245252
33.6914 71.91493517641236
35.1562 72.1283977279203
36.6211 72.55945684892974
38.0859 73.38345238704363
39.5508 74.5800770486319
41.0156 75.75024896694468
42.4805 77.16022045847508
43.9453 78.20699266498175
45.4102 78.845667235734
46.875 78.9651327275274
48.3398 78.56706859364671
51.2695 77.4670288671355
52.7344 77.89978831941299
54.1992 79.04266727716293
55.6641 80.28164176240382
58.5938 81.47773349227602
60.0586 81.44658855073824
62.9883 81.29003989971143
64.4531 81.41038610107609
67.3828 81.68381588390979
68.8477 81.73112643408426
71.7773 81.65937937844001
74.707 81.5840671802113
77.6367 81.76542159408781
79.1016 81.86643375910381
82.0312 82.22959893260706
84.9609 82.7859793092049
87.8906 82.68898455180377
90.8203 83.1300123857422
95.2148 83.17792524316157
98.1445 83.1687995824359
101.074 83.36344413669664
105.469 83.31979395968493
108.398 83.56090308755685
112.793 83.72968729007759
117.188 83.56908071619911
120.117 83.77425779954851
124.512 83.89956678480021
128.906 84.11452737419917
133.301 84.16029712347887
139.16 83.92638929374174
143.555 83.994058830143
147.949 84.12269911207744
153.809 84.0911089745587
159.668 84.10733873387333
165.527 84.2995717855797
171.387 84.08789869652689
177.246 83.90526006373666
183.105 83.95663411085447
188.965 83.8996044719387
196.289 83.67827897429048
203.613 83.50315322094076
210.938 83.58465391543504
218.262 83.68805845875272
225.586 83.45731422951184
232.91 82.9584309602089
241.699 83.02447831875092
250.488 82.80147272464788
259.277 83.03319819605832
268.066 82.75718567246993
276.855 82.70600419647705
287.109 82.60734229331227
297.363 82.38610677424306
307.617 82.14594973377295
319.336 82.18316885432866
329.59 82.34638434555075
341.309 82.07140221753532
353.027 81.89272404660153
366.211 81.71613066882692
379.395 82.25284656287054
392.578 81.68881005578669
405.762 81.21997742326288
420.41 80.8513877829299
435.059 81.24580208218082
451.172 80.31837587277379
465.82 80.17355038126168
483.398 80.18310544244453
499.512 79.83825221421628
517.09 79.65168216003252
536.133 79.31864559372792
555.176 78.80422647838263
574.219 79.05856389426091
594.727 79.4572419362079
615.234 78.85666373165188
637.207 79.44952889095934
659.18 79.43586887840608
682.617 79.70323383335676
707.52 79.28870354760319
732.422 79.42957007887772
757.324 78.81026544047769
785.156 78.66066518720642
811.523 78.37458571951163
840.82 77.75336990618231
870.117 77.64618079350448
900.879 77.53050612167047
933.105 77.52625992094951
965.332 76.93421829386263
1000.49 77.63153655050424
1035.64 76.08499742558985
1072.27 75.11299011409587
1108.89 73.49165961197608
1148.44 74.19949019776304
1189.45 75.42951559122285
1230.47 76.29223208165146
1274.41 74.85442231698372
1319.82 75.3678735407232
1366.7 74.18540268406477
1413.57 74.03947399206818
1463.38 74.55602508546066
1516.11 74.5207946948351
1568.85 73.39529395962666
1624.51 71.05557992314176
1681.64 72.13270382398954
1741.7 73.03751725016063
1803.22 73.03594257619066
1866.21 72.89144129686103
1932.13 72.85893386349737
1999.51 72.39753127781093
2069.82 73.26693777989813
2143.07 73.11473371445473
2219.24 72.72660056261788
2296.88 72.73846582090854
2378.91 72.37444631756718
2462.4 72.03544670315388
2548.83 71.49745448420465
2639.65 71.03059652865912
2731.93 70.11168375900546
2828.61 70.24845609134913
2928.22 69.87157395734883
3030.76 69.35298215774525
3137.7 69.65134526444538
3249.02 68.95857815240342
3363.28 68.44461895647039
3481.93 68.42103066592166
3604.98 67.84545982251383
3732.42 67.48124224963561
3864.26 67.75613746062626
4000.49 67.06965498253392
4141.11 67.1516349561462
4287.6 66.549709283063
4438.48 65.36765501460943
4595.21 65.6038815099437
4756.35 66.18172793007129
4924.8 66.01445730848071
5097.66 65.69413929201208
5277.83 65.73897005207996
5463.87 64.61121842612893
5657.23 64.66342126134815
5856.45 64.07738132712916
6062.99 63.69814265433057
6276.86 62.99819713990105
6498.05 63.261422084124135
6726.56 63.06283086355198
6963.87 62.522427021078016
7209.96 61.90601502474773
7464.84 61.55545929827552
7727.05 61.54922983896121
7999.51 60.9808823356516
8282.23 60.235946282934904
8573.73 59.287614158579274
8876.95 58.39387153450237
9188.96 57.357683326625946
9514.16 56.97020070931329
9849.61 58.490994320011495
10196.8 58.90331469799652
10555.7 58.02652543259582
10927.7 56.91573012252961
11313.0 56.04774898062057
11712.9 55.135171251877026
12126.0 54.77405846949328
12553.7 53.80265133304796
12996.1 53.31496602456663
13454.6 53.80361101615706
13929.2 54.250059271469254
14419.9 54.20827230396368
14928.2 53.14701220179863
15455.6 52.152757808469474
16000.5 52.76427483771606
16564.5 53.18519850388516
17148.9 53.15873432287292
17752.4 52.68054807013546
18379.4 50.056673540672975
19026.9 49.62527407429731
19697.8 49.38333268878132
19999.5 49.68214132194588
