Freq,On Axis,Listening Window,Sound Power,Early Reflections,Early Reflections DI,Sound Power DI,DI offset
20.5078,59.93996818181819,60.019639990753916,60.24664490544387,60.19176323800741,39.827876752746505,39.77299508531004,40
21.9727,64.23626818181819,64.29898238237563,64.43929876379862,64.4163135009882,39.88266888138743,39.85968361857701,40
23.4375,66.9756681818182,67.03194255160935,67.0705823632775,67.0936691153017,39.938273436307654,39.96136018833185,40
24.9023,69.63946818181819,69.68595944167235,69.63624115586214,69.70053252058194,39.98542692109041,40.049718285810215,40
26.3672,71.9915681818182,72.03073868112125,71.92795567430674,72.01456556849035,40.016173112630895,40.102783006814505,40
27.832,73.89426818181819,73.92697057969686,73.77329772544658,73.88189750674638,40.04507307295047,40.153672854250274,40
29.2969,75.5745681818182,75.60216927253862,75.42063662911404,75.5390683021552,40.06310097038342,40.181532643424575,40
30.7617,77.04616818181819,77.06776378351458,76.85196399280956,76.98415488982705,40.083608893687526,40.21579979070502,40
32.2266,78.26566818181819,78.28355311082635,78.0261220455784,78.17811163672505,40.1054414741013,40.25743106524794,40
33.6914,79.2278681818182,79.2419129697379,78.96042117283574,79.12149574389518,40.120417225842715,40.28149179690216,40
35.1562,80.12896818181821,80.13922916586986,79.818253280802,79.99786060005857,40.14136856581129,40.32097588506787,40
36.6211,80.83556818181819,80.8430982896465,80.51024889750593,80.69421033676002,40.14888795288648,40.332849392140574,40
38.0859,81.4157681818182,81.42067028340028,81.06386752857608,81.25812847272289,40.162541810677396,40.3568027548242,40
39.5508,81.9761681818182,81.97842382938055,81.60602640860543,81.80678071709367,40.17164311228687,40.372397420775116,40
41.0156,82.4290681818182,82.42744464419815,81.99872370155057,82.22690193288736,40.20054271131079,40.42872094264757,40
42.4805,83.0772681818182,83.07683916065079,82.70386102588446,82.90326258438556,40.17357657626523,40.37297813476633,40
43.9453,83.33136818181819,83.32964547455202,82.94204058200887,83.14727792973935,40.18236754481268,40.38760489254315,40
45.4102,83.59316818181819,83.59052523369076,83.19946237145298,83.40516785351525,40.1853573801755,40.391062862237774,40
46.875,83.82706818181819,83.82369735078606,83.42897983788276,83.63649556079375,40.187201789992315,40.3947175129033,40
48.3398,84.0798681818182,84.0751430763978,83.66923470996923,83.88112830963152,40.19401476676627,40.40590836642856,40
51.2695,84.46266818181819,84.45527644877792,84.02867216702988,84.24893094112824,40.20634550764969,40.42660428174804,40
52.7344,84.70446818181819,84.69492239142167,84.25523896857906,84.48139552554301,40.21352686587866,40.439683422842606,40
54.1992,84.8728681818182,84.86186772302808,84.39694188801337,84.63688172259872,40.22498600042937,40.46492583501471,40
55.6641,85.02286818181821,85.01174413893025,84.5388017751724,84.78298110580788,40.22876303312238,40.47294236375785,40
