Freq "On Axis"
22.4 34.2
23.0 34.89999999999999
23.6 35.499999999999986
24.0 35.8
25.0 36.10000000000001
25.8 36.39999999999999
26.5 36.60000000000001
27.2 36.999999999999986
28.0 37.39999999999999
29.0 37.8
30.0 39.2
30.7 41.89999999999999
31.5 43.60000000000001
32.5 45.2
33.5 47.89999999999999
34.5 49.8
35.5 51.10000000000001
36.5 51.39999999999999
37.5 51.499999999999986
38.7 51.999999999999986
40.0 53.3
41.2 54.499999999999986
42.5 56.89999999999999
43.7 59.10000000000001
45.0 61.5
46.2 64.49999999999999
47.5 66.8
48.7 70.0
50.0 72.4
51.5 75.4
53.0 77.5
54.5 78.8
56.0 79.7
58.0 79.6
60.0 79.2
61.5 78.09999999999998
63.0 77.4
65.0 77.3
67.0 78.2
69.0 79.40000000000002
71.0 80.7
73.0 81.60000000000001
75.0 82.7
77.5 83.7
80.0 84.40000000000002
82.5 85.3
85.0 86.1
87.5 86.8
90.0 87.2
92.5 87.2
95.0 86.60000000000001
97.5 85.50000000000001
100.0 84.7
103.0 84.40000000000002
106.0 84.9
109.0 85.59999999999998
112.0 86.0
115.0 86.4
118.0 86.60000000000001
122.0 86.8
125.0 86.8
128.0 86.8
132.0 86.60000000000001
136.0 86.4
140.0 86.2
145.0 85.89999999999999
150.0 85.59999999999998
155.0 85.3
160.0 84.8
165.0 84.40000000000002
170.0 84.2
175.0 84.2
180.0 84.6
185.0 85.2
190.0 85.59999999999998
195.0 85.7
200.0 85.2
206.0 84.0
212.0 82.9
218.0 82.2
224.0 82.1
230.0 81.7
236.0 83.00000000000001
240.0 85.2
250.0 84.8
258.0 84.10000000000001
265.0 84.0
272.0 84.0
280.0 83.7
290.0 83.39999999999999
300.0 83.39999999999999
307.0 84.0
315.0 84.3
325.0 84.10000000000001
335.0 83.5
345.0 83.7
355.0 84.40000000000002
365.0 84.49999999999999
375.0 84.0
387.0 83.2
400.0 83.5
412.0 84.40000000000002
425.0 83.9
437.0 82.9
450.0 83.00000000000001
462.0 82.8
475.0 81.60000000000001
487.0 80.59999999999998
500.0 81.1
515.0 80.59999999999998
530.0 80.8
545.0 81.1
560.0 80.59999999999998
580.0 82.1
600.0 83.8
615.0 83.8
630.0 83.2
650.0 82.4
670.0 82.1
690.0 81.7
710.0 81.99999999999999
730.0 81.2
750.0 78.2
775.0 78.7
800.0 80.3
825.0 81.4
850.0 82.1
875.0 83.39999999999999
900.0 83.39999999999999
925.0 82.4
950.0 82.6
975.0 83.9
1000.0 84.8
1030.0 84.0
1060.0 83.09999999999998
1090.0 82.4
1120.0 81.0
1150.0 80.59999999999998
1180.0 80.4
1220.0 80.2
1250.0 80.2
1280.0 79.7
1320.0 81.5
1360.0 81.0
1400.0 81.2
1450.0 80.8
1500.0 80.4
1550.0 79.7
1600.0 79.6
1650.0 78.5
1700.0 78.9
1750.0 81.1
1800.0 83.8
1850.0 84.40000000000002
1900.0 83.5
1950.0 80.50000000000001
2000.0 80.8
2060.0 82.7
2120.0 82.8
2180.0 80.8
2240.0 79.7
2300.0 79.9
2360.0 80.59999999999998
2400.0 80.4
2500.0 80.50000000000001
2580.0 81.4
2650.0 81.1
2720.0 81.4
2800.0 80.4
2900.0 80.50000000000001
3000.0 82.3
3070.0 81.5
3150.0 81.3
3250.0 81.90000000000002
3350.0 81.60000000000001
3450.0 81.7
3550.0 81.8
3650.0 81.3
3750.0 82.4
3870.0 82.4
4000.0 82.6
4120.0 81.7
4250.0 81.60000000000001
4370.0 80.8
4500.0 79.7
4620.0 80.7
4750.0 82.4
4870.0 81.99999999999999
5000.0 82.7
5150.0 81.4
5300.0 79.49999999999999
5450.0 79.7
5600.0 78.7
5800.0 79.6
6000.0 81.60000000000001
6150.0 81.90000000000002
6300.0 82.4
6500.0 83.2
6700.0 82.2
6900.0 81.7
7100.0 81.3
7300.0 81.99999999999999
7500.0 81.8
7750.0 82.4
8000.0 81.99999999999999
8250.0 81.1
8500.0 79.6
8750.0 79.40000000000002
9000.0 82.8
9250.0 82.8
9500.0 82.2
9750.0 82.5
10000.0 84.2
10300.0 83.9
10600.0 81.8
10900.0 83.2
11200.0 83.8
11500.0 81.2
11800.0 78.6
12200.0 77.7
12500.0 80.4
12800.0 80.89999999999999
13200.0 81.8
13600.0 82.4
14000.0 84.10000000000001
14500.0 87.1
15000.0 88.2
15500.0 84.6
16000.0 86.7
16500.0 88.3
17000.0 83.39999999999999
17500.0 78.09999999999998
18000.0 74.3
18500.0 67.3
19000.0 68.9
19500.0 63.2
