Freq "On Axis"
20.5078 69.36257770239709
23.4375 72.4286777023971
26.3672 74.5257777023971
29.2969 76.32097770239709
32.2266 78.07797770239709
35.1563 79.59587770239709
38.0859 80.9932777023971
41.0156 82.1868777023971
43.9453 83.3854777023971
46.875 84.33767770239709
49.8047 85.25927770239709
52.7344 86.02457770239708
55.6641 86.63257770239709
58.5938 87.16987770239709
61.5234 87.63937770239708
64.4531 88.03507770239709
67.3828 88.2077777023971
70.3125 88.48157770239708
73.2422 88.84247770239709
76.1719 89.0194777023971
79.1016 89.13017770239709
82.0313 89.21617770239709
84.9609 89.2269777023971
87.8906 89.23797770239709
90.8203 89.1885777023971
93.75 89.2540777023971
96.6797 89.17027770239709
102.539 88.9830777023971
105.469 88.92767770239709
108.398 89.06747770239708
111.328 89.1970777023971
117.188 89.1649777023971
120.117 89.1456777023971
125.977 88.8900777023971
128.906 88.77467770239708
134.766 88.77657770239709
137.695 88.59807770239709
143.555 88.3237777023971
149.414 88.13607770239709
155.273 88.23577770239707
158.203 88.37497770239709
164.063 88.35137770239709
169.922 88.1067777023971
175.781 87.8787777023971
181.641 87.9461777023971
190.43 88.4146777023971
196.289 88.57437770239709
202.148 88.57357770239709
210.938 88.7971777023971
216.797 88.5180777023971
225.586 88.55087770239709
234.375 89.2946777023971
240.234 88.89847770239709
249.023 88.9411777023971
257.813 89.56917770239708
266.602 89.12757770239709
278.32 88.8481777023971
287.109 88.46917770239709
295.898 88.7068777023971
307.617 89.3858777023971
319.336 89.49457770239711
331.055 90.29287770239709
342.773 89.60947770239709
354.492 89.6995777023971
366.211 90.00637770239709
377.93 90.19527770239709
392.578 90.24987770239709
407.227 89.92187770239708
421.875 91.26967770239709
436.523 90.63757770239711
451.172 90.55527770239709
465.82 90.35657770239708
483.398 90.28977770239709
500.977 89.65697770239709
518.555 90.88667770239708
536.133 91.63087770239709
553.711 91.22847770239709
574.219 91.30077770239707
594.727 91.22637770239709
615.234 91.7672777023971
638.672 91.4585777023971
659.18 91.6170777023971
682.617 91.5831777023971
706.055 91.1107777023971
732.422 90.71667770239709
758.789 90.61697770239711
785.156 90.79177770239708
811.523 89.30977770239708
840.82 87.7390777023971
870.117 86.6761777023971
902.344 86.3462777023971
931.641 89.70247770239708
966.797 91.93047770239708
999.023 92.14727770239709
1034.18 91.69507770239709
1072.27 91.19317770239711
1110.35 90.4932777023971
1148.44 90.3041777023971
1189.45 91.00837770239708
1230.47 91.01447770239709
1274.41 91.32017770239709
1318.36 91.15097770239709
1365.23 90.1756777023971
1415.04 89.8793777023971
1464.84 89.1791777023971
1514.65 88.8927777023971
1570.31 88.94077770239709
1623.05 88.44427770239709
1681.64 88.28407770239708
1740.23 88.40127770239711
1801.76 89.43547770239711
1866.21 90.0027777023971
1930.66 89.72687770239709
2000.98 90.04877770239709
2071.29 91.37377770239708
2144.53 90.25797770239708
2217.77 88.2013777023971
2296.88 88.8802777023971
2378.91 89.03137770239708
2460.94 88.90437770239708
2548.83 89.08247770239709
2639.65 89.92147770239708
2733.4 89.96837770239709
2827.15 89.89417770239709
2926.76 89.27747770239709
3032.23 88.74217770239709
3137.7 88.7629777023971
3249.02 88.77947770239709
3363.28 88.78317770239711
3483.4 88.60427770239708
3606.45 88.77607770239709
3732.42 89.16867770239709
3864.26 89.45797770239709
3999.02 89.74577770239709
4139.65 89.95277770239709
4286.13 90.45127770239709
4438.48 90.80727770239709
4593.75 91.07067770239708
4757.81 90.67277770239708
4924.8 90.9361777023971
5097.66 91.0798777023971
5279.3 91.35487770239709
5463.87 91.73537770239709
5657.23 90.88847770239708
5856.45 90.52527770239709
6061.52 90.9462777023971
6275.39 91.12277770239709
6498.05 91.3011777023971
6726.56 91.6046777023971
6963.87 91.6148777023971
7209.96 91.45037770239709
7464.84 91.37487770239709
7728.52 91.69567770239708
8000.98 92.3306777023971
8282.23 92.95457770239709
8575.2 93.20897770239709
8876.95 93.17837770239709
9190.43 93.18917770239709
9512.7 93.30727770239709
9849.61 93.7407777023971
10195.3 94.2663777023971
10555.7 94.60127770239707
10927.7 94.8225777023971
11314.5 95.00007770239709
11712.9 94.97857770239709
12126.0 94.6294777023971
12553.7 94.3075777023971
12996.1 93.2509777023971
13453.1 91.1313777023971
13927.7 88.6029777023971
14419.9 91.4663777023971
14929.7 93.84027770239709
15454.1 94.15017770239709
15999.0 93.62147770239709
16564.5 92.99477770239709
17147.5 93.2240777023971
17753.9 93.50507770239709
18377.9 93.3666777023971
19028.3 93.63397770239709
19699.2 94.53857770239709
19998.0 94.59027770239709
