Freq "DI offset"
20.0 50
20.2909 50
20.586 50
20.8855 50
21.1893 50
21.4975 50
21.8102 50
22.1274 50
22.4492 50
22.7758 50
23.1071 50
23.4432 50
23.7841 50
24.1301 50
24.4811 50
24.8372 50
25.1984 50
25.5649 50
25.9368 50
26.3141 50
26.6968 50
27.0851 50
27.4791 50
27.8788 50
28.2843 50
28.6957 50
29.1131 50
29.5365 50
29.9661 50
30.402 50
30.8442 50
31.2929 50
31.748 50
32.2098 50
32.6783 50
33.1536 50
33.6359 50
34.1251 50
34.6215 50
35.125 50
35.6359 50
36.1543 50
36.6802 50
37.2137 50
37.755 50
38.3041 50
38.8613 50
39.4265 50
40.0 50
40.5818 50
41.1721 50
41.771 50
42.3785 50
42.9949 50
43.6203 50
44.2548 50
44.8985 50
45.5515 50
46.2141 50
46.8863 50
47.5683 50
48.2602 50
48.9621 50
49.6743 50
50.3968 50
51.1299 50
51.8736 50
52.6281 50
53.3936 50
54.1702 50
54.9581 50
55.7575 50
56.5685 50
57.3914 50
58.2261 50
59.073 50
59.9323 50
60.804 50
61.6884 50
62.5857 50
63.496 50
64.4196 50
65.3566 50
66.3073 50
67.2717 50
68.2502 50
69.2429 50
70.2501 50
71.2719 50
72.3086 50
73.3603 50
74.4274 50
75.5099 50
76.6083 50
77.7226 50
78.8531 50
80.0 50
81.1636 50
82.3442 50
83.5419 50
84.757 50
85.9899 50
87.2406 50
88.5096 50
89.797 50
91.1031 50
92.4282 50
93.7726 50
95.1366 50
96.5204 50
97.9243 50
99.3486 50
100.794 50
102.26 50
103.747 50
105.256 50
106.787 50
108.34 50
109.916 50
111.515 50
113.137 50
114.783 50
116.452 50
118.146 50
119.865 50
121.608 50
123.377 50
125.171 50
126.992 50
128.839 50
130.713 50
132.615 50
134.543 50
136.5 50
138.486 50
140.5 50
142.544 50
144.617 50
146.721 50
148.855 50
151.02 50
153.217 50
155.445 50
157.706 50
160.0 50
162.327 50
164.688 50
167.084 50
169.514 50
171.98 50
174.481 50
177.019 50
179.594 50
182.206 50
184.856 50
187.545 50
190.273 50
193.041 50
195.849 50
198.697 50
201.587 50
204.52 50
207.494 50
210.512 50
213.574 50
216.681 50
219.833 50
223.03 50
226.274 50
229.565 50
232.905 50
236.292 50
239.729 50
243.216 50
246.754 50
250.343 50
253.984 50
257.678 50
261.426 50
265.229 50
269.087 50
273.001 50
276.972 50
281.0 50
285.088 50
289.234 50
293.441 50
297.709 50
302.04 50
306.433 50
310.89 50
315.412 50
320.0 50
324.655 50
329.377 50
334.168 50
339.028 50
343.959 50
348.962 50
354.038 50
359.188 50
364.412 50
369.713 50
375.09 50
380.546 50
386.081 50
391.697 50
397.394 50
403.175 50
409.039 50
414.989 50
421.025 50
427.149 50
433.362 50
439.665 50
446.06 50
452.548 50
459.131 50
465.809 50
472.584 50
479.458 50
486.432 50
493.507 50
500.686 50
507.968 50
515.357 50
522.853 50
530.458 50
538.174 50
546.002 50
553.943 50
562.001 50
570.175 50
578.469 50
586.883 50
595.419 50
604.08 50
612.866 50
621.78 50
630.824 50
640.0 50
649.309 50
658.753 50
668.335 50
678.056 50
687.919 50
697.925 50
708.077 50
718.376 50
728.825 50
739.426 50
750.181 50
761.093 50
772.163 50
783.394 50
794.789 50
806.349 50
818.078 50
829.977 50
842.05 50
854.298 50
866.724 50
879.33 50
892.12 50
905.097 50
918.262 50
931.618 50
945.169 50
958.917 50
972.864 50
987.015 50
1001.37 50
1015.94 50
1030.71 50
1045.71 50
1060.92 50
1076.35 50
1092.0 50
1107.89 50
1124.0 50
1140.35 50
1156.94 50
1173.77 50
1190.84 50
1208.16 50
1225.73 50
1243.56 50
1261.65 50
1280.0 50
1298.62 50
1317.51 50
1336.67 50
1356.11 50
1375.84 50
1395.85 50
1416.15 50
1436.75 50
1457.65 50
1478.85 50
1500.36 50
1522.19 50
1544.33 50
1566.79 50
1589.58 50
1612.7 50
1636.16 50
1659.95 50
1684.1 50
1708.6 50
1733.45 50
1758.66 50
1784.24 50
1810.19 50
1836.52 50
1863.24 50
1890.34 50
1917.83 50
1945.73 50
1974.03 50
2002.74 50
2031.87 50
2061.43 50
2091.41 50
2121.83 50
2152.69 50
2184.01 50
2215.77 50
2248.0 50
2280.7 50
2313.87 50
2347.53 50
2381.68 50
2416.32 50
2451.46 50
2487.12 50
2523.3 50
2560.0 50
2597.24 50
2635.01 50
2673.34 50
2712.23 50
2751.68 50
2791.7 50
2832.31 50
2873.5 50
2915.3 50
2957.7 50
3000.72 50
3044.37 50
3088.65 50
3133.58 50
3179.16 50
3225.4 50
3272.31 50
3319.91 50
3368.2 50
3417.19 50
3466.89 50
3517.32 50
3568.48 50
3620.39 50
3673.05 50
3726.47 50
3780.67 50
3835.67 50
3891.46 50
3948.06 50
4005.49 50
4063.75 50
4122.86 50
4182.82 50
4243.66 50
4305.39 50
4368.01 50
4431.55 50
4496.01 50
4561.4 50
4627.75 50
4695.06 50
4763.35 50
4832.64 50
4902.93 50
4974.24 50
5046.6 50
5120.0 50
5194.47 50
5270.03 50
5346.68 50
5424.45 50
5503.35 50
5583.4 50
5664.61 50
5747.01 50
5830.6 50
5915.41 50
6001.45 50
6088.74 50
6177.3 50
6267.15 50
6358.31 50
6450.8 50
6544.62 50
6639.82 50
6736.4 50
6834.38 50
6933.79 50
7034.64 50
7136.96 50
7240.77 50
7346.09 50
7452.94 50
7561.35 50
7671.33 50
7782.91 50
7896.12 50
8010.97 50
8127.49 50
8245.71 50
8365.65 50
8487.33 50
8610.78 50
8736.03 50
8863.09 50
8992.01 50
9122.8 50
9255.5 50
9390.12 50
9526.7 50
9665.27 50
9805.86 50
9948.49 50
10093.2 50
10240.0 50
10388.9 50
10540.1 50
10693.4 50
10848.9 50
11006.7 50
11166.8 50
11329.2 50
11494.0 50
11661.2 50
11830.8 50
12002.9 50
12177.5 50
12354.6 50
12534.3 50
12716.6 50
12901.6 50
13089.2 50
13279.6 50
13472.8 50
13668.8 50
13867.6 50
14069.3 50
14273.9 50
14481.5 50
14692.2 50
14905.9 50
15122.7 50
15342.7 50
15565.8 50
15792.2 50
16021.9 50
16255.0 50
16491.4 50
16731.3 50
16974.7 50
17221.6 50
17472.1 50
17726.2 50
17984.0 50
18245.6 50
18511.0 50
18780.2 50
19053.4 50
19330.5 50
19611.7 50
19897.0 50
