Freq "DI offset"
20.5078 60
21.2402 60
21.9727 60
22.7051 60
23.4375 60
24.1699 60
25.6348 60
26.3672 60
27.0996 60
27.832 60
29.2969 60
30.0293 60
31.4941 60
32.2266 60
33.6914 60
34.4238 60
35.8887 60
37.3535 60
38.8184 60
39.5508 60
41.0156 60
42.4805 60
43.9453 60
45.4102 60
47.6074 60
49.0723 60
50.5371 60
52.7344 60
54.1992 60
56.3965 60
58.5938 60
60.0586 60
62.2559 60
64.4531 60
66.6504 60
69.5801 60
71.7773 60
73.9746 60
76.9043 60
79.834 60
82.7637 60
85.6934 60
88.623 60
91.5527 60
94.4824 60
98.1445 60
101.807 60
105.469 60
109.131 60
112.793 60
116.455 60
120.85 60
125.244 60
129.639 60
134.033 60
138.428 60
143.555 60
148.682 60
153.809 60
159.668 60
164.795 60
170.654 60
176.514 60
183.105 60
189.697 60
196.289 60
202.881 60
210.205 60
217.529 60
225.586 60
232.91 60
241.699 60
249.756 60
258.545 60
268.066 60
277.588 60
287.109 60
297.363 60
307.617 60
318.604 60
329.59 60
341.309 60
353.76 60
366.211 60
378.662 60
392.578 60
405.762 60
420.41 60
435.059 60
450.439 60
466.553 60
482.666 60
500.244 60
517.822 60
536.133 60
554.443 60
574.219 60
594.727 60
615.234 60
637.207 60
659.912 60
683.35 60
706.787 60
731.689 60
758.057 60
784.424 60
812.256 60
840.82 60
870.85 60
901.611 60
933.105 60
966.064 60
999.756 60
1034.91 60
1071.53 60
1109.62 60
1148.44 60
1189.45 60
1231.2 60
1274.41 60
1319.82 60
1365.97 60
1414.31 60
1464.11 60
1515.38 60
1568.85 60
1624.51 60
1681.64 60
1740.97 60
1802.49 60
1866.21 60
1932.13 60
2000.24 60
2070.56 60
2143.8 60
2219.24 60
2297.61 60
2378.17 60
2462.4 60
2548.83 60
2638.92 60
2731.93 60
2828.61 60
2928.22 60
3031.49 60
3138.43 60
3249.02 60
3363.28 60
3481.93 60
3604.98 60
3732.42 60
3863.53 60
3999.76 60
4141.11 60
4286.87 60
4438.48 60
4594.48 60
4757.08 60
4924.8 60
5098.39 60
5277.83 60
5463.87 60
5656.49 60
5856.45 60
6062.99 60
6276.86 60
6498.05 60
6727.29 60
6964.6 60
7209.96 60
7464.11 60
7727.78 60
8000.24 60
8282.23 60
8574.46 60
8876.22 60
9189.7 60
9513.43 60
9848.88 60
10196.8 60
10556.4 60
10928.5 60
11313.7 60
11712.9 60
12126.0 60
12553.7 60
12996.1 60
13454.6 60
13928.5 60
14419.9 60
14928.2 60
15454.8 60
15999.8 60
16564.5 60
17148.2 60
17753.2 60
18379.4 60
19027.6 60
19698.5 60
19999.5 60
