Freq "Floor Bounce"
22.4 25.005318067664717
23.0 26.705318067664706
23.6 28.505318067664717
24.0 30.205318067664706
25.0 31.836635756671882
25.8 33.50531806766472
26.5 35.136635756671865
27.2 36.73663575667186
28.0 38.33663575667188
29.0 39.936635756671876
30.0 41.43663575667185
30.7 43.00228461396017
31.5 44.46845083805434
32.5 45.96845083805434
33.5 47.36845083805434
34.5 48.76845083805432
35.5 50.168450838054326
36.5 51.56845083805433
37.5 52.868450838054315
38.7 54.20076749445562
40.0 55.500767494455616
41.2 56.76845083805432
42.5 58.000767494455616
43.7 59.20076749445562
45.0 60.40076749445561
46.2 61.53358982687996
47.5 62.70076749445562
48.7 63.73358982687998
50.0 64.73358982687996
51.5 65.70076749445562
53.0 66.63358982687998
54.5 67.53358982687998
56.0 68.33358982687997
58.0 69.13358982687998
60.0 69.83358982687999
61.5 70.5
63.0 71.03358982687998
65.0 71.56692185116049
67.0 72.0
69.0 72.4
71.0 72.7
73.0 73.1
75.0 73.4
77.5 73.7
80.0 73.83358982687997
82.5 74.0
85.0 74.06692185116049
87.5 74.1
90.0 74.1
92.5 74.0
95.0 73.93358982687998
97.5 73.8
100.0 73.6669218511605
103.0 73.4669218511605
106.0 73.23358982687998
109.0 73.03358982687996
112.0 72.8669218511605
115.0 72.66692185116051
118.0 72.50076749445563
122.0 72.40076749445562
125.0 72.36692185116051
128.0 72.36692185116051
132.0 72.36692185116051
136.0 72.40076749445562
140.0 72.50076749445563
145.0 72.50076749445563
150.0 72.50076749445563
155.0 72.40076749445562
160.0 72.30076749445561
165.0 72.16845083805433
170.0 72.06845083805432
175.0 72.00306957104252
180.0 71.96845083805432
185.0 71.90306957104252
190.0 71.96845083805432
195.0 72.00306957104252
200.0 72.03663575667187
206.0 72.07150800786938
212.0 72.00306957104252
218.0 71.97150800786939
224.0 71.87150800786937
230.0 71.77150800786937
236.0 71.77150800786937
240.0 71.74044167945492
250.0 71.74044167945492
258.0 71.7069050103546
265.0 71.6760917544922
272.0 71.57609175449221
280.0 71.57609175449221
290.0 71.64576719438469
300.0 71.6760917544922
307.0 71.71227178315618
315.0 71.6760917544922
325.0 71.64576719438469
335.0 71.61227178315617
345.0 71.64576719438469
355.0 71.74576719438468
365.0 71.78219967332305
375.0 71.78219967332305
387.0 71.78219967332305
400.0 71.68219967332304
412.0 71.58219967332305
425.0 71.38219967332304
437.0 71.35260953202217
450.0 71.28219967332303
462.0 71.28219967332303
475.0 70.95260953202218
487.0 70.56096514237183
500.0 70.86096514237182
515.0 71.56096514237181
530.0 71.89897445130924
545.0 71.63752777300027
560.0 71.1096325668162
580.0 70.98219812790055
600.0 71.1552196930838
615.0 70.9950645803583
630.0 70.69506458035829
650.0 70.56878033996792
670.0 70.3094224842602
690.0 70.32526453928848
710.0 70.70034112939828
730.0 70.07584607527146
750.0 68.87584607527145
775.0 67.60942248426018
800.0 69.17449351030439
825.0 70.43513059177982
850.0 72.00306957104252
875.0 75.07896989520115
900.0 71.01753803239934
925.0 66.76620989389217
950.0 68.3377673428554
975.0 67.54258273663015
1000.0 66.31832544184972
1030.0 72.0707173249541
1060.0 76.24680047887706
1090.0 66.91323574403133
1120.0 64.26838749126698
1150.0 66.36226370149554
1180.0 68.40937829065058
1220.0 68.88509485802376
1250.0 67.65657014803854
1280.0 71.94293979360191
1320.0 72.30942248426018
1360.0 72.40464502318535
1400.0 72.17106744273917
1450.0 75.0560388500297
1500.0 70.3517743753474
1550.0 67.59408963790565
1600.0 70.58239860760774
1650.0 71.51832613468224
1700.0 66.74464246181273
1750.0 67.25017075212571
1800.0 74.47960121433462
1850.0 59.81432579929967
1900.0 66.05959385611935
1950.0 66.07662798253907
2000.0 70.28107654963326
2060.0 81.73819571547216
2120.0 68.70942248426019
2180.0 67.92081469862046
2240.0 70.77523823794748
2300.0 70.18161208533422
2360.0 69.86588846059686
2400.0 69.5148352363348
2500.0 68.66226044405475
2580.0 69.15803522150264
2650.0 69.05081528908937
2720.0 69.30497668676807
2800.0 68.64314826109434
2900.0 68.52812100489948
3000.0 67.57314211136085
3070.0 67.77882682230879
3150.0 66.66096514237182
3250.0 66.3424276671183
3350.0 65.86063997743493
3450.0 64.82720521710813
3550.0 65.96612501951208
3650.0 66.2608286134798
3750.0 66.32297870459898
3870.0 66.35879677415588
4000.0 67.4670591773177
4120.0 68.20840017459456
4250.0 68.0921408605958
4370.0 67.95666892806517
4500.0 67.98866490030832
4620.0 68.22253333882661
4750.0 68.80994607707174
