Freq "Side Wall Bounce"
20.5078 49.509517728089975
21.9727 48.49535967487972
23.4375 52.167448102299176
24.9023 50.73335469998591
26.3672 52.612649280446476
27.832 49.88727322260618
29.2969 50.33437760702361
30.7617 52.734990972082755
32.2266 54.88612259377271
33.6914 56.51808354915465
35.1562 56.76031169327632
36.6211 58.01399926886144
38.0859 59.73016551170285
39.5508 61.47887726452723
41.0156 62.325669153691436
42.4805 63.577821605849806
43.9453 64.7872796624396
45.4102 65.69897137424789
46.875 66.96046371596015
48.3398 68.4799162489095
51.2695 69.54848582267036
52.7344 70.51416183552438
54.1992 71.42028316210795
55.6641 72.13951475480039
58.5938 73.4649633734187
60.0586 74.05674678744762
62.9883 75.30223060107583
64.4531 75.90633771719934
67.3828 76.79202881278243
68.8477 77.19696740354223
71.7773 78.15270764476574
74.707 78.88163396461029
77.6367 79.36485286693153
79.1016 79.59885095739499
82.0312 80.05649920105165
84.9609 80.23827290073636
87.8906 80.38036535749711
90.8203 80.48732095042742
95.2148 80.3546561229994
98.1445 80.20085241294429
101.074 80.08012387253578
105.469 79.85632349569893
108.398 79.57517221428513
112.793 79.35760901437054
117.188 78.98100078048779
120.117 78.79912909361181
124.512 78.77843618091742
128.906 78.52774268411513
133.301 78.32724089308057
139.16 77.91037636697303
143.555 77.73978473024793
147.949 77.56429409017233
153.809 77.46042964912338
159.668 76.91229708184308
165.527 76.57322659086365
171.387 76.33918190205452
177.246 76.73766193447774
183.105 76.47557117379804
188.965 76.47386941009634
196.289 76.31491283884397
203.613 75.95086468770094
210.938 75.87793511939599
218.262 75.79171191028377
225.586 75.99142324803485
232.91 75.46257546878255
241.699 75.42190108091205
250.488 75.12950174308669
259.277 75.37618470003059
268.066 75.86980299831755
276.855 75.46851416200842
287.109 75.17882764705476
297.363 75.22101587748101
307.617 75.55978963541773
319.336 74.88305431896377
329.59 74.54938157725262
341.309 73.93218625369481
353.027 74.04108990312076
366.211 75.67997566989143
379.395 75.26544305961642
392.578 75.22703311432451
405.762 75.13550099001242
420.41 75.02582747444156
435.059 75.06072300894297
451.172 75.17952969271361
465.82 75.06179325333497
483.398 75.05477789382425
499.512 75.3860174751628
517.09 75.20725209601986
536.133 75.26673243713047
555.176 75.02129671293729
574.219 75.08659707627605
594.727 75.67495318774647
615.234 75.55428729112127
637.207 75.72728589774633
659.18 75.78158813477839
682.617 75.16892814104251
707.52 75.21821982937665
732.422 76.1419757351282
757.324 76.07130507960089
785.156 76.18363991893428
811.523 76.39126438065583
840.82 76.27236265410548
870.117 75.82715125504802
900.879 75.94646039039961
933.105 76.61356803340591
965.332 76.7700663722884
1000.49 76.65088251901933
1035.64 76.11133087877482
1072.27 76.73209713177091
1108.89 76.07432841305044
1148.44 76.23060134001388
1189.45 77.85976174199452
1230.47 77.78676377695575
1274.41 76.71171288108508
1319.82 77.19368271426859
1366.7 77.21825548685081
1413.57 76.99205716729759
1463.38 76.25684267855344
1516.11 76.55496229989063
1568.85 77.17249092570728
1624.51 77.32906772231212
1681.64 76.86753427334631
1741.7 76.39086126994368
1803.22 77.59968476920804
1866.21 77.64297516555362
1932.13 75.70453168963492
1999.51 76.5221914990565
2069.82 77.32073835055003
2143.07 76.79630212270955
2219.24 76.40407486521039
2296.88 77.21974532696774
2378.91 77.21056447363131
2462.4 75.47943537975775
2548.83 76.12361317236747
2639.65 76.21399233062039
2731.93 75.61551790165258
2828.61 75.76189718391419
2928.22 75.1016246442876
3030.76 74.19267964034754
3137.7 73.80899950182601
3249.02 73.10492738534953
3363.28 72.80045058845421
3481.93 72.17181487679227
3604.98 72.29179612480581
3732.42 71.79110629848009
3864.26 72.4705113051426
4000.49 72.21834251312278
4141.11 73.03142237106555
4287.6 73.44417919504079
4438.48 74.0125772347443
4595.21 74.45318751121383
4756.35 74.67016658217187
4924.8 74.84218320029325
5097.66 74.7650806058336
5277.83 74.73943462291605
5463.87 74.93142698269507
5657.23 74.47799485077563
5856.45 74.37183189170483
6062.99 74.19710903797193
6276.86 73.80714090231015
6498.05 73.4431748516206
6726.56 73.4144642056281
6963.87 73.14110065013035
7209.96 72.824998139169
7464.84 72.5027155465178
7727.05 72.17534232396584
7999.51 71.95991336293307
8282.23 72.07097047487817
8573.73 72.12711132586027
8876.95 72.01608449531506
9188.96 71.65228034203987
9514.16 71.34366271451083
9849.61 70.80180094776513
10196.8 70.50106962102181
10555.7 70.31506324768387
10927.7 70.33488741606962
11313.0 70.40844925728986
11712.9 69.82906191944222
12126.0 69.6679574714428
12553.7 69.18760240917177
12996.1 69.04874054884591
13454.6 69.18295811211192
13929.2 69.67026972485722
14419.9 70.06374249940468
14928.2 70.33566207988844
15455.6 70.45362038402442
16000.5 70.34426821045847
16564.5 69.81934139508132
17148.9 68.95941499137463
17752.4 67.96816630410133
18379.4 67.13786403496627
19026.9 66.62467237207667
19697.8 65.32419755345568
19999.5 64.69619678262907
