Freq "DI offset"
22.4 40
23.0 40
23.6 40
24.0 40
25.0 40
25.8 40
26.5 40
27.2 40
28.0 40
29.0 40
30.0 40
30.7 40
31.5 40
32.5 40
33.5 40
34.5 40
35.5 40
36.5 40
37.5 40
38.7 40
40.0 40
41.2 40
42.5 40
43.7 40
45.0 40
46.2 40
47.5 40
48.7 40
50.0 40
51.5 40
53.0 40
54.5 40
56.0 40
58.0 40
60.0 40
61.5 40
63.0 40
65.0 40
67.0 40
69.0 40
71.0 40
73.0 40
75.0 40
77.5 40
80.0 40
82.5 40
85.0 40
87.5 40
90.0 40
92.5 40
95.0 40
97.5 40
100.0 40
103.0 40
106.0 40
109.0 40
112.0 40
115.0 40
118.0 40
122.0 40
125.0 40
128.0 40
132.0 40
136.0 40
140.0 40
145.0 40
150.0 40
155.0 40
160.0 40
165.0 40
170.0 40
175.0 40
180.0 40
185.0 40
190.0 40
195.0 40
200.0 40
206.0 40
212.0 40
218.0 40
224.0 40
230.0 40
236.0 40
240.0 40
250.0 40
258.0 40
265.0 40
272.0 40
280.0 40
290.0 40
300.0 40
307.0 40
315.0 40
325.0 40
335.0 40
345.0 40
355.0 40
365.0 40
375.0 40
387.0 40
400.0 40
412.0 40
425.0 40
437.0 40
450.0 40
462.0 40
475.0 40
487.0 40
500.0 40
515.0 40
530.0 40
545.0 40
560.0 40
580.0 40
600.0 40
615.0 40
630.0 40
650.0 40
670.0 40
690.0 40
710.0 40
730.0 40
750.0 40
775.0 40
800.0 40
825.0 40
850.0 40
875.0 40
900.0 40
925.0 40
950.0 40
975.0 40
1000.0 40
1030.0 40
1060.0 40
1090.0 40
1120.0 40
1150.0 40
1180.0 40
1220.0 40
1250.0 40
1280.0 40
1320.0 40
1360.0 40
1400.0 40
1450.0 40
1500.0 40
1550.0 40
1600.0 40
1650.0 40
1700.0 40
1750.0 40
1800.0 40
1850.0 40
1900.0 40
1950.0 40
2000.0 40
2060.0 40
2120.0 40
2180.0 40
2240.0 40
2300.0 40
2360.0 40
2400.0 40
2500.0 40
2580.0 40
2650.0 40
2720.0 40
2800.0 40
2900.0 40
3000.0 40
3070.0 40
3150.0 40
3250.0 40
3350.0 40
3450.0 40
3550.0 40
3650.0 40
3750.0 40
3870.0 40
4000.0 40
4120.0 40
4250.0 40
4370.0 40
4500.0 40
4620.0 40
4750.0 40
4870.0 40
5000.0 40
5150.0 40
5300.0 40
5450.0 40
5600.0 40
5800.0 40
6000.0 40
6150.0 40
6300.0 40
6500.0 40
6700.0 40
6900.0 40
7100.0 40
7300.0 40
7500.0 40
7750.0 40
8000.0 40
8250.0 40
8500.0 40
8750.0 40
9000.0 40
9250.0 40
9500.0 40
9750.0 40
10000.0 40
10300.0 40
10600.0 40
10900.0 40
11200.0 40
11500.0 40
11800.0 40
12200.0 40
12500.0 40
12800.0 40
13200.0 40
13600.0 40
14000.0 40
14500.0 40
15000.0 40
15500.0 40
16000.0 40
16500.0 40
17000.0 40
17500.0 40
18000.0 40
18500.0 40
19000.0 40
19500.0 40
