Freq "DI offset"
20.507813 40
21.972656 40
23.4375 40
24.902344 40
26.367188 40
27.832031 40
29.296875 40
30.761719 40
32.226563 40
33.691406 40
35.15625 40
36.621094 40
38.085938 40
39.550781 40
41.015625 40
42.480469 40
43.945313 40
45.410156 40
46.875 40
48.339844 40
51.269531 40
52.734375 40
54.199219 40
55.664063 40
58.59375 40
60.058594 40
62.988281 40
64.453125 40
67.382813 40
68.847656 40
71.777344 40
74.707031 40
77.636719 40
79.101563 40
82.03125 40
84.960938 40
87.890625 40
90.820313 40
95.214844 40
98.144531 40
101.07422 40
105.46875 40
108.39844 40
112.79297 40
117.1875 40
120.11719 40
124.51172 40
128.90625 40
133.30078 40
139.16016 40
143.55469 40
147.94922 40
153.80859 40
159.66797 40
165.52734 40
171.38672 40
177.24609 40
183.10547 40
188.96484 40
196.28906 40
203.61328 40
210.9375 40
218.26172 40
225.58594 40
232.91016 40
241.69922 40
250.48828 40
259.27734 40
268.06641 40
276.85547 40
287.10938 40
297.36328 40
307.61719 40
319.33594 40
329.58984 40
341.30859 40
353.02734 40
366.21094 40
379.39453 40
392.57813 40
405.76172 40
420.41016 40
435.05859 40
451.17188 40
465.82031 40
483.39844 40
499.51172 40
517.08984 40
536.13281 40
555.17578 40
574.21875 40
594.72656 40
615.23438 40
637.20703 40
659.17969 40
682.61719 40
707.51953 40
732.42188 40
757.32422 40
785.15625 40
811.52344 40
840.82031 40
870.11719 40
900.87891 40
933.10547 40
965.33203 40
1000.4883 40
1035.6445 40
1072.2656 40
1108.8867 40
1148.4375 40
1189.4531 40
1230.4688 40
1274.4141 40
1319.8242 40
1366.6992 40
1413.5742 40
1463.3789 40
1516.1133 40
1568.8477 40
1624.5117 40
1681.6406 40
1741.6992 40
1803.2227 40
1866.2109 40
1932.1289 40
1999.5117 40
2069.8242 40
2143.0664 40
2219.2383 40
2296.875 40
2378.9063 40
2462.4023 40
2548.8281 40
2639.6484 40
2731.9336 40
2828.6133 40
2928.2227 40
3030.7617 40
3137.6953 40
3249.0234 40
3363.2813 40
3481.9336 40
3604.9805 40
3732.4219 40
3864.2578 40
4000.4883 40
4141.1133 40
4287.5977 40
4438.4766 40
4595.2148 40
4756.3477 40
4924.8047 40
5097.6563 40
5277.832 40
5463.8672 40
5657.2266 40
5856.4453 40
6062.9883 40
6276.8555 40
6498.0469 40
6726.5625 40
6963.8672 40
7209.9609 40
7464.8438 40
7727.0508 40
7999.5117 40
8282.2266 40
8573.7305 40
8876.9531 40
9188.9648 40
9514.1602 40
9849.6094 40
10196.777 40
10555.664 40
10927.734 40
11312.988 40
11712.891 40
12125.977 40
12553.711 40
12996.094 40
13454.59 40
13929.199 40
14419.922 40
14928.223 40
15455.566 40
16000.488 40
16564.453 40
17148.926 40
17752.441 40
18379.395 40
19026.855 40
19697.754 40
19999.512 40
