Freq "Front Wall Bounce"
22.4 33.36134067272988
23.0 34.945775625479
23.6 39.97412481799566
24.0 43.628469007769866
25.0 46.41349258138496
25.8 48.29812163996024
26.5 49.4981216399602
27.2 50.1837199249191
28.0 50.21382628877927
29.0 50.61063666949852
30.0 51.5412521546522
30.7 53.09660387146198
31.5 55.32731809093275
32.5 57.85389321151226
33.5 60.294683455073596
34.5 62.494683455073584
35.5 64.39468345507359
36.5 66.16444363138092
37.5 67.63468732036594
38.7 69.04892128446564
40.0 70.41974012128591
41.2 71.7197401212859
42.5 73.09103250952745
43.7 74.79103250952745
45.0 75.96279382871916
46.2 76.77760149146033
47.5 78.07760149146033
48.7 79.27760149146033
50.0 80.37760149146033
51.5 81.50706620807591
53.0 82.63501940320802
54.5 83.63501940320802
56.0 84.57760149146034
58.0 85.43501940320802
60.0 86.47824413402554
61.5 87.33501940320801
63.0 87.97824413402553
65.0 88.66343866600903
67.0 89.30703612372035
69.0 89.95120059351319
71.0 90.47824413402553
73.0 91.05120059351319
75.0 91.57824413402554
77.5 92.07824413402554
80.0 92.47824413402554
82.5 92.67824413402553
85.0 92.82270087084216
87.5 92.87824413402554
90.0 92.77824413402554
92.5 92.52270087084216
95.0 92.12270087084215
97.5 91.80770450570768
100.0 91.62270087084215
103.0 91.50770450570768
106.0 91.55120059351319
109.0 91.67824413402555
112.0 91.80770450570768
115.0 91.85120059351318
118.0 91.90770450570768
122.0 91.95120059351319
125.0 92.0077045057077
128.0 91.95120059351319
132.0 91.90770450570768
136.0 91.80770450570768
140.0 91.68084436082482
145.0 91.58084436082483
150.0 91.52270087084216
155.0 91.48084436082483
160.0 91.45120059351319
165.0 91.59593360110306
170.0 91.88084436082482
175.0 91.98084436082483
180.0 91.89593360110305
185.0 91.39593360110305
190.0 90.65443414855878
195.0 90.16961526805643
200.0 90.19981922805074
206.0 90.71519212430854
212.0 91.46961526805643
218.0 91.86961526805644
224.0 91.96961526805643
230.0 91.86961526805644
236.0 91.61519212430854
240.0 91.41519212430853
250.0 91.21519212430853
258.0 91.01519212430853
265.0 90.85931333048903
272.0 90.68958877315742
280.0 90.58958877315743
290.0 90.48958877315741
300.0 90.31519212430852
307.0 90.11519212430854
315.0 89.98958877315742
325.0 89.88958877315741
335.0 89.78958877315742
345.0 89.73600873566772
355.0 89.66442154636377
365.0 89.58028037671528
375.0 89.40278392021821
387.0 89.18663903011493
400.0 89.3271641902021
412.0 89.55837167436687
425.0 89.80278392021822
437.0 90.1341664552836
450.0 90.17882565009262
462.0 90.07882565009263
475.0 90.02681150097048
487.0 89.90352957453764
500.0 89.70352957453764
515.0 89.80352957453763
530.0 90.00352957453764
545.0 90.15234993756434
560.0 90.55234993756434
580.0 90.75234993756433
600.0 90.70174575097583
615.0 90.57938535699708
630.0 90.22473118637905
650.0 89.59671147871188
670.0 88.9075167102173
690.0 88.62973310183408
710.0 88.45234993756435
730.0 88.3975839409016
750.0 88.64685991493707
775.0 88.52473118637904
800.0 88.32231909211602
825.0 88.1721809037351
850.0 87.90505128201467
875.0 87.5205719526763
900.0 87.18604130857054
925.0 86.96659373334084
950.0 86.74789631466452
975.0 86.828633949254
1000.0 87.04789631466451
1030.0 87.22954640071784
1060.0 87.4474143017658
1090.0 87.58264106370703
1120.0 87.764394361017
1150.0 88.02726575278407
1180.0 88.12726575278407
1220.0 88.12726575278407
1250.0 87.9272657527841
1280.0 87.36439436101699
1320.0 86.78214225857639
1360.0 86.88214225857638
1400.0 86.94761945680659
1450.0 87.1109280918676
1500.0 87.48408793846042
1550.0 87.56366498986762
1600.0 87.4956003366644
1650.0 87.11859615660504
1700.0 86.2686804472163
1750.0 85.7932988283194
1800.0 85.87640601810494
1850.0 86.37455092387768
1900.0 86.77423969621694
1950.0 87.06298617881427
2000.0 87.27803742035192
2060.0 87.45815424680721
2120.0 87.85277706136077
2180.0 87.91450167307764
2240.0 87.63515126238188
2300.0 87.10535260724212
2360.0 86.86002902674107
2400.0 86.71451924027707
2500.0 86.97697761980835
2580.0 87.44427730874712
2650.0 88.18110053978691
2720.0 88.52473351421767
2800.0 87.84138300940515
2900.0 86.62606922263267
3000.0 87.3842029895776
3070.0 88.22262302170773
3150.0 88.36595745460782
3250.0 88.69077148813037
3350.0 88.99032092158396
3450.0 88.99927189874163
3550.0 89.42931376248573
3650.0 89.99557976327247
3750.0 89.61161218424003
3870.0 89.48231686234433
4000.0 89.49115184582806
4120.0 89.00631906524993
4250.0 88.87163780803854
4370.0 88.9714234384872
4500.0 89.90544641369638
4620.0 90.47289441840027
4750.0 90.43687889892257
4870.0 90.5259314659351
5000.0 90.87435836443474
5150.0 90.29700424053259
5300.0 89.7116017055776
5450.0 90.2939594727957
5600.0 91.06104593125922
5800.0 90.74200326094189
6000.0 90.63203010796116
6150.0 90.8157467210956
6300.0 90.60454811081024
6500.0 90.6717819792962
6700.0 91.59335125016082
6900.0 91.01577062844254
7100.0 90.95990513476382
7300.0 91.34399981942217
7500.0 90.20764869389716
7750.0 90.46074509675157
8000.0 89.39137821679157
8250.0 88.49964817769467
8500.0 88.83112975430407
8750.0 88.4174209106975
9000.0 88.23859781997936
9250.0 89.58027908880001
9500.0 90.86392284788661
9750.0 91.23018586581912
10000.0 89.90106459563846
10300.0 88.52874282194452
10600.0 89.39457165540867
10900.0 91.26270201463136
11200.0 92.7151113375117
11500.0 94.17188106174238
11800.0 92.58459833932383
12200.0 93.58950937386999
12500.0 87.69058028583059
12800.0 87.03855155489606
13200.0 89.25031777134122
13600.0 87.88708900822792
14000.0 88.33133464461099
14500.0 90.18272380943871
15000.0 88.22461884423932
15500.0 87.38160466731772
16000.0 86.02375083929567
16500.0 84.8606013673632
17000.0 85.4660667190238
17500.0 81.51846509937194
18000.0 81.72705809645853
18500.0 79.71449077631337
19000.0 78.03467957271084
19500.0 76.08870720413832
